Date,DEEPAKNTR
2014-01-02,303.5
2014-01-06,305.0
2014-01-07,305.0
2014-01-08,308.0
2014-01-09,305.0
2014-01-10,305.0
2014-01-13,300.05
2014-01-14,305.0
2014-01-15,305.0
2014-01-16,305.0
2014-01-17,305.0
2014-01-20,305.0
2014-01-21,305.0
2014-01-22,308.5
2014-01-23,305.1
2014-01-24,305.0
2014-01-27,304.75
2014-01-28,304.95
2014-01-29,305.0
2014-01-30,300.35
2014-01-31,305.0
2014-02-03,304.0
2014-02-04,305.0
2014-02-05,305.0
2014-02-07,321.9
2014-02-10,326.75
2014-02-11,354.25
2014-02-12,350.0
2014-02-13,350.35
2014-02-14,351.1
2014-02-17,353.95
2014-02-18,350.0
2014-02-19,355.05
2014-02-20,359.4
2014-02-21,370.0
2014-02-24,407.0
2014-02-25,405.0
2014-02-26,411.5
2014-02-28,408.8
2014-03-03,409.1
2014-03-04,413.6
2014-03-05,414.95
2014-03-06,415.05
2014-03-07,424.05
2014-03-10,417.2
2014-03-11,408.7
2014-03-12,418.85
2014-03-13,415.0
2014-03-14,415.9
2014-03-18,415.95
2014-03-19,415.0
2014-03-20,415.0
2014-03-21,422.1
2014-03-22,428.95
2014-03-24,416.05
2014-03-25,422.5
2014-03-26,422.0
2014-03-27,429.55
2014-03-28,425.15
2014-03-31,427.0
2014-04-01,448.55
2014-04-02,464.65
2014-04-03,462.5
2014-04-04,455.2
2014-04-07,472.35
2014-04-09,470.0
2014-04-10,483.85
2014-04-11,482.45
2014-04-15,482.0
2014-04-16,485.75
2014-04-17,482.0
2014-04-21,482.0
2014-04-22,466.65
2014-04-23,471.0
2014-04-25,457.2
2014-04-28,528.25
2014-04-29,536.0
2014-04-30,526.3
2014-05-02,533.6
2014-05-05,561.85
2014-05-06,614.05
2014-05-07,616.7
2014-05-08,625.55
2014-05-09,602.7
2014-05-12,603.5
2014-05-13,619.75
2014-05-14,623.4
2014-05-15,615.65
2014-05-16,617.55
2014-05-19,667.2
2014-05-20,699.15
2014-05-21,712.55
2014-05-22,800.2
2014-05-23,859.2
2014-05-26,829.1
2014-05-27,818.9
2014-05-28,857.55
2014-05-29,866.0
2014-05-30,887.9
2014-06-02,911.7
2014-06-03,919.5
2014-06-04,954.45
2014-06-05,934.7
2014-06-06,895.55
2014-06-09,878.75
2014-06-10,876.55
2014-06-11,871.7
2014-06-12,898.15
2014-06-13,881.9
2014-06-16,903.6
2014-06-17,926.0
2014-06-18,923.55
2014-06-19,904.75
2014-06-20,96.25
2014-06-23,100.3
2014-06-24,94.35
2014-06-25,88.55
2014-06-26,86.0
2014-06-27,84.4
2014-06-30,87.6
2014-07-01,91.3
2014-07-02,89.5
2014-07-03,89.45
2014-07-04,89.6
2014-07-07,86.55
2014-07-08,82.9
2014-07-09,83.2
2014-07-10,81.55
2014-07-11,79.2
2014-07-14,83.35
2014-07-15,82.45
2014-07-16,83.85
2014-07-17,84.85
2014-07-18,82.65
2014-07-21,82.1
2014-07-22,81.35
2014-07-23,81.05
2014-07-24,84.25
2014-07-25,83.5
2014-07-28,82.15
2014-07-30,83.95
2014-07-31,80.8
2014-08-01,80.9
2014-08-04,83.2
2014-08-05,83.1
2014-08-06,81.85
2014-08-07,82.6
2014-08-08,79.95
2014-08-11,75.25
2014-08-12,75.55
2014-08-13,69.55
2014-08-14,71.9
2014-08-18,70.9
2014-08-19,71.2
2014-08-20,73.7
2014-08-21,74.4
2014-08-22,74.75
2014-08-25,74.6
2014-08-26,75.55
2014-08-27,76.95
2014-08-28,77.0
2014-09-01,76.85
2014-09-02,76.1
2014-09-03,73.8
2014-09-04,73.1
2014-09-05,74.7
2014-09-08,82.25
2014-09-09,81.1
2014-09-10,81.8
2014-09-11,81.35
2014-09-12,84.05
2014-09-15,87.25
2014-09-16,81.95
2014-09-17,84.1
2014-09-18,86.1
2014-09-19,84.15
2014-09-22,82.0
2014-09-23,81.2
2014-09-24,79.5
2014-09-25,78.05
2014-09-26,78.8
2014-09-29,80.85
2014-09-30,78.5
2014-10-01,76.6
2014-10-07,72.65
2014-10-08,71.95
2014-10-09,69.3
2014-10-10,73.45
2014-10-13,71.05
2014-10-14,71.45
2014-10-16,70.8
2014-10-17,70.3
2014-10-20,69.8
2014-10-21,69.65
2014-10-22,69.8
2014-10-23,70.8
2014-10-27,69.25
2014-10-28,74.45
2014-10-29,75.85
2014-10-30,74.05
2014-10-31,73.55
2014-11-03,75.85
2014-11-05,82.55
2014-11-07,86.7
2014-11-10,90.55
2014-11-11,86.95
2014-11-12,89.05
2014-11-13,87.2
2014-11-14,88.9
2014-11-17,87.1
2014-11-18,87.95
2014-11-19,87.75
2014-11-20,88.05
2014-11-21,88.35
2014-11-24,86.05
2014-11-25,85.45
2014-11-26,84.75
2014-11-27,85.45
2014-11-28,85.2
2014-12-01,87.0
2014-12-02,84.95
2014-12-03,85.0
2014-12-04,85.55
2014-12-05,85.95
2014-12-08,85.95
2014-12-09,86.35
2014-12-10,86.6
2014-12-11,86.2
2014-12-12,86.05
2014-12-15,82.0
2014-12-16,83.05
2014-12-17,83.0
2014-12-18,84.35
2014-12-19,83.35
2014-12-22,83.25
2014-12-23,85.45
2014-12-24,83.8
2014-12-26,83.75
2014-12-29,79.9
2014-12-30,80.45
2014-12-31,81.7
