Date,PIONDIST
2015-01-01,33.1
2015-01-06,33.0
2015-01-07,34.0
2015-01-08,34.5
2015-01-12,41.4
2015-01-13,36.95
2015-01-14,37.3
2015-01-15,44.2
2015-01-16,47.85
2015-01-19,52.6
2015-01-20,55.25
2015-01-21,58.7
2015-01-22,64.55
2015-01-23,67.75
2015-01-27,66.5
2015-01-28,63.3
2015-01-29,60.15
2015-01-30,58.55
2015-02-02,56.0
2015-02-03,57.05
2015-02-04,56.3
2015-02-05,58.0
2015-02-06,56.0
2015-02-09,55.0
2015-02-10,52.35
2015-02-11,53.45
2015-02-12,51.05
2015-02-13,52.2
2015-02-16,54.75
2015-02-18,53.8
2015-02-19,55.1
2015-02-20,57.85
2015-02-23,60.7
2015-02-24,63.7
2015-02-25,66.85
2015-02-26,67.0
2015-02-27,67.1
2015-02-28,68.0
2015-03-02,66.65
2015-03-03,69.95
2015-03-04,73.4
2015-03-05,77.05
2015-03-09,73.2
2015-03-10,74.7
2015-03-11,75.6
2015-03-12,76.15
2015-03-13,73.05
2015-03-16,74.8
2015-03-17,78.1
2015-03-18,78.15
2015-03-19,80.25
2015-03-20,78.95
2015-03-23,76.0
2015-03-24,77.0
2015-03-25,77.8
2015-03-26,73.95
2015-03-27,70.3
2015-03-30,70.5
2015-03-31,70.0
2015-04-01,70.3
2015-04-06,73.2
2015-04-07,77.25
2015-04-08,84.8
2015-04-09,91.95
2015-04-10,96.75
2015-04-13,94.3
2015-04-15,91.65
2015-04-16,93.3
2015-04-17,97.75
2015-04-20,94.8
2015-04-21,93.8
2015-04-22,98.3
2015-04-23,103.0
2015-04-24,106.15
2015-04-27,102.35
2015-04-28,101.4
2015-04-29,97.0
2015-04-30,96.8
2015-05-04,92.3
2015-05-05,92.95
2015-05-06,94.7
2015-05-07,89.0
2015-05-08,90.4
2015-05-11,89.65
2015-05-12,87.65
2015-05-13,89.7
2015-05-14,91.7
2015-05-15,90.7
2015-05-18,92.0
2015-05-19,92.5
2015-05-20,90.5
2015-05-21,88.2
2015-05-22,89.9
2015-05-25,89.95
2015-05-26,83.8
2015-05-27,75.7
2015-05-28,73.05
2015-05-29,76.05
2015-06-01,75.0
2015-06-02,73.4
2015-06-03,69.9
2015-06-04,69.55
2015-06-05,69.85
2015-06-08,69.9
2015-06-09,68.65
2015-06-10,71.25
2015-06-11,68.05
2015-06-12,69.2
2015-06-15,69.0
2015-06-16,69.15
2015-06-17,70.45
2015-06-18,70.25
2015-06-19,72.5
2015-06-22,73.5
2015-06-23,76.0
2015-06-24,77.4
2015-06-25,77.95
2015-06-26,77.15
2015-06-29,75.15
2015-06-30,77.2
2015-07-01,78.55
2015-07-02,80.25
2015-07-03,88.25
2015-07-06,94.95
2015-07-07,88.05
2015-07-08,93.05
2015-07-09,92.85
2015-07-10,93.5
2015-07-13,89.05
2015-07-14,89.95
2015-07-15,89.7
2015-07-16,90.0
2015-07-17,90.0
2015-07-20,87.85
2015-07-21,87.1
2015-07-22,88.2
2015-07-23,85.25
2015-07-24,86.75
2015-07-27,85.35
2015-07-28,88.7
2015-07-29,86.2
2015-07-30,87.75
2015-07-31,86.8
2015-08-03,86.9
2015-08-04,86.15
2015-08-05,85.0
2015-08-06,87.2
2015-08-07,85.65
2015-08-10,87.1
2015-08-11,86.65
2015-08-12,82.4
2015-08-13,82.1
2015-08-14,82.5
2015-08-17,83.0
2015-08-18,83.4
2015-08-19,84.4
2015-08-20,82.85
2015-08-21,83.85
2015-08-24,77.25
2015-08-25,79.0
2015-08-26,77.4
2015-08-27,80.0
2015-08-28,83.1
2015-08-31,82.1
2015-09-01,85.05
2015-09-02,85.3
2015-09-03,87.5
2015-09-04,82.6
2015-09-07,87.45
2015-09-08,88.75
2015-09-09,89.0
2015-09-10,90.5
2015-09-11,90.9
2015-09-14,90.2
2015-09-15,91.5
2015-09-16,90.0
2015-09-18,89.0
2015-09-21,87.75
2015-09-22,87.6
2015-09-23,87.55
2015-09-24,87.0
2015-09-28,87.0
2015-09-29,87.1
2015-09-30,85.75
2015-10-01,86.9
2015-10-05,95.4
2015-10-06,102.6
2015-10-07,120.05
2015-10-08,142.9
2015-10-09,149.7
2015-10-12,136.15
2015-10-13,128.1
2015-10-14,117.3
2015-10-15,123.85
2015-10-16,121.2
2015-10-19,121.0
2015-10-20,123.4
2015-10-21,121.95
2015-10-23,115.8
2015-10-26,115.45
2015-10-27,114.0
2015-10-28,112.9
2015-10-29,111.5
2015-10-30,113.95
2015-11-02,114.8
2015-11-03,126.2
2015-11-04,138.8
2015-11-05,132.75
2015-11-06,139.35
2015-11-09,146.3
2015-11-10,153.6
2015-11-11,161.25
2015-11-13,169.3
2015-11-16,177.15
2015-11-17,185.95
2015-11-18,195.1
2015-11-19,204.85
2015-11-20,215.05
2015-11-23,225.8
2015-11-24,237.05
2015-11-26,238.85
2015-11-27,226.95
2015-11-30,215.65
2015-12-01,204.9
2015-12-02,194.7
2015-12-03,204.4
2015-12-04,214.6
2015-12-07,225.3
2015-12-08,235.95
2015-12-09,224.2
2015-12-10,232.2
2015-12-11,224.1
2015-12-14,234.9
2015-12-15,246.6
2015-12-16,258.9
2015-12-17,271.7
2015-12-18,285.25
2015-12-21,298.95
2015-12-22,284.1
2015-12-23,271.8
2015-12-24,285.35
2015-12-28,299.6
2015-12-29,314.55
2015-12-30,326.05
2015-12-31,342.35
