Date,GOODLUCK
2015-01-08,72.75
2015-01-09,73.35
2015-01-12,73.85
2015-01-13,72.0
2015-01-14,70.95
2015-01-15,70.75
2015-01-16,69.8
2015-01-19,76.5
2015-01-20,78.7
2015-01-21,78.95
2015-01-22,78.15
2015-01-23,76.9
2015-01-27,75.1
2015-01-28,73.45
2015-01-29,73.95
2015-01-30,72.7
2015-02-02,74.9
2015-02-03,75.0
2015-02-04,76.8
2015-02-05,76.7
2015-02-06,74.75
2015-02-09,74.6
2015-02-10,75.05
2015-02-11,74.65
2015-02-12,75.2
2015-02-13,75.25
2015-02-16,74.9
2015-02-18,74.0
2015-02-19,73.9
2015-02-20,74.65
2015-02-23,78.2
2015-02-24,75.85
2015-02-25,82.7
2015-02-26,82.2
2015-02-27,83.6
2015-02-28,81.55
2015-03-02,80.65
2015-03-03,80.25
2015-03-04,79.45
2015-03-05,81.85
2015-03-09,82.5
2015-03-10,80.9
2015-03-11,79.7
2015-03-12,80.7
2015-03-13,79.8
2015-03-16,78.15
2015-03-17,80.05
2015-03-18,78.65
2015-03-19,78.4
2015-03-20,75.55
2015-03-23,70.95
2015-03-24,76.75
2015-03-25,75.4
2015-03-26,75.15
2015-03-27,74.5
2015-03-30,76.35
2015-03-31,78.85
2015-04-01,80.4
2015-04-06,81.3
2015-04-07,81.1
2015-04-08,82.0
2015-04-09,81.75
2015-04-10,85.6
2015-04-13,86.9
2015-04-15,86.85
2015-04-16,87.1
2015-04-17,86.2
2015-04-20,83.9
2015-04-21,82.05
2015-04-22,84.15
2015-04-23,87.75
2015-04-24,85.95
2015-04-27,83.45
2015-04-28,87.0
2015-04-29,86.15
2015-04-30,85.4
2015-05-04,86.35
2015-05-05,93.1
2015-05-06,93.45
2015-05-07,97.55
2015-05-08,100.85
2015-05-11,101.65
2015-05-12,97.85
2015-05-13,99.7
2015-05-14,98.35
2015-05-15,99.95
2015-05-18,100.0
2015-05-19,99.75
2015-05-20,99.05
2015-05-21,97.9
2015-05-22,98.35
2015-05-25,97.05
2015-05-26,93.7
2015-05-27,91.45
2015-05-28,91.75
2015-05-29,93.55
2015-06-01,91.7
2015-06-02,90.8
2015-06-03,87.45
2015-06-04,85.75
2015-06-05,86.3
2015-06-08,82.0
2015-06-09,80.8
2015-06-10,91.1
2015-06-11,87.05
2015-06-12,86.45
2015-06-15,87.35
2015-06-16,86.15
2015-06-17,90.1
2015-06-18,90.25
2015-06-19,88.85
2015-06-22,89.0
2015-06-23,88.25
2015-06-24,87.5
2015-06-25,87.2
2015-06-26,86.65
2015-06-29,84.05
2015-06-30,85.9
2015-07-01,86.8
2015-07-02,89.1
2015-07-03,88.75
2015-07-06,90.05
2015-07-07,90.05
2015-07-08,87.8
2015-07-09,90.7
2015-07-10,100.15
2015-07-13,110.5
2015-07-14,109.0
2015-07-15,109.8
2015-07-16,112.05
2015-07-17,104.25
2015-07-20,100.2
2015-07-21,93.1
2015-07-22,96.15
2015-07-23,96.55
2015-07-24,96.15
2015-07-27,94.1
2015-07-28,95.15
2015-07-29,96.9
2015-07-30,97.3
2015-07-31,96.05
2015-08-03,96.85
2015-08-04,106.7
2015-08-05,108.5
2015-08-06,110.8
2015-08-07,111.05
2015-08-10,108.65
2015-08-11,104.95
2015-08-12,100.85
2015-08-13,100.05
2015-08-14,101.1
2015-08-17,102.3
2015-08-18,102.35
2015-08-19,102.4
2015-08-20,99.55
2015-08-21,97.45
2015-08-24,84.6
2015-08-25,89.75
2015-08-26,89.4
2015-08-27,91.5
2015-08-28,90.9
2015-08-31,92.2
2015-09-01,89.8
2015-09-02,86.65
2015-09-03,87.65
2015-09-04,84.3
2015-09-07,80.4
2015-09-08,82.45
2015-09-09,84.85
2015-09-10,83.15
2015-09-11,84.9
2015-09-14,84.8
2015-09-15,84.7
2015-09-16,84.3
2015-09-18,85.3
2015-09-21,86.65
2015-09-22,85.85
2015-09-23,84.7
2015-09-24,84.5
2015-09-28,83.75
2015-09-29,84.65
2015-09-30,86.95
2015-10-01,87.9
2015-10-05,88.7
2015-10-06,89.1
2015-10-07,89.55
2015-10-08,88.85
2015-10-09,88.2
2015-10-12,89.25
2015-10-13,90.3
2015-10-14,91.45
2015-10-15,90.8
2015-10-16,92.05
2015-10-19,98.4
2015-10-20,98.6
2015-10-21,99.9
2015-10-23,102.35
2015-10-26,99.15
2015-10-27,99.8
2015-10-28,101.7
2015-10-29,99.6
2015-10-30,96.85
2015-11-02,95.55
2015-11-03,95.95
2015-11-04,96.2
2015-11-05,93.0
2015-11-06,90.55
2015-11-09,93.85
2015-11-10,90.2
2015-11-11,92.65
2015-11-13,91.15
2015-11-16,91.3
2015-11-17,91.35
2015-11-18,91.15
2015-11-19,92.5
2015-11-20,91.5
2015-11-23,91.85
2015-11-24,92.65
2015-11-26,92.85
2015-11-27,98.0
2015-11-30,101.2
2015-12-01,98.55
2015-12-02,97.0
2015-12-03,94.85
2015-12-04,94.05
2015-12-07,93.75
2015-12-08,93.55
2015-12-09,92.15
2015-12-10,93.75
2015-12-11,93.05
2015-12-14,97.05
2015-12-15,94.4
2015-12-16,93.45
2015-12-17,95.7
2015-12-18,96.3
2015-12-21,99.85
2015-12-22,104.05
2015-12-23,103.6
2015-12-24,103.3
2015-12-28,103.3
2015-12-29,102.6
2015-12-30,103.65
2015-12-31,103.1
