Date,MEGASOFT
2012-01-02,9.75
2012-01-03,10.15
2012-01-04,10.55
2012-01-05,10.0
2012-01-06,10.25
2012-01-07,9.95
2012-01-09,10.35
2012-01-10,11.35
2012-01-11,11.9
2012-01-12,11.55
2012-01-13,12.0
2012-01-16,11.95
2012-01-17,11.8
2012-01-18,11.65
2012-01-19,12.65
2012-01-20,12.35
2012-01-23,12.75
2012-01-24,12.6
2012-01-25,12.45
2012-01-27,13.2
2012-01-30,12.5
2012-01-31,12.3
2012-02-01,12.7
2012-02-02,12.85
2012-02-03,12.9
2012-02-06,13.3
2012-02-07,12.95
2012-02-08,13.6
2012-02-09,13.25
2012-02-10,13.15
2012-02-13,13.3
2012-02-14,13.4
2012-02-15,13.3
2012-02-16,13.35
2012-02-17,13.6
2012-02-21,13.55
2012-02-22,13.4
2012-02-23,13.2
2012-02-24,12.95
2012-02-27,12.35
2012-02-28,12.5
2012-02-29,12.5
2012-03-01,12.7
2012-03-02,12.85
2012-03-03,12.85
2012-03-05,12.0
2012-03-06,11.9
2012-03-07,11.95
2012-03-09,12.5
2012-03-12,12.4
2012-03-13,12.65
2012-03-14,12.8
2012-03-15,12.3
2012-03-16,12.0
2012-03-19,12.1
2012-03-20,12.2
2012-03-21,12.0
2012-03-22,12.3
2012-03-23,11.95
2012-03-26,11.5
2012-03-27,11.1
2012-03-28,10.6
2012-03-29,10.1
2012-03-30,10.6
2012-04-02,11.2
2012-04-03,11.25
2012-04-04,11.2
2012-04-09,11.0
2012-04-10,11.05
2012-04-11,11.4
2012-04-12,11.45
2012-04-13,11.7
2012-04-16,11.9
2012-04-17,11.8
2012-04-18,11.25
2012-04-19,11.75
2012-04-20,11.1
2012-04-23,11.35
2012-04-24,11.05
2012-04-25,10.9
2012-04-26,10.7
2012-04-27,10.2
2012-04-28,10.1
2012-04-30,10.05
2012-05-02,10.2
2012-05-03,10.35
2012-05-04,9.9
2012-05-07,9.75
2012-05-08,9.75
2012-05-09,9.65
2012-05-10,10.0
2012-05-11,9.8
2012-05-14,9.6
2012-05-15,9.25
2012-05-16,9.0
2012-05-17,8.5
2012-05-18,8.85
2012-05-21,8.9
2012-05-22,9.0
2012-05-23,9.05
2012-05-24,9.1
2012-05-25,9.25
2012-05-28,10.0
2012-05-29,10.3
2012-05-30,10.3
2012-05-31,10.35
2012-06-01,10.1
2012-06-04,10.7
2012-06-05,10.3
2012-06-06,10.3
2012-06-07,10.5
2012-06-08,10.3
2012-06-11,10.15
2012-06-12,9.95
2012-06-13,10.2
2012-06-14,10.4
2012-06-15,10.45
2012-06-18,10.65
2012-06-19,10.7
2012-06-20,10.95
2012-06-21,11.6
2012-06-22,11.1
2012-06-25,11.1
2012-06-26,11.15
2012-06-27,11.2
2012-06-28,11.1
2012-06-29,11.1
2012-07-02,11.25
2012-07-03,11.4
2012-07-04,12.2
2012-07-05,11.45
2012-07-06,11.65
2012-07-09,11.7
2012-07-09,11.7
2012-07-10,11.75
2012-07-11,11.35
2012-07-12,11.15
2012-07-13,10.75
2012-07-16,10.85
2012-07-17,10.25
2012-07-18,10.2
2012-07-19,10.5
2012-07-20,10.25
2012-07-23,10.35
2012-07-24,10.15
2012-07-25,9.95
2012-07-26,9.7
2012-07-27,9.45
2012-07-30,10.0
2012-07-31,9.6
2012-08-01,10.0
2012-08-02,10.6
2012-08-03,10.45
2012-08-06,10.7
2012-08-07,11.05
2012-08-08,10.5
2012-08-09,10.25
2012-08-10,10.05
2012-08-13,9.85
2012-08-14,9.8
2012-08-16,9.6
2012-08-17,9.4
2012-08-21,9.55
2012-08-22,9.4
2012-08-23,9.2
2012-08-24,9.15
2012-08-27,9.2
2012-08-28,8.8
2012-08-29,8.5
2012-08-30,8.55
2012-08-31,8.75
2012-09-03,8.5
2012-09-04,8.65
2012-09-05,8.4
2012-09-06,8.3
2012-09-07,8.4
2012-09-08,8.4
2012-09-10,8.5
2012-09-11,8.75
2012-09-12,9.0
2012-09-13,9.15
2012-09-14,9.1
2012-09-17,9.1
2012-09-18,9.15
2012-09-20,8.95
2012-09-21,9.25
2012-09-24,9.15
2012-09-25,9.1
2012-09-26,9.05
2012-09-27,9.05
2012-09-28,9.45
2012-10-01,9.6
2012-10-03,11.5
2012-10-04,11.7
2012-10-05,11.9
2012-10-08,11.55
2012-10-09,11.5
2012-10-10,11.25
2012-10-11,11.8
2012-10-12,11.55
2012-10-15,11.65
2012-10-16,11.2
2012-10-17,10.9
2012-10-18,10.75
2012-10-19,10.8
2012-10-22,10.9
2012-10-23,10.0
2012-10-25,10.65
2012-10-26,10.0
2012-10-29,10.0
2012-10-30,9.9
2012-10-31,10.0
2012-11-01,10.0
2012-11-02,9.95
2012-11-05,9.45
2012-11-06,9.4
2012-11-07,9.9
2012-11-08,9.85
2012-11-09,9.85
2012-11-12,9.3
2012-11-13,9.55
2012-11-15,9.4
2012-11-16,9.5
2012-11-19,9.2
2012-11-20,9.05
2012-11-21,9.15
2012-11-22,9.0
2012-11-23,8.95
2012-11-26,9.0
2012-11-27,9.1
2012-11-29,9.1
2012-11-30,9.25
2012-12-03,9.0
2012-12-04,9.05
2012-12-05,9.5
2012-12-06,9.3
2012-12-07,9.05
2012-12-10,9.5
2012-12-11,9.25
2012-12-12,8.95
2012-12-13,9.1
2012-12-14,8.9
2012-12-17,8.75
2012-12-18,9.1
2012-12-19,9.0
2012-12-20,9.05
2012-12-21,8.85
2012-12-24,8.55
2012-12-26,8.9
2012-12-27,8.7
2012-12-28,8.7
2012-12-31,8.9
