Date,GVKPIL
2016-01-01,8.45
2016-01-04,8.45
2016-01-05,8.85
2016-01-06,9.1
2016-01-07,8.55
2016-01-08,9.25
2016-01-11,9.05
2016-01-12,8.75
2016-01-13,8.4
2016-01-14,8.25
2016-01-15,7.8
2016-01-18,7.5
2016-01-19,7.75
2016-01-20,7.2
2016-01-21,7.3
2016-01-22,7.7
2016-01-25,7.8
2016-01-27,7.75
2016-01-28,7.75
2016-01-29,7.75
2016-02-01,7.7
2016-02-02,7.35
2016-02-03,7.15
2016-02-04,7.2
2016-02-05,7.25
2016-02-08,7.75
2016-02-09,7.8
2016-02-10,7.35
2016-02-11,7.0
2016-02-12,6.75
2016-02-15,7.0
2016-02-16,6.9
2016-02-17,6.85
2016-02-18,6.9
2016-02-19,6.9
2016-02-22,6.95
2016-02-23,6.7
2016-02-24,6.7
2016-02-25,6.65
2016-02-26,6.5
2016-02-29,6.35
2016-03-01,6.5
2016-03-02,6.7
2016-03-03,6.9
2016-03-04,6.95
2016-03-08,7.05
2016-03-09,7.05
2016-03-10,7.0
2016-03-11,6.95
2016-03-14,6.85
2016-03-15,6.8
2016-03-16,6.8
2016-03-17,6.7
2016-03-18,6.6
2016-03-21,6.65
2016-03-22,6.6
2016-03-23,6.7
2016-03-28,7.1
2016-03-29,6.85
2016-03-30,6.8
2016-03-31,6.8
2016-04-01,6.95
2016-04-04,7.05
2016-04-05,6.9
2016-04-06,6.95
2016-04-07,6.75
2016-04-08,6.85
2016-04-11,6.8
2016-04-12,6.8
2016-04-13,6.8
2016-04-18,6.75
2016-04-20,6.95
2016-04-21,6.8
2016-04-22,6.85
2016-04-25,6.8
2016-04-26,6.8
2016-04-27,6.75
2016-04-28,6.75
2016-04-29,6.75
2016-05-02,6.7
2016-05-03,6.6
2016-05-04,6.55
2016-05-05,6.5
2016-05-06,6.45
2016-05-09,6.45
2016-05-10,6.45
2016-05-11,6.45
2016-05-12,6.4
2016-05-13,6.2
2016-05-16,6.35
2016-05-17,6.3
2016-05-18,6.25
2016-05-19,6.2
2016-05-20,6.0
2016-05-23,5.45
2016-05-24,4.85
2016-05-25,5.05
2016-05-26,5.05
2016-05-27,5.1
2016-05-30,5.1
2016-05-31,4.65
2016-06-01,4.55
2016-06-02,4.5
2016-06-03,4.25
2016-06-06,4.3
2016-06-07,4.25
2016-06-08,4.5
2016-06-09,4.85
2016-06-10,5.6
2016-06-13,5.6
2016-06-14,5.95
2016-06-15,5.75
2016-06-16,5.6
2016-06-17,5.9
2016-06-20,5.85
2016-06-21,5.85
2016-06-22,5.75
2016-06-23,5.75
2016-06-24,5.5
2016-06-27,5.6
2016-06-28,5.65
2016-06-29,5.7
2016-06-30,5.8
2016-07-01,5.75
2016-07-04,5.75
2016-07-05,6.2
2016-07-07,6.5
2016-07-08,6.4
2016-07-11,6.45
2016-07-12,6.55
2016-07-13,6.85
2016-07-14,7.1
2016-07-15,6.95
2016-07-18,6.85
2016-07-19,6.85
2016-07-20,6.8
2016-07-21,6.55
2016-07-22,6.7
2016-07-25,6.65
2016-07-26,6.5
2016-07-27,6.45
2016-07-28,6.45
2016-07-29,6.5
2016-08-01,6.45
2016-08-02,6.15
2016-08-03,6.2
2016-08-04,6.15
2016-08-05,6.1
2016-08-08,6.1
2016-08-09,6.1
2016-08-10,5.85
2016-08-11,6.1
2016-08-12,6.1
2016-08-16,6.0
2016-08-17,5.9
2016-08-18,5.95
2016-08-19,6.1
2016-08-22,6.1
2016-08-23,6.2
2016-08-24,6.15
2016-08-25,6.65
2016-08-26,6.55
2016-08-29,6.25
2016-08-30,6.2
2016-08-31,6.6
2016-09-01,6.2
2016-09-02,6.35
2016-09-06,6.5
2016-09-07,6.6
2016-09-08,6.8
2016-09-09,6.7
2016-09-12,6.45
2016-09-14,6.6
2016-09-15,6.65
2016-09-16,6.5
2016-09-19,6.95
2016-09-20,7.15
2016-09-21,7.05
2016-09-22,7.2
2016-09-23,6.9
2016-09-26,6.75
2016-09-27,6.65
2016-09-28,6.6
2016-09-29,6.05
2016-09-30,6.4
2016-10-03,6.5
2016-10-04,6.65
2016-10-05,6.6
2016-10-06,6.35
2016-10-07,6.3
2016-10-10,6.25
2016-10-13,6.3
2016-10-14,6.3
2016-10-17,6.9
2016-10-18,6.8
2016-10-19,6.75
2016-10-20,6.75
2016-10-21,6.7
2016-10-24,6.8
2016-10-25,6.8
2016-10-26,6.75
2016-10-27,6.6
2016-10-28,6.65
2016-10-30,6.7
2016-11-01,6.6
2016-11-02,6.35
2016-11-03,7.05
2016-11-04,6.6
2016-11-07,6.6
2016-11-08,6.55
2016-11-09,6.25
2016-11-10,6.5
2016-11-11,6.2
2016-11-15,5.9
2016-11-16,5.85
2016-11-17,5.65
2016-11-18,5.7
2016-11-21,5.45
2016-11-22,5.25
2016-11-23,5.45
2016-11-24,5.75
2016-11-25,5.85
2016-11-28,5.7
2016-11-29,5.85
2016-11-30,5.85
2016-12-01,5.7
2016-12-02,5.65
2016-12-05,5.65
2016-12-06,5.7
2016-12-07,5.65
2016-12-08,5.75
2016-12-09,5.7
2016-12-12,5.65
2016-12-13,5.55
2016-12-14,5.55
2016-12-15,5.55
2016-12-16,5.5
2016-12-19,5.55
2016-12-20,5.45
2016-12-21,5.45
2016-12-22,5.45
2016-12-23,5.5
2016-12-26,5.3
2016-12-27,5.35
2016-12-28,5.3
2016-12-29,5.4
2016-12-30,5.4
