Date,RATNAMANI
2013-01-01,133.75
2013-01-02,137.55
2013-01-03,143.45
2013-01-04,143.6
2013-01-07,145.7
2013-01-08,143.7
2013-01-09,141.35
2013-01-10,138.95
2013-01-11,137.65
2013-01-14,136.95
2013-01-15,134.8
2013-01-16,136.9
2013-01-17,135.0
2013-01-18,136.35
2013-01-21,135.5
2013-01-22,135.9
2013-01-23,135.85
2013-01-24,132.75
2013-01-25,133.0
2013-01-28,136.75
2013-01-29,132.15
2013-01-30,132.1
2013-01-31,133.5
2013-02-01,136.0
2013-02-04,135.0
2013-02-05,135.0
2013-02-06,135.0
2013-02-07,135.0
2013-02-08,135.0
2013-02-11,135.0
2013-02-12,135.0
2013-02-13,135.0
2013-02-14,134.15
2013-02-15,135.05
2013-02-18,135.5
2013-02-19,134.85
2013-02-20,134.8
2013-02-21,132.05
2013-02-22,131.45
2013-02-25,129.9
2013-02-26,129.95
2013-02-27,128.8
2013-02-28,126.0
2013-03-01,126.0
2013-03-04,126.0
2013-03-05,127.65
2013-03-06,129.85
2013-03-07,126.05
2013-03-08,126.35
2013-03-11,129.4
2013-03-12,127.7
2013-03-13,131.1
2013-03-14,128.25
2013-03-15,128.5
2013-03-18,128.25
2013-03-19,133.3
2013-03-20,128.85
2013-03-21,128.3
2013-03-22,125.4
2013-03-25,130.05
2013-03-26,139.4
2013-03-28,134.7
2013-04-01,131.45
2013-04-02,129.0
2013-04-03,128.9
2013-04-04,123.4
2013-04-05,122.2
2013-04-08,121.1
2013-04-09,123.0
2013-04-10,123.0
2013-04-11,123.25
2013-04-12,123.0
2013-04-15,124.9
2013-04-16,130.0
2013-04-17,126.0
2013-04-18,123.3
2013-04-22,123.0
2013-04-23,124.75
2013-04-25,126.0
2013-04-26,124.35
2013-04-29,124.0
2013-04-30,125.05
2013-05-02,124.65
2013-05-03,123.4
2013-05-06,124.9
2013-05-07,124.65
2013-05-08,128.55
2013-05-09,129.0
2013-05-10,123.1
2013-05-11,125.7
2013-05-13,124.75
2013-05-14,123.25
2013-05-15,126.5
2013-05-16,130.15
2013-05-17,131.6
2013-05-20,136.0
2013-05-21,136.0
2013-05-22,136.75
2013-05-23,133.5
2013-05-24,141.8
2013-05-27,140.0
2013-05-28,149.8
2013-05-29,150.7
2013-05-30,149.95
2013-05-31,150.05
2013-06-03,150.0
2013-06-04,150.0
2013-06-05,148.2
2013-06-06,145.3
2013-06-07,149.7
2013-06-10,150.0
2013-06-11,149.95
2013-06-12,150.0
2013-06-13,150.0
2013-06-14,150.0
2013-06-17,148.7
2013-06-18,150.75
2013-06-19,151.05
2013-06-20,143.0
2013-06-21,151.85
2013-06-24,144.2
2013-06-25,143.0
2013-06-26,144.0
2013-06-27,142.0
2013-06-28,141.15
2013-07-01,142.8
2013-07-02,144.0
2013-07-03,144.0
2013-07-04,144.0
2013-07-05,144.0
2013-07-08,141.95
2013-07-09,137.8
2013-07-10,145.05
2013-07-11,143.0
2013-07-12,139.15
2013-07-15,136.1
2013-07-16,135.0
2013-07-17,139.6
2013-07-18,136.0
2013-07-19,141.65
2013-07-22,136.1
2013-07-23,134.75
2013-07-24,134.55
2013-07-25,138.45
2013-07-26,132.55
2013-07-29,134.9
2013-07-30,131.25
2013-07-31,131.3
2013-08-01,128.55
2013-08-02,126.0
2013-08-05,125.4
2013-08-06,125.0
2013-08-07,125.1
2013-08-08,125.35
2013-08-12,135.0
2013-08-13,133.85
2013-08-14,127.35
2013-08-16,127.6
2013-08-19,129.3
2013-08-20,127.9
2013-08-21,127.95
2013-08-22,125.8
2013-08-23,123.7
2013-08-26,125.7
2013-08-27,125.5
2013-08-28,126.0
2013-08-29,124.95
2013-08-30,132.6
2013-09-02,128.2
2013-09-03,126.0
2013-09-04,126.2
2013-09-05,126.95
2013-09-06,129.85
2013-09-10,125.0
2013-09-11,124.6
2013-09-12,123.8
2013-09-13,123.0
2013-09-16,123.05
2013-09-17,122.45
2013-09-18,122.35
2013-09-19,124.0
2013-09-20,123.0
2013-09-23,122.95
2013-09-24,122.0
2013-09-25,120.95
2013-09-26,127.85
2013-09-27,126.9
2013-09-30,124.9
2013-10-01,122.45
2013-10-03,123.75
2013-10-04,123.95
2013-10-07,123.65
2013-10-08,126.1
2013-10-09,127.1
2013-10-10,129.9
2013-10-11,124.15
2013-10-14,128.6
2013-10-15,127.0
2013-10-17,126.0
2013-10-18,128.0
2013-10-21,131.25
2013-10-22,131.6
2013-10-23,131.8
2013-10-24,129.75
2013-10-25,128.4
2013-10-28,129.4
2013-10-29,126.8
2013-10-30,125.1
2013-10-31,125.1
2013-11-01,120.0
2013-11-03,121.65
2013-11-05,125.0
2013-11-06,130.25
2013-11-07,130.0
2013-11-08,130.0
2013-11-11,126.45
2013-11-12,124.4
2013-11-13,127.15
2013-11-14,122.85
2013-11-18,122.45
2013-11-19,122.3
2013-11-20,128.1
2013-11-21,125.95
2013-11-22,122.25
2013-11-25,123.95
2013-11-26,127.75
2013-11-27,128.9
2013-11-28,130.45
2013-11-29,127.9
2013-12-02,129.95
2013-12-03,129.8
2013-12-04,129.25
2013-12-05,133.85
2013-12-06,130.05
2013-12-09,133.0
2013-12-10,134.95
2013-12-11,130.5
2013-12-12,128.0
2013-12-13,130.95
2013-12-16,130.1
2013-12-17,132.0
2013-12-18,125.7
2013-12-19,134.75
2013-12-20,130.15
2013-12-23,132.5
2013-12-24,128.6
2013-12-26,135.0
2013-12-27,136.8
2013-12-30,132.1
2013-12-31,129.95
