Date,ESABINDIA
2013-01-01,431.25
2013-01-02,434.4
2013-01-03,434.5
2013-01-04,427.8
2013-01-07,431.05
2013-01-08,430.55
2013-01-09,431.95
2013-01-10,429.7
2013-01-11,435.85
2013-01-14,443.05
2013-01-15,451.2
2013-01-16,450.95
2013-01-17,447.0
2013-01-18,442.35
2013-01-21,437.0
2013-01-22,433.55
2013-01-23,437.6
2013-01-24,432.0
2013-01-25,429.15
2013-01-28,432.5
2013-01-29,431.05
2013-01-30,434.6
2013-01-31,428.0
2013-02-01,425.4
2013-02-04,447.2
2013-02-05,438.3
2013-02-06,441.95
2013-02-07,438.45
2013-02-08,438.75
2013-02-11,439.6
2013-02-12,439.0
2013-02-13,439.25
2013-02-14,435.0
2013-02-15,435.0
2013-02-18,439.25
2013-02-19,439.4
2013-02-20,440.35
2013-02-21,433.8
2013-02-22,445.8
2013-02-25,443.9
2013-02-26,441.3
2013-02-27,444.95
2013-02-28,442.85
2013-03-01,442.75
2013-03-04,440.85
2013-03-05,445.05
2013-03-06,444.65
2013-03-07,444.6
2013-03-08,446.7
2013-03-11,445.85
2013-03-12,448.8
2013-03-13,445.1
2013-03-14,445.0
2013-03-15,446.05
2013-03-18,445.15
2013-03-19,443.65
2013-03-20,439.95
2013-03-21,433.05
2013-03-22,429.65
2013-03-25,416.3
2013-03-26,411.45
2013-03-28,421.15
2013-04-01,415.55
2013-04-02,414.15
2013-04-03,411.85
2013-04-04,420.4
2013-04-05,411.3
2013-04-08,413.15
2013-04-09,414.3
2013-04-10,415.85
2013-04-11,419.3
2013-04-12,413.05
2013-04-15,409.05
2013-04-16,412.35
2013-04-17,415.7
2013-04-18,417.05
2013-04-22,410.7
2013-04-23,401.05
2013-04-25,397.8
2013-04-26,398.5
2013-04-29,399.3
2013-04-30,409.05
2013-05-02,413.15
2013-05-03,408.55
2013-05-06,407.7
2013-05-07,409.0
2013-05-08,407.3
2013-05-09,414.6
2013-05-10,412.2
2013-05-11,415.2
2013-05-13,408.15
2013-05-14,407.95
2013-05-15,409.0
2013-05-16,411.0
2013-05-17,485.55
2013-05-20,443.55
2013-05-21,436.95
2013-05-22,430.0
2013-05-23,427.5
2013-05-24,416.5
2013-05-27,418.1
2013-05-28,418.85
2013-05-29,416.4
2013-05-30,412.05
2013-05-31,410.6
2013-06-03,440.6
2013-06-04,426.05
2013-06-05,422.1
2013-06-06,420.65
2013-06-07,420.05
2013-06-10,418.35
2013-06-11,415.3
2013-06-12,410.65
2013-06-13,407.55
2013-06-14,401.3
2013-06-17,402.0
2013-06-18,404.45
2013-06-19,403.1
2013-06-20,393.25
2013-06-21,394.4
2013-06-24,398.0
2013-06-25,395.0
2013-06-26,394.75
2013-06-27,400.1
2013-06-28,404.2
2013-07-01,409.1
2013-07-02,404.25
2013-07-03,399.25
2013-07-04,394.5
2013-07-05,391.9
2013-07-08,391.8
2013-07-09,393.95
2013-07-10,393.0
2013-07-11,391.5
2013-07-12,389.8
2013-07-15,388.8
2013-07-16,386.3
2013-07-17,385.55
2013-07-18,391.35
2013-07-19,388.85
2013-07-22,385.3
2013-07-23,396.85
2013-07-24,386.8
2013-07-25,379.3
2013-07-26,379.6
2013-07-29,373.7
2013-07-30,363.65
2013-07-31,340.55
2013-08-01,353.0
2013-08-02,350.25
2013-08-05,341.15
2013-08-06,321.05
2013-08-07,316.1
2013-08-08,319.15
2013-08-12,332.4
2013-08-13,335.9
2013-08-14,332.2
2013-08-16,326.1
2013-08-19,317.8
2013-08-20,321.45
2013-08-21,318.15
2013-08-22,324.55
2013-08-23,328.1
2013-08-26,325.0
2013-08-27,320.05
2013-08-28,315.2
2013-08-29,323.3
2013-08-30,330.25
2013-09-02,330.15
2013-09-03,330.0
2013-09-04,335.6
2013-09-05,330.6
2013-09-06,341.95
2013-09-10,341.25
2013-09-11,337.5
2013-09-12,351.05
2013-09-13,355.0
2013-09-16,340.65
2013-09-17,358.3
2013-09-18,350.75
2013-09-19,349.25
2013-09-20,356.5
2013-09-23,350.55
2013-09-24,355.55
2013-09-25,360.05
2013-09-26,355.05
2013-09-27,350.05
2013-09-30,350.05
2013-10-01,349.85
2013-10-03,349.25
2013-10-04,354.0
2013-10-07,352.5
2013-10-08,351.9
2013-10-09,355.95
2013-10-10,355.45
2013-10-11,354.5
2013-10-14,357.85
2013-10-15,359.9
2013-10-17,371.65
2013-10-18,445.95
2013-10-21,416.05
2013-10-22,419.2
2013-10-23,429.05
2013-10-24,428.2
2013-10-25,430.2
2013-10-28,417.1
2013-10-29,427.85
2013-10-30,424.6
2013-10-31,415.65
2013-11-01,424.75
2013-11-03,429.2
2013-11-05,438.0
2013-11-06,432.1
2013-11-07,425.95
2013-11-08,421.15
2013-11-11,411.45
2013-11-12,431.3
2013-11-13,426.2
2013-11-14,424.75
2013-11-18,433.85
2013-11-19,468.55
2013-11-20,474.5
2013-11-21,477.85
2013-11-22,474.95
2013-11-25,475.3
2013-11-26,458.9
2013-11-27,456.25
2013-11-28,458.75
2013-11-29,464.4
2013-12-02,465.0
2013-12-03,468.55
2013-12-04,464.15
2013-12-05,461.75
2013-12-06,458.05
2013-12-09,449.8
2013-12-10,444.95
2013-12-11,437.0
2013-12-12,434.75
2013-12-13,432.75
2013-12-16,434.7
2013-12-17,429.3
2013-12-18,445.85
2013-12-19,440.75
2013-12-20,440.0
2013-12-23,460.1
2013-12-24,454.1
2013-12-26,462.4
2013-12-27,461.9
2013-12-30,457.4
2013-12-31,460.2
