Date,GMBREW
2013-01-01,85.15
2013-01-02,83.4
2013-01-03,83.95
2013-01-04,77.85
2013-01-07,79.55
2013-01-08,79.6
2013-01-09,79.3
2013-01-10,77.5
2013-01-11,77.35
2013-01-14,76.45
2013-01-15,76.25
2013-01-16,75.65
2013-01-17,74.85
2013-01-18,74.25
2013-01-21,74.5
2013-01-22,74.4
2013-01-23,73.35
2013-01-24,71.2
2013-01-25,71.75
2013-01-28,71.6
2013-01-29,70.75
2013-01-30,71.9
2013-01-31,71.1
2013-02-01,71.6
2013-02-04,71.25
2013-02-05,71.1
2013-02-06,71.75
2013-02-07,71.25
2013-02-08,71.05
2013-02-11,70.0
2013-02-12,69.25
2013-02-13,68.85
2013-02-14,67.85
2013-02-15,67.25
2013-02-18,67.8
2013-02-19,69.65
2013-02-20,71.3
2013-02-21,69.5
2013-02-22,69.1
2013-02-25,68.55
2013-02-26,67.3
2013-02-27,65.8
2013-02-28,64.55
2013-03-01,62.4
2013-03-04,63.95
2013-03-05,65.15
2013-03-06,64.9
2013-03-07,65.35
2013-03-08,66.4
2013-03-11,67.15
2013-03-12,66.95
2013-03-13,68.3
2013-03-14,67.1
2013-03-15,68.85
2013-03-18,68.15
2013-03-19,65.3
2013-03-20,64.45
2013-03-21,65.0
2013-03-22,63.5
2013-03-25,61.9
2013-03-26,63.5
2013-03-28,63.6
2013-04-01,68.75
2013-04-02,69.15
2013-04-03,69.6
2013-04-04,68.05
2013-04-05,71.5
2013-04-08,71.2
2013-04-09,71.0
2013-04-10,71.0
2013-04-11,71.05
2013-04-12,70.1
2013-04-15,68.7
2013-04-16,69.8
2013-04-17,70.0
2013-04-18,71.8
2013-04-22,72.45
2013-04-23,73.35
2013-04-25,73.7
2013-04-26,70.85
2013-04-29,69.5
2013-04-30,68.15
2013-05-02,68.2
2013-05-03,65.65
2013-05-06,66.35
2013-05-07,67.0
2013-05-08,67.0
2013-05-09,67.25
2013-05-10,68.15
2013-05-11,68.4
2013-05-13,68.25
2013-05-14,68.65
2013-05-15,68.05
2013-05-16,68.7
2013-05-17,67.75
2013-05-20,69.2
2013-05-21,67.75
2013-05-22,67.1
2013-05-23,66.0
2013-05-24,67.6
2013-05-27,67.05
2013-05-28,66.25
2013-05-29,66.05
2013-05-30,65.0
2013-05-31,64.55
2013-06-03,65.0
2013-06-04,64.1
2013-06-05,65.75
2013-06-06,64.75
2013-06-07,64.5
2013-06-10,64.0
2013-06-11,63.1
2013-06-12,63.5
2013-06-13,61.0
2013-06-14,63.5
2013-06-17,60.65
2013-06-18,60.9
2013-06-19,62.0
2013-06-20,61.6
2013-06-21,61.4
2013-06-24,57.6
2013-06-25,56.6
2013-06-26,56.7
2013-06-27,57.65
2013-06-28,58.25
2013-07-01,65.7
2013-07-02,63.25
2013-07-03,62.5
2013-07-04,62.15
2013-07-05,64.3
2013-07-08,63.25
2013-07-09,63.75
2013-07-10,64.85
2013-07-11,63.1
2013-07-12,65.05
2013-07-15,64.7
2013-07-16,63.6
2013-07-17,64.0
2013-07-18,64.8
2013-07-19,64.6
2013-07-22,63.1
2013-07-23,63.0
2013-07-24,62.35
2013-07-25,61.75
2013-07-26,66.25
2013-07-29,69.0
2013-07-30,70.5
2013-07-31,72.7
2013-08-01,72.2
2013-08-02,64.95
2013-08-05,60.5
2013-08-06,57.65
2013-08-07,59.3
2013-08-08,60.8
2013-08-12,59.9
2013-08-13,60.2
2013-08-14,61.65
2013-08-16,60.25
2013-08-19,59.8
2013-08-20,60.75
2013-08-21,60.85
2013-08-22,60.45
2013-08-23,62.1
2013-08-26,62.6
2013-08-27,59.95
2013-08-28,62.9
2013-08-29,61.1
2013-08-30,60.15
2013-09-02,60.2
2013-09-03,59.65
2013-09-04,61.7
2013-09-05,60.85
2013-09-06,62.95
2013-09-10,63.45
2013-09-11,63.9
2013-09-12,63.9
2013-09-13,66.45
2013-09-16,72.65
2013-09-17,63.7
2013-09-18,64.65
2013-09-19,66.65
2013-09-20,65.8
2013-09-23,66.3
2013-09-24,65.6
2013-09-25,75.75
2013-09-26,79.55
2013-09-27,81.85
2013-09-30,83.0
2013-10-01,81.2
2013-10-03,81.65
2013-10-04,77.35
2013-10-07,75.0
2013-10-08,84.3
2013-10-09,95.05
2013-10-10,89.35
2013-10-11,90.65
2013-10-14,86.5
2013-10-15,83.1
2013-10-17,83.35
2013-10-18,82.85
2013-10-21,82.9
2013-10-22,86.85
2013-10-23,86.4
2013-10-24,85.35
2013-10-25,82.15
2013-10-28,83.3
2013-10-29,83.65
2013-10-30,82.8
2013-10-31,82.8
2013-11-01,83.35
2013-11-03,84.7
2013-11-05,84.55
2013-11-06,83.6
2013-11-07,82.45
2013-11-08,82.85
2013-11-11,86.2
2013-11-12,84.4
2013-11-13,83.6
2013-11-14,83.85
2013-11-18,84.45
2013-11-19,95.25
2013-11-20,95.0
2013-11-21,89.5
2013-11-22,88.05
2013-11-25,88.7
2013-11-26,87.15
2013-11-27,86.0
2013-11-28,87.2
2013-11-29,86.2
2013-12-02,93.4
2013-12-03,90.1
2013-12-04,89.8
2013-12-05,89.25
2013-12-06,89.9
2013-12-09,88.65
2013-12-10,87.6
2013-12-11,87.6
2013-12-12,88.65
2013-12-13,87.95
2013-12-16,87.05
2013-12-17,89.3
2013-12-18,91.3
2013-12-19,88.35
2013-12-20,90.55
2013-12-23,91.8
2013-12-24,97.05
2013-12-26,96.7
2013-12-27,104.25
2013-12-30,109.55
2013-12-31,107.6
