Date,DPSCLTD
2013-01-01,17.75
2013-01-02,17.3
2013-01-03,17.55
2013-01-04,17.4
2013-01-07,17.55
2013-01-08,17.5
2013-01-09,17.4
2013-01-10,18.4
2013-01-11,19.3
2013-01-14,20.5
2013-01-15,22.05
2013-01-16,22.9
2013-01-17,24.95
2013-01-18,28.45
2013-01-21,27.65
2013-01-22,26.65
2013-01-23,25.55
2013-01-24,23.0
2013-01-25,22.35
2013-01-28,23.45
2013-01-29,24.55
2013-01-30,25.55
2013-01-31,24.75
2013-02-01,24.2
2013-02-04,24.0
2013-02-05,24.05
2013-02-06,24.1
2013-02-07,23.35
2013-02-08,22.75
2013-02-11,23.05
2013-02-12,23.25
2013-02-13,22.95
2013-02-14,22.5
2013-02-15,21.55
2013-02-18,21.65
2013-02-19,21.55
2013-02-20,22.45
2013-02-21,21.85
2013-02-22,22.0
2013-02-25,21.05
2013-02-26,20.35
2013-02-27,20.5
2013-02-28,19.5
2013-03-01,19.65
2013-03-04,19.7
2013-03-05,19.25
2013-03-06,19.75
2013-03-07,20.0
2013-03-08,19.8
2013-03-11,19.3
2013-03-12,19.75
2013-03-13,18.95
2013-03-14,19.2
2013-03-15,19.0
2013-03-18,17.8
2013-03-19,18.65
2013-03-20,19.1
2013-03-21,18.9
2013-03-22,17.8
2013-03-25,17.4
2013-03-26,17.9
2013-03-28,17.4
2013-04-01,17.95
2013-04-02,18.0
2013-04-03,17.95
2013-04-04,17.85
2013-04-05,18.0
2013-04-08,17.8
2013-04-09,17.95
2013-04-10,19.15
2013-04-11,18.65
2013-04-12,18.5
2013-04-15,17.9
2013-04-16,18.45
2013-04-17,17.7
2013-04-18,18.4
2013-04-22,18.7
2013-04-23,19.95
2013-04-25,20.0
2013-04-26,20.05
2013-04-29,20.05
2013-04-30,21.35
2013-05-02,22.85
2013-05-03,22.9
2013-05-06,23.2
2013-05-07,23.1
2013-05-08,23.0
2013-05-09,21.4
2013-05-10,21.65
2013-05-11,22.0
2013-05-13,21.0
2013-05-14,21.9
2013-05-15,22.0
2013-05-16,22.05
2013-05-17,21.6
2013-05-20,21.25
2013-05-21,20.95
2013-05-22,20.8
2013-05-23,19.6
2013-05-24,20.5
2013-05-27,20.0
2013-05-28,19.9
2013-05-29,19.55
2013-05-30,19.6
2013-05-31,19.55
2013-06-03,20.25
2013-06-04,20.2
2013-06-05,19.65
2013-06-06,19.45
2013-06-07,19.3
2013-06-10,18.9
2013-06-11,17.75
2013-06-12,18.8
2013-06-13,18.5
2013-06-14,18.0
2013-06-17,18.85
2013-06-18,18.7
2013-06-19,18.95
2013-06-20,18.5
2013-06-21,17.75
2013-06-24,16.9
2013-06-25,16.65
2013-06-26,16.7
2013-06-27,17.1
2013-06-28,17.3
2013-07-01,17.45
2013-07-02,17.9
2013-07-03,17.95
2013-07-04,18.25
2013-07-05,17.9
2013-07-08,18.05
2013-07-09,18.05
2013-07-10,18.45
2013-07-11,18.4
2013-07-12,18.3
2013-07-15,19.0
2013-07-16,18.8
2013-07-17,18.4
2013-07-18,18.5
2013-07-19,18.65
2013-07-22,18.9
2013-07-23,18.35
2013-07-24,18.3
2013-07-25,18.0
2013-07-26,18.0
2013-07-29,17.3
2013-07-30,17.0
2013-07-31,17.2
2013-08-01,16.7
2013-08-02,16.85
2013-08-05,16.85
2013-08-06,16.65
2013-08-07,16.5
2013-08-08,16.5
2013-08-12,16.4
2013-08-13,16.35
2013-08-14,16.4
2013-08-16,16.0
2013-08-19,16.1
2013-08-20,15.95
2013-08-21,15.7
2013-08-22,16.05
2013-08-23,15.55
2013-08-26,15.85
2013-08-27,15.3
2013-08-28,14.95
2013-08-29,14.3
2013-08-30,15.05
2013-09-02,15.4
2013-09-03,15.15
2013-09-04,15.1
2013-09-05,15.1
2013-09-06,15.0
2013-09-10,15.1
2013-09-11,15.1
2013-09-12,14.9
2013-09-13,15.25
2013-09-16,15.2
2013-09-17,15.65
2013-09-18,15.25
2013-09-19,14.95
2013-09-20,15.15
2013-09-23,14.65
2013-09-24,14.8
2013-09-25,14.55
2013-09-26,14.85
2013-09-27,12.9
2013-09-30,13.35
2013-10-01,13.4
2013-10-03,14.2
2013-10-04,15.0
2013-10-07,15.0
2013-10-08,15.05
2013-10-09,15.0
2013-10-10,15.1
2013-10-11,15.2
2013-10-14,14.9
2013-10-15,14.55
2013-10-17,14.6
2013-10-18,14.8
2013-10-21,14.85
2013-10-22,15.05
2013-10-23,15.0
2013-10-24,15.0
2013-10-25,15.1
2013-10-28,14.9
2013-10-29,15.0
2013-10-30,14.9
2013-10-31,14.8
2013-11-01,14.2
2013-11-03,15.0
2013-11-05,14.8
2013-11-06,14.9
2013-11-07,14.8
2013-11-08,14.85
2013-11-11,14.85
2013-11-12,14.85
2013-11-13,14.25
2013-11-14,14.5
2013-11-18,14.1
2013-11-19,14.05
2013-11-20,14.1
2013-11-21,14.15
2013-11-22,14.1
2013-11-25,14.25
2013-11-26,14.0
2013-11-27,14.0
2013-11-28,14.0
2013-11-29,14.0
2013-12-02,14.0
2013-12-03,13.7
2013-12-04,13.85
2013-12-05,13.45
2013-12-06,13.4
2013-12-09,13.7
2013-12-10,13.5
2013-12-11,13.2
2013-12-12,12.95
2013-12-13,13.05
2013-12-16,13.05
2013-12-17,12.8
2013-12-18,12.95
2013-12-19,13.0
2013-12-20,13.05
2013-12-23,13.2
2013-12-24,13.35
2013-12-26,13.6
2013-12-27,15.75
2013-12-30,16.55
2013-12-31,15.8
