Date,INFY
2013-01-01,2308.85
2013-01-02,2309.2
2013-01-03,2337.9
2013-01-04,2349.55
2013-01-07,2374.8
2013-01-08,2344.0
2013-01-09,2331.0
2013-01-10,2322.3
2013-01-11,2712.1
2013-01-14,2806.5
2013-01-15,2787.05
2013-01-16,2767.45
2013-01-17,2797.95
2013-01-18,2788.05
2013-01-21,2796.3
2013-01-22,2783.55
2013-01-23,2789.6
2013-01-24,2798.2
2013-01-25,2814.65
2013-01-28,2810.65
2013-01-29,2799.0
2013-01-30,2790.65
2013-01-31,2789.5
2013-02-01,2770.95
2013-02-04,2767.6
2013-02-05,2755.9
2013-02-06,2776.0
2013-02-07,2789.5
2013-02-08,2789.45
2013-02-11,2792.05
2013-02-12,2755.25
2013-02-13,2789.55
2013-02-14,2812.75
2013-02-15,2788.6
2013-02-18,2780.1
2013-02-19,2820.45
2013-02-20,2819.45
2013-02-21,2807.8
2013-02-22,2840.55
2013-02-25,2917.8
2013-02-26,2959.8
2013-02-27,2910.55
2013-02-28,2907.0
2013-03-01,2913.8
2013-03-04,2903.45
2013-03-05,2921.3
2013-03-06,2970.1
2013-03-07,3004.35
2013-03-08,2970.25
2013-03-11,2945.75
2013-03-12,2918.1
2013-03-13,2863.45
2013-03-14,2874.1
2013-03-15,2878.25
2013-03-18,2860.75
2013-03-19,2856.0
2013-03-20,2865.65
2013-03-21,2872.8
2013-03-22,2863.2
2013-03-25,2852.75
2013-03-26,2854.55
2013-03-28,2889.35
2013-04-01,2944.2
2013-04-02,2969.05
2013-04-03,2968.45
2013-04-04,2880.05
2013-04-05,2865.85
2013-04-08,2831.9
2013-04-09,2766.35
2013-04-10,2815.65
2013-04-11,2916.7
2013-04-12,2296.65
2013-04-15,2339.05
2013-04-16,2296.25
2013-04-17,2283.85
2013-04-18,2295.7
2013-04-22,2244.55
2013-04-23,2262.25
2013-04-25,2227.7
2013-04-26,2212.0
2013-04-29,2229.3
2013-04-30,2235.45
2013-05-02,2286.7
2013-05-03,2307.95
2013-05-06,2341.1
2013-05-07,2348.8
2013-05-08,2350.65
2013-05-09,2361.4
2013-05-10,2371.55
2013-05-11,2361.95
2013-05-13,2339.6
2013-05-14,2350.05
2013-05-15,2360.45
2013-05-16,2332.6
2013-05-17,2351.75
2013-05-20,2372.05
2013-05-21,2397.6
2013-05-22,2385.3
2013-05-23,2359.85
2013-05-24,2347.9
2013-05-27,2372.7
2013-05-28,2366.2
2013-05-29,2352.4
2013-05-30,2341.45
2013-05-31,2411.7
2013-06-03,2514.1
2013-06-04,2495.9
2013-06-05,2461.25
2013-06-06,2429.65
2013-06-07,2446.8
2013-06-10,2486.75
2013-06-11,2475.5
2013-06-12,2421.35
2013-06-13,2379.9
2013-06-14,2394.95
2013-06-17,2422.6
2013-06-18,2446.55
2013-06-19,2438.35
2013-06-20,2369.1
2013-06-21,2418.75
2013-06-24,2380.4
2013-06-25,2373.9
2013-06-26,2399.4
2013-06-27,2482.8
2013-06-28,2498.85
2013-07-01,2451.0
2013-07-02,2403.95
2013-07-03,2404.5
2013-07-04,2468.0
2013-07-05,2456.2
2013-07-08,2468.15
2013-07-09,2498.2
2013-07-10,2501.15
2013-07-11,2528.35
2013-07-12,2804.2
2013-07-15,2742.7
2013-07-16,2728.8
2013-07-17,2750.85
2013-07-18,2800.75
2013-07-19,2847.45
2013-07-22,2876.75
2013-07-23,2901.95
2013-07-24,2908.6
2013-07-25,2915.3
2013-07-26,2913.3
2013-07-29,2921.2
2013-07-30,2955.7
2013-07-31,2969.65
2013-08-01,2974.65
2013-08-02,3008.8
2013-08-05,3009.05
2013-08-06,2987.35
2013-08-07,2963.35
2013-08-08,2964.55
2013-08-12,3005.4
2013-08-13,3083.6
2013-08-14,3069.65
2013-08-16,2978.4
2013-08-19,3005.0
2013-08-20,3006.65
2013-08-21,2958.75
2013-08-22,3020.2
