Date,ADANIPORTS
2013-01-01,137.8
2013-01-02,138.45
2013-01-03,138.3
2013-01-04,137.5
2013-01-07,140.05
2013-01-08,137.45
2013-01-09,135.15
2013-01-10,135.8
2013-01-11,131.7
2013-01-14,136.3
2013-01-15,136.9
2013-01-16,135.6
2013-01-17,134.6
2013-01-18,132.25
2013-01-21,135.75
2013-01-22,135.45
2013-01-23,133.65
2013-01-24,129.95
2013-01-25,130.3
2013-01-28,136.75
2013-01-29,145.8
2013-01-30,142.65
2013-01-31,150.55
2013-02-01,149.95
2013-02-04,149.9
2013-02-05,150.25
2013-02-06,154.95
2013-02-07,155.85
2013-02-08,151.85
2013-02-11,153.5
2013-02-12,153.7
2013-02-13,154.9
2013-02-14,148.4
2013-02-15,149.95
2013-02-18,149.05
2013-02-19,152.55
2013-02-20,150.45
2013-02-21,145.6
2013-02-22,149.7
2013-02-25,148.1
2013-02-26,141.45
2013-02-27,143.3
2013-02-28,138.65
2013-03-01,140.1
2013-03-04,136.15
2013-03-05,145.95
2013-03-06,144.3
2013-03-07,145.9
2013-03-08,145.95
2013-03-11,142.0
2013-03-12,138.9
2013-03-13,135.4
2013-03-14,139.95
2013-03-15,138.8
2013-03-18,139.05
2013-03-19,136.0
2013-03-20,132.35
2013-03-21,127.3
2013-03-22,124.1
2013-03-25,128.05
2013-03-26,131.4
2013-03-28,138.7
2013-04-01,142.45
2013-04-02,147.15
2013-04-03,146.05
2013-04-04,140.75
2013-04-05,144.75
2013-04-08,144.05
2013-04-09,145.3
2013-04-10,151.3
2013-04-11,149.3
2013-04-12,148.5
2013-04-15,145.4
2013-04-16,146.2
2013-04-17,141.0
2013-04-18,145.25
2013-04-22,150.35
2013-04-23,147.3
2013-04-25,145.5
2013-04-26,144.85
2013-04-29,145.4
2013-04-30,145.0
2013-05-02,146.3
2013-05-03,155.55
2013-05-06,152.45
2013-05-07,150.35
2013-05-08,154.4
2013-05-09,151.55
2013-05-10,150.95
2013-05-11,151.1
2013-05-13,150.35
2013-05-14,149.95
2013-05-15,152.5
2013-05-16,162.0
2013-05-17,168.25
2013-05-20,167.6
2013-05-21,160.65
2013-05-22,154.65
2013-05-23,152.45
2013-05-24,156.65
2013-05-27,158.0
2013-05-28,157.85
2013-05-29,153.5
2013-05-30,154.65
2013-05-31,152.05
2013-06-03,153.55
2013-06-04,155.35
2013-06-05,154.55
2013-06-06,152.5
2013-06-07,152.05
2013-06-10,150.8
2013-06-11,148.3
2013-06-12,144.15
2013-06-13,143.3
2013-06-14,148.6
2013-06-17,150.0
2013-06-18,153.95
2013-06-19,150.35
2013-06-20,148.9
2013-06-21,151.45
2013-06-24,150.75
2013-06-25,145.0
2013-06-26,147.8
2013-06-27,149.75
2013-06-28,150.3
2013-07-01,151.55
2013-07-02,150.05
2013-07-03,149.15
2013-07-04,148.9
2013-07-05,148.4
2013-07-08,149.2
2013-07-09,149.3
2013-07-10,149.25
2013-07-11,150.0
2013-07-12,151.85
2013-07-15,149.3
2013-07-16,148.6
2013-07-17,146.7
2013-07-18,149.75
2013-07-19,146.7
2013-07-22,145.65
2013-07-23,146.8
2013-07-24,145.65
2013-07-25,147.35
2013-07-26,143.6
2013-07-29,139.45
2013-07-30,135.7
2013-07-31,125.25
2013-08-01,140.95
2013-08-02,125.25
2013-08-05,123.25
2013-08-06,130.05
2013-08-07,134.2
2013-08-08,142.2
2013-08-12,144.35
2013-08-13,144.35
2013-08-14,145.45
2013-08-16,141.95
2013-08-19,131.25
2013-08-20,127.7
2013-08-21,126.7
2013-08-22,122.3
2013-08-23,123.35
2013-08-26,123.8
2013-08-27,123.5
2013-08-28,122.8
2013-08-29,127.75
2013-08-30,125.95
2013-09-02,130.4
2013-09-03,121.95
2013-09-04,123.7
2013-09-05,122.55
2013-09-06,126.85
2013-09-10,129.4
2013-09-11,128.2
2013-09-12,129.15
2013-09-13,136.2
2013-09-16,136.25
2013-09-17,132.3
2013-09-18,133.05
2013-09-19,137.95
2013-09-20,139.7
2013-09-23,139.6
2013-09-24,138.9
2013-09-25,140.7
2013-09-26,141.05
2013-09-27,140.6
2013-09-30,138.05
2013-10-01,138.7
2013-10-03,140.85
2013-10-04,142.9
2013-10-07,144.7
2013-10-08,144.5
2013-10-09,145.8
2013-10-10,145.8
2013-10-11,150.4
2013-10-14,150.95
2013-10-15,151.3
2013-10-17,150.15
2013-10-18,152.75
2013-10-21,156.9
2013-10-22,159.8
2013-10-23,159.0
2013-10-24,154.9
2013-10-25,144.4
2013-10-28,145.1
2013-10-29,145.1
2013-10-30,146.45
2013-10-31,145.5
2013-11-01,144.85
2013-11-03,144.55
2013-11-05,151.85
2013-11-06,150.9
2013-11-07,148.3
2013-11-08,148.4
2013-11-11,149.9
2013-11-12,146.2
2013-11-13,145.25
2013-11-14,152.8
2013-11-18,154.8
2013-11-19,154.6
2013-11-20,156.3
2013-11-21,152.05
2013-11-22,152.7
2013-11-25,161.25
2013-11-26,158.05
2013-11-27,151.7
2013-11-28,157.05
2013-11-29,157.95
2013-12-02,159.7
2013-12-03,158.1
2013-12-04,154.45
2013-12-05,160.4
2013-12-06,163.3
2013-12-09,164.85
2013-12-10,159.95
2013-12-11,156.95
2013-12-12,154.2
2013-12-13,152.0
2013-12-16,156.35
2013-12-17,157.55
2013-12-18,158.3
2013-12-19,167.2
2013-12-20,163.2
2013-12-23,161.95
2013-12-24,159.3
2013-12-26,159.95
2013-12-27,160.0
2013-12-30,157.05
2013-12-31,155.4
