Date,BLUEDART
2013-01-01,2037.4
2013-01-02,2038.7
2013-01-03,2076.1
2013-01-04,2061.8
2013-01-07,2038.5
2013-01-08,2039.6
2013-01-09,2036.7
2013-01-10,2022.1
2013-01-11,2027.3
2013-01-14,2017.6
2013-01-15,1996.55
2013-01-16,2000.35
2013-01-17,2031.75
2013-01-18,2001.65
2013-01-21,1979.9
2013-01-22,1974.8
2013-01-23,1983.5
2013-01-24,1945.0
2013-01-25,1969.35
2013-01-28,1970.2
2013-01-29,1988.15
2013-01-30,2021.65
2013-01-31,2011.3
2013-02-01,1997.85
2013-02-04,1979.4
2013-02-05,1985.05
2013-02-06,1997.0
2013-02-07,2010.05
2013-02-08,2021.1
2013-02-11,2021.15
2013-02-12,2043.2
2013-02-13,2080.45
2013-02-14,2129.9
2013-02-15,2124.95
2013-02-18,2127.35
2013-02-19,2204.0
2013-02-20,2214.65
2013-02-21,2240.3
2013-02-22,2271.25
2013-02-25,2265.55
2013-02-26,2249.25
2013-02-27,2270.1
2013-02-28,2288.85
2013-03-01,2303.05
2013-03-04,2307.7
2013-03-05,2291.95
2013-03-06,2401.6
2013-03-07,2419.75
2013-03-08,2439.6
2013-03-11,2485.7
2013-03-12,2483.4
2013-03-13,2394.4
2013-03-14,2411.1
2013-03-15,2479.95
2013-03-18,2503.25
2013-03-19,2502.25
2013-03-20,2441.85
2013-03-21,2350.5
2013-03-22,2298.65
2013-03-25,2287.05
2013-03-26,2368.6
2013-03-28,2358.45
2013-04-01,2434.95
2013-04-02,2401.05
2013-04-03,2405.65
2013-04-04,2373.5
2013-04-05,2389.25
2013-04-08,2322.5
2013-04-09,2278.4
2013-04-10,2250.0
2013-04-11,2203.55
2013-04-12,2250.15
2013-04-15,2241.75
2013-04-16,2268.6
2013-04-17,2247.35
2013-04-18,2284.35
2013-04-22,2375.25
2013-04-23,2361.25
2013-04-25,2376.6
2013-04-26,2493.8
2013-04-29,2504.2
2013-04-30,2530.65
2013-05-02,2475.6
2013-05-03,2520.25
2013-05-06,2538.8
2013-05-07,2571.35
2013-05-08,2503.05
2013-05-09,2494.05
2013-05-10,2483.35
2013-05-11,2536.7
2013-05-13,2458.7
2013-05-14,2550.85
2013-05-15,2622.5
2013-05-16,2630.9
2013-05-17,2618.75
2013-05-20,2593.35
2013-05-21,2602.65
2013-05-22,2582.8
2013-05-23,2540.3
2013-05-24,2564.0
2013-05-27,2587.4
2013-05-28,2626.85
2013-05-29,2641.15
2013-05-30,2715.05
2013-05-31,2745.2
2013-06-03,2653.05
2013-06-04,2652.4
2013-06-05,2646.9
2013-06-06,2627.7
2013-06-07,2620.25
2013-06-10,2606.7
2013-06-11,2641.95
2013-06-12,2628.0
2013-06-13,2627.1
2013-06-14,2617.45
2013-06-17,2654.9
2013-06-18,2631.0
2013-06-19,2656.8
2013-06-20,2609.45
2013-06-21,2601.1
2013-06-24,2611.5
2013-06-25,2547.95
2013-06-26,2499.45
