Date,PRAJIND
2013-01-01,48.9
2013-01-02,50.05
2013-01-03,50.05
2013-01-04,49.25
2013-01-07,49.5
2013-01-08,51.85
2013-01-09,50.1
2013-01-10,49.8
2013-01-11,49.15
2013-01-14,49.6
2013-01-15,49.1
2013-01-16,48.25
2013-01-17,47.9
2013-01-18,47.7
2013-01-21,49.0
2013-01-22,48.1
2013-01-23,46.95
2013-01-24,46.85
2013-01-25,46.95
2013-01-28,47.05
2013-01-29,46.55
2013-01-30,46.25
2013-01-31,46.05
2013-02-01,45.9
2013-02-04,45.05
2013-02-05,44.2
2013-02-06,44.2
2013-02-07,44.1
2013-02-08,43.5
2013-02-11,44.0
2013-02-12,43.15
2013-02-13,43.45
2013-02-14,42.55
2013-02-15,42.15
2013-02-18,43.7
2013-02-19,44.2
2013-02-20,43.9
2013-02-21,43.3
2013-02-22,43.15
2013-02-25,42.15
2013-02-26,41.1
2013-02-27,40.7
2013-02-28,39.9
2013-03-01,39.15
2013-03-04,36.35
2013-03-05,35.05
2013-03-06,36.8
2013-03-07,39.45
2013-03-08,40.4
2013-03-11,40.05
2013-03-12,39.65
2013-03-13,38.8
2013-03-14,39.4
2013-03-15,37.0
2013-03-18,37.1
2013-03-19,36.2
2013-03-20,35.45
2013-03-21,35.25
2013-03-22,35.25
2013-03-25,35.65
2013-03-26,35.7
2013-03-28,36.55
2013-04-01,37.55
2013-04-02,38.6
2013-04-03,39.3
2013-04-04,39.45
2013-04-05,38.15
2013-04-08,38.35
2013-04-09,37.9
2013-04-10,38.05
2013-04-11,37.75
2013-04-12,38.85
2013-04-15,37.0
2013-04-16,36.95
2013-04-17,36.6
2013-04-18,36.6
2013-04-22,37.55
2013-04-23,37.0
2013-04-25,37.0
2013-04-26,36.85
2013-04-29,36.45
2013-04-30,36.4
2013-05-02,36.55
2013-05-03,35.55
2013-05-06,36.1
2013-05-07,36.75
2013-05-08,37.4
2013-05-09,38.5
2013-05-10,38.9
2013-05-11,40.15
2013-05-13,37.7
2013-05-14,38.05
2013-05-15,38.2
2013-05-16,37.9
2013-05-17,37.45
2013-05-20,37.6
2013-05-21,37.35
2013-05-22,38.2
2013-05-23,37.25
2013-05-24,38.05
2013-05-27,40.05
2013-05-28,40.45
2013-05-29,39.75
2013-05-30,38.7
2013-05-31,38.0
2013-06-03,38.4
2013-06-04,38.4
2013-06-05,39.35
2013-06-06,38.8
2013-06-07,38.4
2013-06-10,38.15
2013-06-11,36.85
2013-06-12,36.95
2013-06-13,36.75
2013-06-14,37.4
2013-06-17,37.4
2013-06-18,37.6
2013-06-19,38.7
2013-06-20,38.35
2013-06-21,39.1
2013-06-24,38.5
2013-06-25,38.2
2013-06-26,37.4
2013-06-27,37.7
2013-06-28,38.6
2013-07-01,39.25
2013-07-02,39.75
2013-07-03,38.35
2013-07-04,37.85
2013-07-05,37.8
2013-07-08,37.75
2013-07-09,38.75
2013-07-10,40.9
2013-07-11,41.6
2013-07-12,40.85
2013-07-15,41.45
2013-07-16,39.25
2013-07-17,38.1
2013-07-18,38.45
2013-07-19,37.9
2013-07-22,38.9
2013-07-23,38.35
2013-07-24,37.4
2013-07-25,36.85
2013-07-26,34.6
2013-07-29,33.85
2013-07-30,33.1
2013-07-31,33.4
2013-08-01,32.65
2013-08-02,31.35
2013-08-05,33.25
2013-08-06,33.3
2013-08-07,33.25
2013-08-08,33.75
2013-08-12,32.8
2013-08-13,33.2
2013-08-14,33.45
2013-08-16,33.0
2013-08-19,34.1
2013-08-20,34.15
2013-08-21,35.1
2013-08-22,35.2
2013-08-23,35.4
2013-08-26,36.1
2013-08-27,34.25
2013-08-28,35.05
2013-08-29,34.95
2013-08-30,33.6
2013-09-02,36.35
2013-09-03,33.85
2013-09-04,35.0
2013-09-05,36.25
2013-09-06,34.7
2013-09-10,36.5
2013-09-11,38.3
2013-09-12,37.5
2013-09-13,38.35
2013-09-16,38.75
2013-09-17,38.25
2013-09-18,38.15
2013-09-19,38.35
2013-09-20,37.15
2013-09-23,36.5
2013-09-24,36.2
2013-09-25,36.5
2013-09-26,36.05
2013-09-27,36.3
2013-09-30,35.9
2013-10-01,35.75
2013-10-03,38.5
2013-10-04,39.8
2013-10-07,39.75
2013-10-08,39.3
2013-10-09,39.3
2013-10-10,38.75
2013-10-11,38.1
2013-10-14,38.8
2013-10-15,39.0
2013-10-17,38.7
2013-10-18,38.6
2013-10-21,39.3
2013-10-22,40.15
2013-10-23,41.45
2013-10-24,39.9
2013-10-25,40.0
2013-10-28,38.1
2013-10-29,38.35
2013-10-30,37.85
2013-10-31,38.5
2013-11-01,38.4
2013-11-03,39.75
2013-11-05,39.35
2013-11-06,40.5
2013-11-07,39.55
2013-11-08,39.85
2013-11-11,39.35
2013-11-12,39.4
2013-11-13,38.05
2013-11-14,39.25
2013-11-18,40.0
2013-11-19,40.05
2013-11-20,40.5
2013-11-21,41.45
2013-11-22,43.05
2013-11-25,43.0
2013-11-26,41.05
2013-11-27,40.1
2013-11-28,41.5
2013-11-29,40.95
2013-12-02,42.15
2013-12-03,44.5
2013-12-04,43.25
2013-12-05,44.15
2013-12-06,46.55
2013-12-09,45.15
2013-12-10,43.7
2013-12-11,44.3
2013-12-12,43.8
2013-12-13,43.0
2013-12-16,42.5
2013-12-17,42.45
2013-12-18,45.0
2013-12-19,45.25
2013-12-20,44.25
2013-12-23,46.25
2013-12-24,45.65
2013-12-26,46.3
2013-12-27,45.35
2013-12-30,45.25
2013-12-31,45.25
