Date,HAVELLS
2013-01-01,638.8
2013-01-02,649.05
2013-01-03,644.35
2013-01-04,636.75
2013-01-07,645.9
2013-01-08,649.25
2013-01-09,680.55
2013-01-10,679.65
2013-01-11,673.2
2013-01-14,671.85
2013-01-15,689.85
2013-01-16,684.6
2013-01-17,667.9
2013-01-18,661.5
2013-01-21,663.4
2013-01-22,664.65
2013-01-23,657.2
2013-01-24,648.3
2013-01-25,659.75
2013-01-28,655.1
2013-01-29,645.95
2013-01-30,654.5
2013-01-31,658.3
2013-02-01,654.1
2013-02-04,667.85
2013-02-05,656.6
2013-02-06,652.0
2013-02-07,667.15
2013-02-08,670.2
2013-02-11,685.45
2013-02-12,685.05
2013-02-13,683.9
2013-02-14,695.55
2013-02-15,697.45
2013-02-18,683.95
2013-02-19,675.05
2013-02-20,683.95
2013-02-21,657.55
2013-02-22,657.8
2013-02-25,648.45
2013-02-26,639.65
2013-02-27,644.55
2013-02-28,637.9
2013-03-01,623.7
2013-03-04,616.2
2013-03-05,618.45
2013-03-06,624.7
2013-03-07,629.4
2013-03-08,631.15
2013-03-11,632.55
2013-03-12,629.7
2013-03-13,626.6
2013-03-14,630.1
2013-03-15,637.5
2013-03-18,636.95
2013-03-19,626.9
2013-03-20,611.3
2013-03-21,606.3
2013-03-22,595.2
2013-03-25,600.3
2013-03-26,610.7
2013-03-28,643.8
2013-04-01,629.95
2013-04-02,628.55
2013-04-03,616.65
2013-04-04,602.05
2013-04-05,603.35
2013-04-08,610.25
2013-04-09,619.15
2013-04-10,623.5
2013-04-11,640.65
2013-04-12,636.75
2013-04-15,627.15
2013-04-16,628.3
2013-04-17,631.7
2013-04-18,632.25
2013-04-22,647.8
2013-04-23,645.1
2013-04-25,650.3
2013-04-26,640.55
2013-04-29,657.85
2013-04-30,658.45
2013-05-02,680.3
2013-05-03,677.95
2013-05-06,682.0
2013-05-07,674.65
2013-05-08,678.2
2013-05-09,681.3
2013-05-10,676.95
2013-05-11,678.25
2013-05-13,662.7
2013-05-14,658.9
2013-05-15,681.6
2013-05-16,688.35
2013-05-17,689.1
2013-05-20,681.0
2013-05-21,675.2
2013-05-22,685.3
2013-05-23,677.5
2013-05-24,676.5
2013-05-27,697.55
2013-05-28,720.35
2013-05-29,708.15
2013-05-30,725.0
2013-05-31,738.85
2013-06-03,739.4
2013-06-04,727.2
2013-06-05,724.8
2013-06-06,714.25
2013-06-07,721.75
2013-06-10,718.45
2013-06-11,713.75
2013-06-12,750.3
2013-06-13,744.05
2013-06-14,739.0
2013-06-17,739.85
2013-06-18,743.4
2013-06-19,759.7
2013-06-20,735.4
2013-06-21,727.4
2013-06-24,697.1
2013-06-25,674.7
2013-06-26,674.75
2013-06-27,712.35
2013-06-28,735.25
2013-07-01,745.9
2013-07-02,736.85
2013-07-03,725.65
2013-07-04,716.0
2013-07-05,713.75
2013-07-08,750.95
2013-07-09,783.8
2013-07-10,779.65
2013-07-11,778.45
2013-07-12,767.65
2013-07-15,786.45
2013-07-16,786.75
2013-07-17,797.9
2013-07-18,807.4
2013-07-19,780.8
2013-07-22,764.9
2013-07-23,769.35
2013-07-24,765.15
2013-07-25,766.65
2013-07-26,754.0
2013-07-29,755.05
2013-07-30,659.4
2013-07-31,608.45
2013-08-01,624.7
2013-08-02,619.6
2013-08-05,609.4
2013-08-06,604.7
2013-08-07,601.05
2013-08-08,607.55
2013-08-12,633.1
2013-08-13,639.35
2013-08-14,622.75
2013-08-16,604.4
2013-08-19,605.4
2013-08-20,617.7
2013-08-21,608.75
2013-08-22,615.8
2013-08-23,617.2
2013-08-26,619.7
2013-08-27,606.65
2013-08-28,592.4
2013-08-29,624.3
2013-08-30,602.4
2013-09-02,614.9
2013-09-03,599.4
2013-09-04,604.5
2013-09-05,603.45
2013-09-06,613.1
2013-09-10,618.65
2013-09-11,646.55
2013-09-12,622.8
2013-09-13,623.05
2013-09-16,626.05
2013-09-17,610.35
2013-09-18,612.65
2013-09-19,632.7
2013-09-20,629.55
2013-09-23,622.6
2013-09-24,625.25
2013-09-25,634.55
2013-09-26,621.85
2013-09-27,633.15
2013-09-30,635.85
2013-10-01,650.65
2013-10-03,670.0
2013-10-04,669.75
2013-10-07,678.2
2013-10-08,679.75
2013-10-09,681.25
2013-10-10,699.15
2013-10-11,711.2
2013-10-14,717.15
2013-10-15,688.55
2013-10-17,694.1
2013-10-18,703.3
2013-10-21,710.25
2013-10-22,702.0
2013-10-23,695.15
2013-10-24,699.1
2013-10-25,701.3
2013-10-28,692.4
2013-10-29,699.95
2013-10-30,750.85
2013-10-31,739.65
2013-11-01,756.1
2013-11-03,749.65
2013-11-05,745.5
2013-11-06,750.55
2013-11-07,741.4
2013-11-08,730.75
2013-11-11,727.15
2013-11-12,738.6
2013-11-13,740.1
2013-11-14,745.55
2013-11-18,759.15
2013-11-19,756.25
2013-11-20,751.2
2013-11-21,743.25
2013-11-22,745.95
2013-11-25,756.0
2013-11-26,748.45
2013-11-27,753.05
2013-11-28,748.3
2013-11-29,753.9
2013-12-02,750.9
2013-12-03,751.75
2013-12-04,750.1
2013-12-05,753.6
2013-12-06,754.15
2013-12-09,753.05
2013-12-10,750.65
2013-12-11,742.5
2013-12-12,735.2
2013-12-13,731.85
2013-12-16,738.1
2013-12-17,739.55
2013-12-18,751.4
2013-12-19,754.2
2013-12-20,764.25
2013-12-23,786.95
2013-12-24,780.7
2013-12-26,803.85
2013-12-27,802.85
2013-12-30,788.25
2013-12-31,790.9
