Date,VSTIND
2013-01-01,1928.2
2013-01-02,1939.65
2013-01-03,1880.15
2013-01-04,1888.85
2013-01-07,1881.2
2013-01-08,1882.85
2013-01-09,1878.75
2013-01-10,1887.85
2013-01-11,1901.25
2013-01-14,1893.35
2013-01-15,1842.55
2013-01-16,1841.75
2013-01-17,1837.9
2013-01-18,1840.0
2013-01-21,1826.8
2013-01-22,1811.1
2013-01-23,1837.5
2013-01-24,1819.05
2013-01-25,1815.4
2013-01-28,1812.05
2013-01-29,1779.15
2013-01-30,1738.85
2013-01-31,1786.15
2013-02-01,1724.45
2013-02-04,1728.8
2013-02-05,1701.1
2013-02-06,1708.45
2013-02-07,1754.5
2013-02-08,1730.3
2013-02-11,1799.5
2013-02-12,1799.75
2013-02-13,1795.8
2013-02-14,1789.75
2013-02-15,1802.5
2013-02-18,1790.6
2013-02-19,1783.7
2013-02-20,1739.35
2013-02-21,1709.8
2013-02-22,1687.65
2013-02-25,1657.75
2013-02-26,1629.9
2013-02-27,1603.55
2013-02-28,1600.2
2013-03-01,1573.6
2013-03-04,1509.55
2013-03-05,1506.65
2013-03-06,1504.15
2013-03-07,1607.4
2013-03-08,1623.1
2013-03-11,1600.5
2013-03-12,1597.5
2013-03-13,1569.1
2013-03-14,1568.0
2013-03-15,1560.85
2013-03-18,1564.45
2013-03-19,1551.65
2013-03-20,1552.95
2013-03-21,1510.6
2013-03-22,1517.3
2013-03-25,1539.65
2013-03-26,1528.45
2013-03-28,1515.95
2013-04-01,1537.35
2013-04-02,1548.45
2013-04-03,1547.35
2013-04-04,1526.45
2013-04-05,1526.35
2013-04-08,1515.75
2013-04-09,1519.45
2013-04-10,1518.1
2013-04-11,1508.2
2013-04-12,1508.15
2013-04-15,1499.75
2013-04-16,1498.4
2013-04-17,1505.25
2013-04-18,1503.5
2013-04-22,1521.95
2013-04-23,1560.9
2013-04-25,1567.9
2013-04-26,1557.0
2013-04-29,1552.4
2013-04-30,1548.9
2013-05-02,1549.55
2013-05-03,1551.6
2013-05-06,1550.0
2013-05-07,1544.55
2013-05-08,1559.75
2013-05-09,1571.5
2013-05-10,1584.4
2013-05-11,1575.6
2013-05-13,1585.25
2013-05-14,1582.1
2013-05-15,1598.0
2013-05-16,1581.85
2013-05-17,1587.25
2013-05-20,1568.25
2013-05-21,1563.4
2013-05-22,1554.3
2013-05-23,1578.75
2013-05-24,1607.0
2013-05-27,1615.3
2013-05-28,1600.25
2013-05-29,1588.2
2013-05-30,1582.8
2013-05-31,1580.85
2013-06-03,1576.35
2013-06-04,1611.4
2013-06-05,1610.7
2013-06-06,1611.25
2013-06-07,1617.8
2013-06-10,1604.4
2013-06-11,1603.25
2013-06-12,1582.4
2013-06-13,1579.1
2013-06-14,1599.4
2013-06-17,1588.9
2013-06-18,1594.5
2013-06-19,1582.4
2013-06-20,1583.65
2013-06-21,1573.75
2013-06-24,1576.15
2013-06-25,1590.3
2013-06-26,1585.7
2013-06-27,1583.9
2013-06-28,1595.4
2013-07-01,1590.15
2013-07-02,1599.9
2013-07-03,1602.85
2013-07-04,1600.05
2013-07-05,1600.2
2013-07-08,1598.0
2013-07-09,1531.95
2013-07-10,1525.9
2013-07-11,1565.8
2013-07-12,1567.9
2013-07-15,1552.6
2013-07-16,1564.35
2013-07-17,1600.25
2013-07-18,1616.8
2013-07-19,1624.35
2013-07-22,1622.4
2013-07-23,1620.45
2013-07-24,1625.6
2013-07-25,1627.6
2013-07-26,1620.0
2013-07-29,1621.1
2013-07-30,1627.65
2013-07-31,1590.55
2013-08-01,1586.7
2013-08-02,1563.55
2013-08-05,1548.4
2013-08-06,1533.9
2013-08-07,1506.15
2013-08-08,1506.9
2013-08-12,1505.55
2013-08-13,1503.1
2013-08-14,1496.9
2013-08-16,1490.6
2013-08-19,1459.7
2013-08-20,1477.85
2013-08-21,1517.0
2013-08-22,1528.25
2013-08-23,1541.15
2013-08-26,1510.25
2013-08-27,1491.2
2013-08-28,1496.65
2013-08-29,1471.6
2013-08-30,1475.0
2013-09-02,1455.95
2013-09-03,1448.05
2013-09-04,1450.05
2013-09-05,1471.1
2013-09-06,1476.4
2013-09-10,1470.7
2013-09-11,1475.05
2013-09-12,1476.4
2013-09-13,1454.85
2013-09-16,1438.4
2013-09-17,1468.6
2013-09-18,1482.7
2013-09-19,1510.35
2013-09-20,1521.55
2013-09-23,1514.55
2013-09-24,1530.05
2013-09-25,1507.4
2013-09-26,1502.85
2013-09-27,1495.35
2013-09-30,1501.4
2013-10-01,1519.5
2013-10-03,1521.15
2013-10-04,1510.7
2013-10-07,1509.7
2013-10-08,1524.35
2013-10-09,1529.65
2013-10-10,1528.45
2013-10-11,1540.3
2013-10-14,1536.3
2013-10-15,1532.0
2013-10-17,1527.75
2013-10-18,1534.5
2013-10-21,1529.75
2013-10-22,1521.65
2013-10-23,1497.0
2013-10-24,1487.15
2013-10-25,1487.6
2013-10-28,1478.1
2013-10-29,1473.45
2013-10-30,1469.2
2013-10-31,1458.05
2013-11-01,1463.25
2013-11-03,1482.25
2013-11-05,1457.75
2013-11-06,1459.8
2013-11-07,1485.6
2013-11-08,1475.7
2013-11-11,1463.75
2013-11-12,1477.45
2013-11-13,1465.7
2013-11-14,1471.5
2013-11-18,1501.1
2013-11-19,1519.35
2013-11-20,1527.45
2013-11-21,1527.95
2013-11-22,1557.4
2013-11-25,1638.85
2013-11-26,1601.9
2013-11-27,1614.65
2013-11-28,1623.35
2013-11-29,1655.15
2013-12-02,1644.85
2013-12-03,1641.55
2013-12-04,1650.4
2013-12-05,1719.3
2013-12-06,1684.1
2013-12-09,1708.15
2013-12-10,1697.75
2013-12-11,1714.75
2013-12-12,1704.6
2013-12-13,1679.4
2013-12-16,1679.65
2013-12-17,1659.9
2013-12-18,1696.95
2013-12-19,1694.25
2013-12-20,1697.85
2013-12-23,1678.85
2013-12-24,1696.8
2013-12-26,1728.35
2013-12-27,1729.85
2013-12-30,1740.15
2013-12-31,1738.1
