Date,NAUKRI
2013-01-01,343.15
2013-01-02,342.9
2013-01-03,339.95
2013-01-04,336.7
2013-01-07,341.6
2013-01-08,342.9
2013-01-09,338.4
2013-01-10,335.0
2013-01-11,340.0
2013-01-14,338.1
2013-01-15,340.4
2013-01-16,337.1
2013-01-17,342.0
2013-01-18,338.95
2013-01-21,334.9
2013-01-22,329.9
2013-01-23,346.55
2013-01-24,341.6
2013-01-25,342.05
2013-01-28,344.3
2013-01-29,345.15
2013-01-30,346.05
2013-01-31,345.1
2013-02-01,346.7
2013-02-04,348.2
2013-02-05,354.75
2013-02-06,351.6
2013-02-07,349.9
2013-02-08,349.3
2013-02-11,350.0
2013-02-12,350.0
2013-02-13,350.65
2013-02-14,350.0
2013-02-15,351.55
2013-02-18,350.75
2013-02-19,350.4
2013-02-20,350.05
2013-02-21,349.8
2013-02-22,351.8
2013-02-25,349.75
2013-02-26,345.9
2013-02-27,350.05
2013-02-28,348.35
2013-03-01,353.55
2013-03-04,351.4
2013-03-05,350.05
2013-03-06,351.25
2013-03-07,350.25
2013-03-08,351.65
2013-03-11,350.0
2013-03-12,354.95
2013-03-13,355.4
2013-03-14,355.0
2013-03-15,351.1
2013-03-18,352.2
2013-03-19,354.45
2013-03-20,353.2
2013-03-21,352.65
2013-03-22,353.25
2013-03-25,359.8
2013-03-26,359.5
2013-03-28,359.4
2013-04-01,355.8
2013-04-02,375.85
2013-04-03,362.75
2013-04-04,361.8
2013-04-05,352.05
2013-04-08,351.8
2013-04-09,353.4
2013-04-10,353.5
2013-04-11,355.8
2013-04-12,356.75
2013-04-15,352.6
2013-04-16,353.2
2013-04-17,353.85
2013-04-18,352.85
2013-04-22,355.3
2013-04-23,353.3
2013-04-25,352.0
2013-04-26,352.8
2013-04-29,352.05
2013-04-30,352.65
2013-05-02,352.05
2013-05-03,357.0
2013-05-06,355.0
2013-05-07,362.4
2013-05-08,365.7
2013-05-09,365.15
2013-05-10,363.75
2013-05-11,357.85
2013-05-13,360.05
2013-05-14,359.95
2013-05-15,363.9
2013-05-16,377.0
2013-05-17,379.4
2013-05-20,380.9
2013-05-21,380.25
2013-05-22,381.55
2013-05-23,384.75
2013-05-24,360.55
2013-05-27,357.4
2013-05-28,355.0
2013-05-29,344.95
2013-05-30,351.1
2013-05-31,338.4
2013-06-03,339.95
2013-06-04,339.85
2013-06-05,339.8
2013-06-06,338.95
2013-06-07,337.85
2013-06-10,332.65
2013-06-11,324.0
2013-06-12,324.35
2013-06-13,310.95
2013-06-14,316.3
2013-06-17,312.05
2013-06-18,312.35
2013-06-19,310.0
2013-06-20,310.05
2013-06-21,315.35
2013-06-24,312.15
2013-06-25,310.05
2013-06-26,309.6
2013-06-27,300.0
2013-06-28,295.3
2013-07-01,299.0
2013-07-02,296.4
2013-07-03,292.0
2013-07-04,293.5
2013-07-05,299.7
2013-07-08,299.25
2013-07-09,298.9
2013-07-10,290.0
2013-07-11,289.95
2013-07-12,290.3
2013-07-15,294.95
2013-07-16,289.85
2013-07-17,290.05
2013-07-18,316.7
2013-07-19,317.75
2013-07-22,316.55
2013-07-23,325.15
2013-07-24,325.55
2013-07-25,320.25
2013-07-26,326.15
2013-07-29,323.35
2013-07-30,324.95
2013-07-31,315.1
2013-08-01,319.3
2013-08-02,327.45
2013-08-05,324.95
2013-08-06,321.0
2013-08-07,307.0
2013-08-08,310.25
2013-08-12,307.65
2013-08-13,315.0
2013-08-14,316.55
2013-08-16,315.15
2013-08-19,306.8
2013-08-20,303.75
2013-08-21,307.0
2013-08-22,301.9
2013-08-23,303.2
2013-08-26,298.1
2013-08-27,295.45
2013-08-28,297.75
2013-08-29,301.35
2013-08-30,298.75
2013-09-02,297.0
2013-09-03,294.65
2013-09-04,295.25
2013-09-05,304.85
2013-09-06,297.2
2013-09-10,303.0
2013-09-11,301.0
2013-09-12,309.25
2013-09-13,307.75
2013-09-16,310.65
2013-09-17,314.45
2013-09-18,312.05
2013-09-19,310.0
2013-09-20,316.0
2013-09-23,310.2
2013-09-24,315.85
2013-09-25,315.0
2013-09-26,315.2
2013-09-27,317.0
2013-09-30,317.3
2013-10-01,318.3
2013-10-03,318.0
2013-10-04,321.85
2013-10-07,348.3
2013-10-08,339.35
2013-10-09,335.3
2013-10-10,339.45
2013-10-11,335.85
2013-10-14,335.1
2013-10-15,343.85
2013-10-17,347.6
2013-10-18,348.65
2013-10-21,346.95
2013-10-22,350.05
2013-10-23,354.15
2013-10-24,379.1
2013-10-25,401.8
2013-10-28,394.45
2013-10-29,395.3
2013-10-30,380.45
2013-10-31,386.85
2013-11-01,376.5
2013-11-03,388.3
2013-11-05,378.65
2013-11-06,379.95
2013-11-07,421.15
2013-11-08,426.2
2013-11-11,410.45
2013-11-12,405.4
2013-11-13,406.2
2013-11-14,408.8
2013-11-18,413.6
2013-11-19,418.7
2013-11-20,435.35
2013-11-21,422.8
2013-11-22,447.55
2013-11-25,463.2
2013-11-26,462.95
2013-11-27,444.65
2013-11-28,445.9
2013-11-29,446.0
2013-12-02,441.15
2013-12-03,435.9
2013-12-04,448.85
2013-12-05,439.75
2013-12-06,441.55
2013-12-09,446.6
2013-12-10,451.1
2013-12-11,454.6
2013-12-12,453.0
2013-12-13,440.85
2013-12-16,438.15
2013-12-17,437.9
2013-12-18,445.05
2013-12-19,452.75
2013-12-20,474.25
2013-12-23,467.8
2013-12-24,457.35
2013-12-26,465.3
2013-12-27,466.7
2013-12-30,464.55
2013-12-31,461.95
