Date,MMFL
2013-01-01,102.95
2013-01-02,102.1
2013-01-03,102.35
2013-01-04,104.15
2013-01-07,105.4
2013-01-08,103.55
2013-01-09,102.8
2013-01-10,101.05
2013-01-11,101.0
2013-01-14,101.05
2013-01-15,101.0
2013-01-16,100.0
2013-01-17,100.35
2013-01-18,99.75
2013-01-21,99.0
2013-01-22,99.0
2013-01-23,97.0
2013-01-24,97.1
2013-01-25,97.0
2013-01-28,96.0
2013-01-29,96.65
2013-01-30,95.5
2013-01-31,95.5
2013-02-01,97.0
2013-02-04,100.5
2013-02-05,99.0
2013-02-06,96.0
2013-02-07,93.2
2013-02-08,93.25
2013-02-11,93.2
2013-02-12,93.0
2013-02-13,90.2
2013-02-14,83.55
2013-02-15,81.35
2013-02-18,85.1
2013-02-19,85.7
2013-02-20,85.25
2013-02-21,78.1
2013-02-22,78.7
2013-02-25,76.55
2013-02-26,75.05
2013-02-27,74.75
2013-02-28,74.25
2013-03-01,76.45
2013-03-04,72.65
2013-03-05,74.95
2013-03-06,78.25
2013-03-07,79.2
2013-03-08,80.75
2013-03-11,78.55
2013-03-12,77.2
2013-03-13,77.7
2013-03-14,75.95
2013-03-15,74.8
2013-03-18,76.85
2013-03-19,75.1
2013-03-20,71.6
2013-03-21,72.25
2013-03-22,72.3
2013-03-25,72.6
2013-03-26,72.0
2013-03-28,72.1
2013-04-01,72.7
2013-04-02,74.3
2013-04-03,73.2
2013-04-04,72.05
2013-04-05,71.0
2013-04-08,71.5
2013-04-09,70.65
2013-04-10,71.0
2013-04-11,70.3
2013-04-12,71.9
2013-04-15,72.4
2013-04-16,74.0
2013-04-17,70.2
2013-04-18,70.35
2013-04-22,70.75
2013-04-23,70.6
2013-04-25,71.0
2013-04-26,71.0
2013-04-29,71.0
2013-04-30,70.25
2013-05-02,66.75
2013-05-03,70.25
2013-05-06,67.95
2013-05-07,71.1
2013-05-08,71.35
2013-05-09,70.0
2013-05-10,71.2
2013-05-11,71.0
2013-05-13,72.45
2013-05-14,76.35
2013-05-15,85.05
2013-05-16,86.75
2013-05-17,83.8
2013-05-20,81.05
2013-05-21,81.5
2013-05-22,80.5
2013-05-23,79.5
2013-05-24,76.95
2013-05-27,77.2
2013-05-28,76.8
2013-05-29,79.2
2013-05-30,80.05
2013-05-31,77.15
2013-06-03,73.7
2013-06-04,71.75
2013-06-05,73.75
2013-06-06,72.5
2013-06-07,75.4
2013-06-10,74.55
2013-06-11,76.0
2013-06-12,75.0
2013-06-13,72.55
2013-06-14,74.9
2013-06-17,77.8
2013-06-18,75.7
2013-06-19,76.95
2013-06-20,75.25
2013-06-21,74.9
2013-06-24,70.8
2013-06-25,71.3
2013-06-26,70.0
2013-06-27,68.5
2013-06-28,71.65
2013-07-01,73.0
2013-07-02,70.6
2013-07-03,69.55
2013-07-04,69.45
2013-07-05,72.5
2013-07-08,72.0
2013-07-09,70.2
2013-07-10,70.2
2013-07-11,69.8
2013-07-12,70.55
2013-07-15,71.3
2013-07-16,71.35
2013-07-17,69.45
2013-07-18,68.0
2013-07-19,69.9
2013-07-22,69.85
2013-07-23,68.75
2013-07-24,68.35
2013-07-25,68.0
2013-07-26,66.1
2013-07-29,66.0
2013-07-30,67.0
2013-07-31,64.0
2013-08-01,62.1
2013-08-02,61.55
2013-08-05,62.8
2013-08-06,63.8
2013-08-07,64.3
2013-08-08,69.4
2013-08-12,70.5
2013-08-13,72.6
2013-08-14,71.25
2013-08-16,69.5
2013-08-19,70.2
2013-08-20,69.2
2013-08-21,68.35
2013-08-22,72.65
2013-08-23,71.9
2013-08-26,74.8
2013-08-27,73.1
2013-08-28,73.5
2013-08-29,73.35
2013-08-30,75.0
2013-09-02,84.05
2013-09-03,77.05
2013-09-04,76.2
2013-09-05,76.9
2013-09-06,77.4
2013-09-10,76.45
2013-09-11,76.9
2013-09-12,92.25
2013-09-13,84.0
2013-09-16,82.55
2013-09-17,80.35
2013-09-18,81.25
2013-09-19,81.1
2013-09-20,80.5
2013-09-23,85.05
2013-09-24,85.35
2013-09-25,83.3
2013-09-26,83.3
2013-09-27,85.35
2013-09-30,84.75
2013-10-01,84.5
2013-10-03,85.55
2013-10-04,80.85
2013-10-07,81.1
2013-10-08,82.5
2013-10-09,83.4
2013-10-10,84.3
2013-10-11,83.7
2013-10-14,83.85
2013-10-15,84.7
2013-10-17,84.4
2013-10-18,84.75
2013-10-21,96.7
2013-10-22,91.8
2013-10-23,88.95
2013-10-24,87.05
2013-10-25,85.75
2013-10-28,86.2
2013-10-29,85.9
2013-10-30,84.7
2013-10-31,85.3
2013-11-01,90.95
2013-11-03,94.4
2013-11-05,96.0
2013-11-06,96.35
2013-11-07,93.45
2013-11-08,87.05
2013-11-11,84.9
2013-11-12,83.55
2013-11-13,82.6
2013-11-14,83.85
2013-11-18,83.85
2013-11-19,86.35
2013-11-20,85.25
2013-11-21,83.15
2013-11-22,83.3
2013-11-25,86.15
2013-11-26,85.0
2013-11-27,83.45
2013-11-28,83.5
2013-11-29,84.95
2013-12-02,86.25
2013-12-03,91.55
2013-12-04,87.85
2013-12-05,88.45
2013-12-06,89.15
2013-12-09,88.65
2013-12-10,89.3
2013-12-11,87.95
2013-12-12,89.0
2013-12-13,87.85
2013-12-16,85.9
2013-12-17,87.1
2013-12-18,86.95
2013-12-19,85.6
2013-12-20,87.0
2013-12-23,86.85
2013-12-24,87.95
2013-12-26,88.85
2013-12-27,89.95
2013-12-30,92.0
2013-12-31,92.85
