Date,TATAINVEST
2013-01-01,467.6
2013-01-02,471.2
2013-01-03,477.35
2013-01-04,470.65
2013-01-07,468.45
2013-01-08,466.95
2013-01-09,463.85
2013-01-10,460.9
2013-01-11,460.65
2013-01-14,457.85
2013-01-15,460.15
2013-01-16,459.1
2013-01-17,458.1
2013-01-18,458.0
2013-01-21,468.2
2013-01-22,461.0
2013-01-23,456.4
2013-01-24,453.2
2013-01-25,455.1
2013-01-28,454.45
2013-01-29,451.85
2013-01-30,450.1
2013-01-31,451.25
2013-02-01,451.8
2013-02-04,452.0
2013-02-05,449.05
2013-02-06,450.35
2013-02-07,450.0
2013-02-08,449.95
2013-02-11,448.7
2013-02-12,442.75
2013-02-13,444.05
2013-02-14,437.4
2013-02-15,437.0
2013-02-18,439.7
2013-02-19,439.0
2013-02-20,438.75
2013-02-21,437.45
2013-02-22,437.9
2013-02-25,437.25
2013-02-26,435.1
2013-02-27,435.3
2013-02-28,434.8
2013-03-01,435.0
2013-03-04,435.05
2013-03-05,435.2
2013-03-06,436.55
2013-03-07,443.15
2013-03-08,439.65
2013-03-11,439.45
2013-03-12,435.75
2013-03-13,434.65
2013-03-14,435.85
2013-03-15,435.95
2013-03-18,433.95
2013-03-19,433.2
2013-03-20,429.55
2013-03-21,425.55
2013-03-22,425.05
2013-03-25,428.75
2013-03-26,430.2
2013-03-28,431.7
2013-04-01,435.05
2013-04-02,442.5
2013-04-03,440.7
2013-04-04,436.0
2013-04-05,436.0
2013-04-08,435.05
2013-04-09,431.75
2013-04-10,428.9
2013-04-11,431.95
2013-04-12,428.15
2013-04-15,426.65
2013-04-16,428.05
2013-04-17,427.9
2013-04-18,429.05
2013-04-22,431.25
2013-04-23,429.35
2013-04-25,429.35
2013-04-26,427.2
2013-04-29,427.95
2013-04-30,430.05
2013-05-02,432.1
2013-05-03,431.8
2013-05-06,431.15
2013-05-07,431.25
2013-05-08,431.3
2013-05-09,432.95
2013-05-10,432.45
2013-05-11,435.95
2013-05-13,430.65
2013-05-14,430.3
2013-05-15,430.45
2013-05-16,431.45
2013-05-17,431.6
2013-05-20,444.85
2013-05-21,435.05
2013-05-22,435.65
2013-05-23,429.6
2013-05-24,432.7
2013-05-27,430.95
2013-05-28,431.1
2013-05-29,431.8
2013-05-30,431.0
2013-05-31,432.8
2013-06-03,428.55
2013-06-04,432.45
2013-06-05,431.9
2013-06-06,433.75
2013-06-07,435.5
2013-06-10,432.85
2013-06-11,427.05
2013-06-12,426.75
2013-06-13,420.4
2013-06-14,429.65
2013-06-17,429.15
2013-06-18,430.1
2013-06-19,425.1
2013-06-20,417.1
2013-06-21,417.85
2013-06-24,413.5
2013-06-25,409.6
2013-06-26,411.95
2013-06-27,411.0
2013-06-28,415.95
2013-07-01,423.3
2013-07-02,421.85
2013-07-03,421.9
2013-07-04,425.55
2013-07-05,424.8
2013-07-08,426.2
2013-07-09,425.75
2013-07-10,428.15
2013-07-11,431.75
2013-07-12,435.15
2013-07-15,416.9
2013-07-16,410.75
2013-07-17,399.8
2013-07-18,403.15
2013-07-19,404.3
2013-07-22,403.35
2013-07-23,401.3
2013-07-24,396.05
2013-07-25,394.3
2013-07-26,388.5
2013-07-29,383.5
2013-07-30,375.5
2013-07-31,363.1
2013-08-01,368.1
2013-08-02,358.4
2013-08-05,354.55
2013-08-06,350.6
2013-08-07,357.4
2013-08-08,365.05
2013-08-12,368.75
2013-08-13,361.05
2013-08-14,354.2
2013-08-16,358.5
2013-08-19,353.25
2013-08-20,358.7
2013-08-21,355.05
2013-08-22,355.3
2013-08-23,360.2
2013-08-26,361.8
2013-08-27,358.15
2013-08-28,354.15
2013-08-29,355.6
2013-08-30,358.1
2013-09-02,351.95
2013-09-03,354.3
2013-09-04,355.55
2013-09-05,360.9
2013-09-06,374.5
2013-09-10,379.0
2013-09-11,376.05
2013-09-12,379.45
2013-09-13,381.95
2013-09-16,379.8
2013-09-17,378.0
2013-09-18,379.8
2013-09-19,384.6
2013-09-20,383.05
2013-09-23,377.4
2013-09-24,377.2
2013-09-25,377.05
2013-09-26,373.6
2013-09-27,374.55
2013-09-30,371.9
2013-10-01,372.15
2013-10-03,378.45
2013-10-04,381.9
2013-10-07,378.0
2013-10-08,376.85
2013-10-09,378.6
2013-10-10,385.5
2013-10-11,391.65
2013-10-14,388.75
2013-10-15,384.05
2013-10-17,382.1
2013-10-18,388.95
2013-10-21,388.75
2013-10-22,390.9
2013-10-23,392.8
2013-10-24,396.4
2013-10-25,402.4
2013-10-28,399.95
2013-10-29,401.9
2013-10-30,400.5
2013-10-31,402.85
2013-11-01,407.2
2013-11-03,412.1
2013-11-05,415.85
2013-11-06,407.8
2013-11-07,400.25
2013-11-08,406.5
2013-11-11,403.7
2013-11-12,403.45
2013-11-13,403.85
2013-11-14,406.4
2013-11-18,410.55
2013-11-19,407.4
2013-11-20,407.35
2013-11-21,403.3
2013-11-22,396.75
2013-11-25,400.6
2013-11-26,401.75
2013-11-27,400.9
2013-11-28,402.5
2013-11-29,403.1
2013-12-02,400.2
2013-12-03,401.35
2013-12-04,413.15
2013-12-05,407.8
2013-12-06,411.1
2013-12-09,411.95
2013-12-10,408.8
2013-12-11,404.35
2013-12-12,402.5
2013-12-13,400.2
2013-12-16,400.05
2013-12-17,400.3
2013-12-18,404.3
2013-12-19,402.6
2013-12-20,401.2
2013-12-23,402.85
2013-12-24,400.45
2013-12-26,403.5
2013-12-27,405.25
2013-12-30,406.3
2013-12-31,406.75
