Date,KANSAINER
2013-01-01,1114.4
2013-01-02,1114.5
2013-01-03,1113.7
2013-01-04,1106.15
2013-01-07,1109.95
2013-01-08,1113.7
2013-01-09,1118.6
2013-01-10,1111.05
2013-01-11,1103.8
2013-01-14,1109.5
2013-01-15,1122.65
2013-01-16,1100.8
2013-01-17,1084.35
2013-01-18,1059.55
2013-01-21,1090.3
2013-01-22,1083.8
2013-01-23,1072.15
2013-01-24,1052.5
2013-01-25,1038.55
2013-01-28,1040.9
2013-01-29,1081.25
2013-01-30,1075.1
2013-01-31,1085.1
2013-02-01,1106.15
2013-02-04,1120.0
2013-02-05,1144.85
2013-02-06,1148.15
2013-02-07,1148.0
2013-02-08,1148.2
2013-02-11,1149.05
2013-02-12,1148.1
2013-02-13,1143.5
2013-02-14,1135.45
2013-02-15,1137.35
2013-02-18,1145.25
2013-02-19,1137.6
2013-02-20,1147.05
2013-02-21,1150.0
2013-02-22,1150.25
2013-02-25,1148.0
2013-02-26,1160.0
2013-02-27,1159.45
2013-02-28,1160.25
2013-03-01,1184.2
2013-03-04,1179.85
2013-03-05,1162.8
2013-03-06,1160.55
2013-03-07,1160.0
2013-03-08,1163.65
2013-03-11,1170.55
2013-03-12,1148.6
2013-03-13,1150.0
2013-03-14,1130.45
2013-03-15,1124.1
2013-03-18,1153.3
2013-03-19,1169.7
2013-03-20,1176.05
2013-03-21,1185.15
2013-03-22,1222.05
2013-03-25,1205.6
2013-03-26,1230.35
2013-03-28,1234.6
2013-04-01,1222.2
2013-04-02,1240.1
2013-04-03,1223.9
2013-04-04,1200.0
2013-04-05,1191.3
2013-04-08,1166.0
2013-04-09,1165.3
2013-04-10,1180.0
2013-04-11,1180.05
2013-04-12,1175.35
2013-04-15,1180.2
2013-04-16,1180.05
2013-04-17,1180.8
2013-04-18,1179.95
2013-04-22,1196.5
2013-04-23,1190.0
2013-04-25,1190.0
2013-04-26,1190.05
2013-04-29,1190.1
2013-04-30,1193.7
2013-05-02,1200.4
2013-05-03,1211.4
2013-05-06,1223.5
2013-05-07,1204.45
2013-05-08,1231.55
2013-05-09,1198.95
2013-05-10,1214.5
2013-05-11,1222.95
2013-05-13,1207.8
2013-05-14,1220.15
2013-05-15,1236.9
2013-05-16,1223.3
2013-05-17,1210.45
2013-05-20,1206.8
2013-05-21,1195.0
2013-05-22,1200.1
2013-05-23,1175.95
2013-05-24,1175.15
2013-05-27,1179.35
2013-05-28,1170.7
2013-05-29,1190.0
2013-05-30,1194.8
2013-05-31,1185.05
2013-06-03,1202.45
2013-06-04,1240.7
2013-06-05,1292.0
2013-06-06,1261.35
2013-06-07,1250.45
2013-06-10,1230.3
2013-06-11,1174.55
2013-06-12,1177.65
2013-06-13,1155.1
2013-06-14,1155.95
2013-06-17,1171.4
2013-06-18,1173.45
2013-06-19,1174.35
2013-06-20,1171.4
2013-06-21,1172.75
2013-06-24,1166.05
2013-06-25,1173.9
2013-06-26,1173.7
2013-06-27,1174.4
2013-06-28,1174.95
2013-07-01,1174.6
2013-07-02,1176.85
2013-07-03,1123.0
2013-07-04,1148.45
2013-07-05,1137.25
2013-07-08,1144.9
2013-07-09,1164.65
2013-07-10,1166.45
2013-07-11,1156.5
2013-07-12,1168.9
2013-07-15,1176.35
2013-07-16,1170.85
2013-07-17,1174.45
2013-07-18,1175.7
2013-07-19,1165.95
2013-07-22,1172.95
2013-07-23,1172.95
2013-07-24,1177.5
2013-07-25,1170.5
2013-07-26,1169.8
2013-07-29,1171.55
2013-07-30,1172.35
2013-07-31,1177.85
2013-08-01,1159.0
2013-08-02,1159.75
2013-08-05,1110.05
2013-08-06,1071.4
2013-08-07,1064.75
2013-08-08,1051.25
2013-08-12,1051.2
2013-08-13,1054.85
2013-08-14,1072.5
2013-08-16,1081.05
2013-08-19,1072.0
2013-08-20,1070.95
2013-08-21,1075.35
2013-08-22,1063.6
2013-08-23,1063.7
2013-08-26,1066.7
2013-08-27,1079.15
2013-08-28,1080.05
2013-08-29,1079.8
2013-08-30,1082.15
2013-09-02,1057.25
2013-09-03,1041.55
2013-09-04,1037.85
2013-09-05,1069.2
2013-09-06,1064.7
2013-09-10,1099.85
2013-09-11,1100.0
2013-09-12,1097.4
2013-09-13,1100.55
2013-09-16,1082.6
2013-09-17,1076.7
2013-09-18,1086.9
2013-09-19,1081.55
2013-09-20,1108.85
2013-09-23,1112.65
2013-09-24,1123.25
2013-09-25,1133.1
2013-09-26,1107.9
2013-09-27,1221.45
2013-09-30,1237.55
2013-10-01,1216.55
2013-10-03,1175.65
2013-10-04,1179.3
2013-10-07,1173.1
2013-10-08,1153.5
2013-10-09,1149.95
2013-10-10,1159.0
2013-10-11,1163.95
2013-10-14,1161.25
2013-10-15,1147.5
2013-10-17,1156.45
2013-10-18,1153.8
2013-10-21,1159.6
2013-10-22,1163.15
2013-10-23,1153.55
2013-10-24,1150.1
2013-10-25,1150.25
2013-10-28,1150.1
2013-10-29,1170.1
2013-10-30,1163.9
2013-10-31,1152.2
2013-11-01,1189.75
2013-11-03,1175.15
2013-11-05,1162.75
2013-11-06,1155.4
2013-11-07,1147.95
2013-11-08,1135.25
2013-11-11,1134.25
2013-11-12,1133.3
2013-11-13,1132.3
2013-11-14,1128.4
2013-11-18,1127.45
2013-11-19,1120.3
2013-11-20,1116.3
2013-11-21,1089.7
2013-11-22,1079.25
2013-11-25,1077.25
2013-11-26,1042.85
2013-11-27,1048.65
2013-11-28,1053.55
2013-11-29,1052.0
2013-12-02,1046.8
2013-12-03,1060.95
