Date,VIJAYABANK
2013-01-01,64.5
2013-01-02,64.5
2013-01-03,64.6
2013-01-04,65.6
2013-01-07,65.65
2013-01-08,66.5
2013-01-09,65.65
2013-01-10,65.45
2013-01-11,63.55
2013-01-14,65.35
2013-01-15,65.1
2013-01-16,62.75
2013-01-17,63.15
2013-01-18,62.75
2013-01-21,62.75
2013-01-22,61.75
2013-01-23,60.05
2013-01-24,58.25
2013-01-25,60.2
2013-01-28,60.0
2013-01-29,59.55
2013-01-30,59.55
2013-01-31,59.25
2013-02-01,58.25
2013-02-04,56.3
2013-02-05,56.55
2013-02-06,56.35
2013-02-07,55.85
2013-02-08,54.7
2013-02-11,55.0
2013-02-12,55.35
2013-02-13,54.1
2013-02-14,53.1
2013-02-15,53.4
2013-02-18,54.75
2013-02-19,55.4
2013-02-20,55.25
2013-02-21,53.8
2013-02-22,53.85
2013-02-25,53.65
2013-02-26,52.1
2013-02-27,53.05
2013-02-28,49.5
2013-03-01,50.35
2013-03-04,49.1
2013-03-05,50.75
2013-03-06,51.6
2013-03-07,51.75
2013-03-08,52.35
2013-03-11,52.55
2013-03-12,52.3
2013-03-13,51.1
2013-03-14,52.25
2013-03-15,51.6
2013-03-18,51.6
2013-03-19,49.35
2013-03-20,48.05
2013-03-21,46.65
2013-03-22,47.25
2013-03-25,46.85
2013-03-26,46.8
2013-03-28,46.9
2013-04-01,48.35
2013-04-02,49.85
2013-04-03,48.95
2013-04-04,48.35
2013-04-05,48.65
2013-04-08,48.5
2013-04-09,47.85
2013-04-10,48.25
2013-04-11,47.85
2013-04-12,48.65
2013-04-15,49.5
2013-04-16,50.4
2013-04-17,50.0
2013-04-18,51.15
2013-04-22,52.6
2013-04-23,52.45
2013-04-25,51.85
2013-04-26,52.9
2013-04-29,53.1
2013-04-30,52.55
2013-05-02,53.15
2013-05-03,51.85
2013-05-06,52.25
2013-05-07,52.35
2013-05-08,52.6
2013-05-09,52.55
2013-05-10,52.9
2013-05-11,53.3
2013-05-13,51.85
2013-05-14,52.05
2013-05-15,54.4
2013-05-16,54.65
2013-05-17,54.35
2013-05-20,54.65
2013-05-21,53.75
2013-05-22,52.65
2013-05-23,51.25
2013-05-24,51.75
2013-05-27,51.9
2013-05-28,52.4
2013-05-29,51.6
2013-05-30,52.25
2013-05-31,51.15
2013-06-03,50.8
2013-06-04,50.6
2013-06-05,51.15
2013-06-06,52.15
2013-06-07,51.3
2013-06-10,50.65
2013-06-11,50.1
2013-06-12,51.05
2013-06-13,49.9
2013-06-14,50.65
2013-06-17,51.0
2013-06-18,51.35
2013-06-19,51.95
2013-06-20,50.3
2013-06-21,46.2
2013-06-24,44.3
2013-06-25,43.9
2013-06-26,43.45
2013-06-27,43.15
2013-06-28,44.95
2013-07-01,46.1
2013-07-02,44.95
2013-07-03,43.8
2013-07-04,44.45
2013-07-05,44.5
2013-07-08,44.85
2013-07-09,45.95
2013-07-10,45.9
2013-07-11,46.55
2013-07-12,46.15
2013-07-15,47.6
2013-07-16,45.05
2013-07-17,44.1
2013-07-18,46.2
2013-07-19,44.6
2013-07-22,44.65
2013-07-23,44.85
2013-07-24,43.05
2013-07-25,42.5
2013-07-26,41.9
2013-07-29,40.6
2013-07-30,39.9
2013-07-31,40.2
2013-08-01,38.7
2013-08-02,37.75
2013-08-05,37.7
2013-08-06,36.3
2013-08-07,37.15
2013-08-08,36.9
2013-08-12,37.35
2013-08-13,38.0
2013-08-14,38.35
2013-08-16,36.2
2013-08-19,35.3
2013-08-20,35.7
2013-08-21,34.85
2013-08-22,35.5
2013-08-23,36.15
2013-08-26,36.15
2013-08-27,34.55
2013-08-28,34.35
2013-08-29,34.95
2013-08-30,34.8
2013-09-02,35.5
2013-09-03,34.55
2013-09-04,35.05
2013-09-05,37.05
2013-09-06,36.6
2013-09-10,37.25
2013-09-11,39.05
2013-09-12,38.35
2013-09-13,38.85
2013-09-16,38.75
2013-09-17,38.45
2013-09-18,38.7
2013-09-19,41.1
2013-09-20,38.9
2013-09-23,37.6
2013-09-24,37.8
2013-09-25,37.9
2013-09-26,37.55
2013-09-27,37.15
2013-09-30,35.9
2013-10-01,36.3
2013-10-03,37.35
2013-10-04,37.45
2013-10-07,37.55
2013-10-08,37.75
2013-10-09,37.9
2013-10-10,38.25
2013-10-11,38.6
2013-10-14,39.25
2013-10-15,37.9
2013-10-17,38.1
2013-10-18,38.95
2013-10-21,40.6
2013-10-22,40.25
2013-10-23,40.3
2013-10-24,40.0
2013-10-25,39.2
2013-10-28,38.6
2013-10-29,39.45
2013-10-30,38.85
2013-10-31,41.3
2013-11-01,42.35
2013-11-03,43.45
2013-11-05,44.6
2013-11-06,43.45
2013-11-07,41.95
2013-11-08,42.45
2013-11-11,42.15
2013-11-12,41.4
2013-11-13,40.95
2013-11-14,41.6
2013-11-18,42.6
2013-11-19,42.3
2013-11-20,41.6
2013-11-21,40.3
2013-11-22,39.7
2013-11-25,40.1
2013-11-26,39.3
2013-11-27,38.7
2013-11-28,38.35
2013-11-29,39.4
2013-12-02,39.85
2013-12-03,39.4
2013-12-04,39.15
2013-12-05,39.65
2013-12-06,39.95
2013-12-09,40.3
2013-12-10,39.6
2013-12-11,39.55
2013-12-12,39.3
2013-12-13,38.75
2013-12-16,38.65
2013-12-17,38.35
2013-12-18,38.75
2013-12-19,38.25
2013-12-20,38.5
2013-12-23,38.8
2013-12-24,38.65
2013-12-26,38.75
2013-12-27,39.05
2013-12-30,39.1
2013-12-31,39.3
