Date,JSL
2013-01-01,70.85
2013-01-02,70.95
2013-01-03,70.8
2013-01-04,70.15
2013-01-07,72.8
2013-01-08,74.95
2013-01-09,72.45
2013-01-10,71.8
2013-01-11,70.7
2013-01-14,71.8
2013-01-15,70.95
2013-01-16,69.7
2013-01-17,70.75
2013-01-18,69.8
2013-01-21,72.5
2013-01-22,71.35
2013-01-23,70.2
2013-01-24,68.0
2013-01-25,67.95
2013-01-28,67.45
2013-01-29,66.1
2013-01-30,66.15
2013-01-31,63.45
2013-02-01,64.05
2013-02-04,64.6
2013-02-05,61.4
2013-02-06,58.7
2013-02-07,58.35
2013-02-08,57.5
2013-02-11,57.2
2013-02-12,56.85
2013-02-13,56.3
2013-02-14,55.65
2013-02-15,56.45
2013-02-18,59.05
2013-02-19,59.85
2013-02-20,60.2
2013-02-21,58.45
2013-02-22,58.35
2013-02-25,57.15
2013-02-26,56.15
2013-02-27,57.0
2013-02-28,55.1
2013-03-01,55.4
2013-03-04,54.0
2013-03-05,55.75
2013-03-06,56.8
2013-03-07,56.9
2013-03-08,56.4
2013-03-11,56.05
2013-03-12,55.25
2013-03-13,55.75
2013-03-14,55.0
2013-03-15,51.95
2013-03-18,51.5
2013-03-19,51.35
2013-03-20,49.2
2013-03-21,48.1
2013-03-22,46.3
2013-03-25,46.1
2013-03-26,45.55
2013-03-28,47.4
2013-04-01,53.05
2013-04-02,56.85
2013-04-03,58.85
2013-04-04,51.4
2013-04-05,48.45
2013-04-08,47.6
2013-04-09,46.9
2013-04-10,51.55
2013-04-11,55.6
2013-04-12,53.45
2013-04-15,56.35
2013-04-16,56.0
2013-04-17,54.25
2013-04-18,61.85
2013-04-22,63.0
2013-04-23,63.95
2013-04-25,62.9
2013-04-26,61.2
2013-04-29,59.95
2013-04-30,58.35
2013-05-02,59.25
2013-05-03,58.9
2013-05-06,58.75
2013-05-07,58.7
2013-05-08,57.8
2013-05-09,57.8
2013-05-10,57.85
2013-05-11,58.05
2013-05-13,55.9
2013-05-14,54.35
2013-05-15,54.8
2013-05-16,54.85
2013-05-17,54.45
2013-05-20,54.5
2013-05-21,53.65
2013-05-22,52.8
2013-05-23,51.05
2013-05-24,51.1
2013-05-27,52.45
2013-05-28,54.95
2013-05-29,55.8
2013-05-30,53.7
2013-05-31,54.2
2013-06-03,52.7
2013-06-04,53.3
2013-06-05,53.65
2013-06-06,52.85
2013-06-07,51.45
2013-06-10,50.0
2013-06-11,48.7
2013-06-12,49.0
2013-06-13,48.75
2013-06-14,48.1
2013-06-17,48.0
2013-06-18,48.6
2013-06-19,49.0
2013-06-20,47.3
2013-06-21,49.85
2013-06-24,47.55
2013-06-25,48.65
2013-06-26,48.55
2013-06-27,48.75
2013-06-28,48.9
2013-07-01,48.95
2013-07-02,48.05
2013-07-03,49.25
2013-07-04,48.65
2013-07-05,47.95
2013-07-08,47.55
2013-07-09,48.3
2013-07-10,47.95
2013-07-11,48.05
2013-07-12,48.0
2013-07-15,47.35
2013-07-16,47.15
2013-07-17,46.2
2013-07-18,46.9
2013-07-19,47.25
2013-07-22,47.8
2013-07-23,48.0
2013-07-24,47.05
2013-07-25,47.0
2013-07-26,46.35
2013-07-29,45.2
2013-07-30,46.0
2013-07-31,44.5
2013-08-01,44.0
2013-08-02,44.05
2013-08-05,43.7
2013-08-06,42.0
2013-08-07,41.85
2013-08-08,40.85
2013-08-12,42.25
2013-08-13,42.0
2013-08-14,41.85
2013-08-16,40.4
2013-08-19,40.3
2013-08-20,39.95
2013-08-21,38.45
2013-08-22,39.05
2013-08-23,40.8
2013-08-26,41.9
2013-08-27,39.45
2013-08-28,38.7
2013-08-29,38.3
2013-08-30,38.55
2013-09-02,39.1
2013-09-03,38.05
2013-09-04,38.55
2013-09-05,40.45
2013-09-06,41.15
2013-09-10,41.95
2013-09-11,41.25
2013-09-12,40.5
2013-09-13,41.0
2013-09-16,41.1
2013-09-17,40.7
2013-09-18,40.25
2013-09-19,40.65
2013-09-20,37.5
2013-09-23,37.4
2013-09-24,38.6
2013-09-25,38.8
2013-09-26,38.1
2013-09-27,38.8
2013-09-30,37.6
2013-10-01,37.45
2013-10-03,37.05
2013-10-04,36.85
2013-10-07,36.7
2013-10-08,36.7
2013-10-09,37.05
2013-10-10,38.45
2013-10-11,39.1
2013-10-14,39.45
2013-10-15,37.6
2013-10-17,36.55
2013-10-18,36.95
2013-10-21,37.55
2013-10-22,38.65
2013-10-23,38.2
2013-10-24,39.15
2013-10-25,38.15
2013-10-28,37.5
2013-10-29,37.55
2013-10-30,38.15
2013-10-31,38.15
2013-11-01,39.0
2013-11-03,39.4
2013-11-05,39.35
2013-11-06,39.6
2013-11-07,37.45
2013-11-08,37.5
2013-11-11,37.05
2013-11-12,36.05
2013-11-13,35.7
2013-11-14,36.7
2013-11-18,38.05
2013-11-19,37.5
2013-11-20,37.05
2013-11-21,36.2
2013-11-22,36.4
2013-11-25,36.35
2013-11-26,36.6
2013-11-27,36.6
2013-11-28,37.65
2013-11-29,37.5
2013-12-02,39.85
2013-12-03,41.4
2013-12-04,38.95
2013-12-05,41.5
2013-12-06,39.75
2013-12-09,39.35
2013-12-10,38.7
2013-12-11,38.75
2013-12-12,40.2
2013-12-13,39.1
2013-12-16,38.45
2013-12-17,36.7
2013-12-18,36.85
2013-12-19,36.65
2013-12-20,36.8
2013-12-23,37.75
2013-12-24,37.65
2013-12-26,37.85
2013-12-27,37.35
2013-12-30,37.4
2013-12-31,37.4
