Date,TIRUMALCHM
2013-01-01,117.75
2013-01-02,121.05
2013-01-03,121.25
2013-01-04,120.7
2013-01-07,123.1
2013-01-08,123.2
2013-01-09,123.65
2013-01-10,125.15
2013-01-11,123.15
2013-01-14,125.7
2013-01-15,130.4
2013-01-16,127.6
2013-01-17,127.05
2013-01-18,128.35
2013-01-21,135.5
2013-01-22,136.1
2013-01-23,134.05
2013-01-24,130.1
2013-01-25,129.35
2013-01-28,132.3
2013-01-29,118.8
2013-01-30,120.1
2013-01-31,124.85
2013-02-01,122.0
2013-02-04,122.85
2013-02-05,120.5
2013-02-06,121.75
2013-02-07,115.95
2013-02-08,112.9
2013-02-11,110.9
2013-02-12,108.55
2013-02-13,104.9
2013-02-14,103.1
2013-02-15,105.55
2013-02-18,107.25
2013-02-19,114.7
2013-02-20,113.65
2013-02-21,111.6
2013-02-22,111.8
2013-02-25,112.1
2013-02-26,103.9
2013-02-27,104.2
2013-02-28,99.45
2013-03-01,99.95
2013-03-04,98.45
2013-03-05,99.3
2013-03-06,100.35
2013-03-07,101.4
2013-03-08,100.7
2013-03-11,99.95
2013-03-12,106.95
2013-03-13,102.4
2013-03-14,104.3
2013-03-15,103.15
2013-03-18,104.3
2013-03-19,100.7
2013-03-20,99.55
2013-03-21,99.1
2013-03-22,94.55
2013-03-25,90.8
2013-03-26,91.05
2013-03-28,91.15
2013-04-01,95.5
2013-04-02,107.65
2013-04-03,106.95
2013-04-04,103.1
2013-04-05,102.15
2013-04-08,100.5
2013-04-09,99.0
2013-04-10,96.9
2013-04-11,98.4
2013-04-12,98.1
2013-04-15,99.15
2013-04-16,99.9
2013-04-17,99.05
2013-04-18,99.6
2013-04-22,102.0
2013-04-23,99.55
2013-04-25,93.65
2013-04-26,93.85
2013-04-29,95.5
2013-04-30,97.15
2013-05-02,97.3
2013-05-03,95.6
2013-05-06,95.35
2013-05-07,98.3
2013-05-08,97.1
2013-05-09,98.5
2013-05-10,97.1
2013-05-11,96.5
2013-05-13,95.55
2013-05-14,95.8
2013-05-15,96.55
2013-05-16,99.05
2013-05-17,98.65
2013-05-20,98.4
2013-05-21,96.85
2013-05-22,97.0
2013-05-23,94.7
2013-05-24,94.7
2013-05-27,93.75
2013-05-28,94.1
2013-05-29,95.6
2013-05-30,91.35
2013-05-31,85.35
2013-06-03,82.0
2013-06-04,82.7
2013-06-05,83.5
2013-06-06,82.4
2013-06-07,81.05
2013-06-10,81.1
2013-06-11,78.3
2013-06-12,77.6
2013-06-13,76.4
2013-06-14,80.2
2013-06-17,82.05
2013-06-18,82.45
2013-06-19,81.85
2013-06-20,82.45
2013-06-21,79.85
2013-06-24,78.15
2013-06-25,78.45
2013-06-26,78.1
2013-06-27,74.75
2013-06-28,76.45
2013-07-01,78.4
2013-07-02,79.3
2013-07-03,77.35
2013-07-04,77.75
2013-07-05,76.0
2013-07-08,75.55
2013-07-09,73.05
2013-07-10,72.95
2013-07-11,74.0
2013-07-12,72.75
2013-07-15,74.55
2013-07-16,75.05
2013-07-17,79.2
2013-07-18,84.5
2013-07-19,101.4
2013-07-22,97.95
2013-07-23,101.35
2013-07-24,96.75
2013-07-25,93.85
2013-07-26,86.85
2013-07-29,88.6
2013-07-30,81.7
2013-07-31,78.05
2013-08-01,75.1
2013-08-02,72.25
2013-08-05,74.95
2013-08-06,73.55
2013-08-07,77.8
2013-08-08,76.0
2013-08-12,78.5
2013-08-13,76.95
2013-08-14,73.1
2013-08-16,70.05
2013-08-19,69.55
2013-08-20,70.15
2013-08-21,71.95
2013-08-22,71.9
2013-08-23,69.75
2013-08-26,69.95
2013-08-27,70.9
2013-08-28,68.45
2013-08-29,69.0
2013-08-30,70.0
2013-09-02,70.2
2013-09-03,69.35
2013-09-04,69.95
2013-09-05,69.5
2013-09-06,69.5
2013-09-10,71.4
2013-09-11,70.85
2013-09-12,71.35
2013-09-13,73.55
2013-09-16,74.25
2013-09-17,75.05
2013-09-18,76.6
2013-09-19,77.2
2013-09-20,75.45
2013-09-23,80.35
2013-09-24,90.25
2013-09-25,93.25
2013-09-26,89.6
2013-09-27,85.25
2013-09-30,81.4
2013-10-01,81.95
2013-10-03,81.45
2013-10-04,82.45
2013-10-07,80.5
2013-10-08,82.05
2013-10-09,81.7
2013-10-10,82.35
2013-10-11,82.2
2013-10-14,98.05
2013-10-15,92.6
2013-10-17,89.15
2013-10-18,89.95
2013-10-21,89.0
2013-10-22,90.7
2013-10-23,88.25
2013-10-24,89.3
2013-10-25,88.95
2013-10-28,87.15
2013-10-29,87.65
2013-10-30,88.45
2013-10-31,89.6
2013-11-01,89.3
2013-11-03,91.5
2013-11-05,90.95
2013-11-06,91.55
2013-11-07,90.8
2013-11-08,90.25
2013-11-11,95.4
2013-11-12,92.65
2013-11-13,91.15
2013-11-14,92.1
2013-11-18,95.15
2013-11-19,93.9
2013-11-20,95.1
2013-11-21,92.35
2013-11-22,91.05
2013-11-25,91.95
2013-11-26,91.7
2013-11-27,90.8
2013-11-28,91.1
2013-11-29,91.45
2013-12-02,91.8
2013-12-03,94.45
2013-12-04,103.8
2013-12-05,107.8
2013-12-06,107.1
2013-12-09,104.95
2013-12-10,100.15
2013-12-11,99.75
2013-12-12,98.2
2013-12-13,98.9
2013-12-16,98.8
2013-12-17,97.7
2013-12-18,99.45
2013-12-19,100.85
2013-12-20,101.0
2013-12-23,103.4
2013-12-24,103.5
2013-12-26,102.9
2013-12-27,101.35
2013-12-30,106.15
2013-12-31,104.45
