Date,TIDEWATER
2013-01-01,7932.3
2013-01-02,7914.15
2013-01-03,8002.5
2013-01-04,8005.05
2013-01-07,8060.35
2013-01-08,8299.0
2013-01-09,8384.2
2013-01-10,8261.45
2013-01-11,8116.55
2013-01-14,8218.15
2013-01-15,8200.45
2013-01-16,8122.45
2013-01-17,8124.3
2013-01-18,8147.1
2013-01-21,8143.95
2013-01-22,8121.75
2013-01-23,8151.2
2013-01-24,8136.45
2013-01-25,8095.65
2013-01-28,8074.3
2013-01-29,8106.9
2013-01-30,8104.6
2013-01-31,8067.9
2013-02-01,8081.5
2013-02-04,8093.75
2013-02-05,8099.2
2013-02-06,8044.1
2013-02-07,7995.05
2013-02-08,7940.3
2013-02-11,7889.05
2013-02-12,7877.1
2013-02-13,7807.75
2013-02-14,7745.05
2013-02-15,7695.65
2013-02-18,7685.35
2013-02-19,7742.15
2013-02-20,7748.2
2013-02-21,7703.35
2013-02-22,7671.2
2013-02-25,7654.25
2013-02-26,7600.8
2013-02-27,7609.35
2013-02-28,7512.85
2013-03-01,7493.05
2013-03-04,7456.4
2013-03-05,7522.9
2013-03-06,7494.0
2013-03-07,7540.8
2013-03-08,7533.2
2013-03-11,7495.9
2013-03-12,7517.35
2013-03-13,7468.75
2013-03-14,7496.9
2013-03-15,7412.05
2013-03-18,7379.95
2013-03-19,7302.65
2013-03-20,7134.9
2013-03-21,7102.15
2013-03-22,7001.3
2013-03-25,7095.05
2013-03-26,7023.15
2013-03-28,7007.85
2013-04-01,7113.2
2013-04-02,7194.35
2013-04-03,7178.05
2013-04-04,7227.45
2013-04-05,7179.4
2013-04-08,7140.15
2013-04-09,7117.95
2013-04-10,7197.45
2013-04-11,7180.0
2013-04-12,7149.85
2013-04-15,7328.25
2013-04-16,7329.3
2013-04-17,7399.0
2013-04-18,7439.7
2013-04-22,7474.55
2013-04-23,7461.35
2013-04-25,7451.45
2013-04-26,7424.4
2013-04-29,7296.4
2013-04-30,7228.75
2013-05-02,7218.65
2013-05-03,7202.15
2013-05-06,7219.85
2013-05-07,7263.7
2013-05-08,7348.7
2013-05-09,7388.15
2013-05-10,7399.45
2013-05-11,7390.0
2013-05-13,7327.7
2013-05-14,7326.2
2013-05-15,7354.75
2013-05-16,7514.85
2013-05-17,7396.35
2013-05-20,7352.2
2013-05-21,7275.45
2013-05-22,7204.65
2013-05-23,7088.7
2013-05-24,7199.8
2013-05-27,7244.15
2013-05-28,7304.85
2013-05-29,7317.85
2013-05-30,7316.75
2013-05-31,7529.2
2013-06-03,7429.6
2013-06-04,7450.75
2013-06-05,7489.9
2013-06-06,7508.05
2013-06-07,7492.25
2013-06-10,7382.45
2013-06-11,7280.55
2013-06-12,7207.75
2013-06-13,7132.55
2013-06-14,7348.9
2013-06-17,7276.3
