Date,GSKCONS
2013-01-01,3833.9
2013-01-02,3826.95
2013-01-03,3830.1
2013-01-04,3841.15
2013-01-07,3843.5
2013-01-08,3857.6
2013-01-09,3865.0
2013-01-10,3868.6
2013-01-11,3862.95
2013-01-14,3837.35
2013-01-15,3835.3
2013-01-16,3825.35
2013-01-17,3806.75
2013-01-18,3789.45
2013-01-21,3772.8
2013-01-22,3781.25
2013-01-23,3776.1
2013-01-24,3770.15
2013-01-25,3770.7
2013-01-28,3790.45
2013-01-29,3767.9
2013-01-30,3707.2
2013-01-31,3771.35
2013-02-01,3830.15
2013-02-04,3825.95
2013-02-05,3743.95
2013-02-06,3800.7
2013-02-07,3773.0
2013-02-08,3754.7
2013-02-11,3756.5
2013-02-12,3750.9
2013-02-13,3835.5
2013-02-14,3835.7
2013-02-15,3742.25
2013-02-18,3779.5
2013-02-19,3831.7
2013-02-20,3830.0
2013-02-21,3869.55
2013-02-22,3901.65
2013-02-25,3898.65
2013-02-26,3887.0
2013-02-27,3902.85
2013-02-28,3963.6
2013-03-01,4011.3
2013-03-04,4110.05
2013-03-05,4228.35
2013-03-06,4203.95
2013-03-07,4198.7
2013-03-08,4208.45
2013-03-11,4290.85
2013-03-12,4258.4
2013-03-13,4212.75
2013-03-14,4196.65
2013-03-15,4213.2
2013-03-18,4211.55
2013-03-19,4147.95
2013-03-20,4156.25
2013-03-21,4152.1
2013-03-22,4208.9
2013-03-25,4133.25
2013-03-26,4128.8
2013-03-28,4199.7
2013-04-01,4223.75
2013-04-02,4201.5
2013-04-03,4200.1
2013-04-04,4168.9
2013-04-05,4199.25
2013-04-08,4200.4
2013-04-09,4077.15
2013-04-10,3945.75
2013-04-11,4036.25
2013-04-12,4077.35
2013-04-15,3909.65
2013-04-16,3909.65
2013-04-17,3933.85
2013-04-18,3926.8
2013-04-22,3783.8
2013-04-23,3669.8
2013-04-25,3812.95
2013-04-26,3825.05
2013-04-29,3806.6
2013-04-30,4022.6
2013-05-02,4190.85
2013-05-03,4066.05
2013-05-06,4051.35
2013-05-07,4019.45
2013-05-08,3951.15
2013-05-09,3898.3
2013-05-10,4073.25
2013-05-11,4044.75
2013-05-13,4147.6
2013-05-14,4259.85
2013-05-15,4429.75
2013-05-16,4794.05
2013-05-17,5085.45
2013-05-20,4789.7
2013-05-21,4788.55
2013-05-22,4956.9
2013-05-23,4953.05
2013-05-24,4856.1
2013-05-27,5007.8
2013-05-28,5056.1
2013-05-29,5197.35
2013-05-30,5289.85
2013-05-31,5815.6
2013-06-03,5524.35
2013-06-04,5875.15
2013-06-05,5856.4
2013-06-06,5659.3
2013-06-07,5468.9
2013-06-10,5726.0
2013-06-11,5828.1
2013-06-12,5798.9
2013-06-13,5684.65
2013-06-14,5698.8
2013-06-17,5713.1
2013-06-18,5850.95
2013-06-19,5688.45
2013-06-20,5244.0
2013-06-21,4923.85
2013-06-24,4981.15
2013-06-25,4300.25
