Date,MBLINFRA
2013-01-01,169.9
2013-01-02,173.1
2013-01-03,187.05
2013-01-04,187.15
2013-01-07,189.4
2013-01-08,184.7
2013-01-09,190.65
2013-01-10,191.25
2013-01-11,187.6
2013-01-14,189.65
2013-01-15,191.0
2013-01-16,187.05
2013-01-17,183.7
2013-01-18,189.15
2013-01-21,209.85
2013-01-22,203.2
2013-01-23,203.05
2013-01-24,196.95
2013-01-25,202.05
2013-01-28,201.1
2013-01-29,198.3
2013-01-30,197.75
2013-01-31,198.95
2013-02-01,195.4
2013-02-04,193.0
2013-02-05,186.1
2013-02-06,185.3
2013-02-07,178.75
2013-02-08,175.2
2013-02-11,180.7
2013-02-12,179.7
2013-02-13,171.95
2013-02-14,174.95
2013-02-15,169.6
2013-02-18,175.2
2013-02-19,173.65
2013-02-20,178.65
2013-02-21,170.4
2013-02-22,172.75
2013-02-25,170.1
2013-02-26,167.7
2013-02-27,167.55
2013-02-28,165.5
2013-03-01,160.05
2013-03-04,157.95
2013-03-05,150.1
2013-03-06,153.75
2013-03-07,154.1
2013-03-08,154.0
2013-03-11,154.25
2013-03-12,154.7
2013-03-13,154.0
2013-03-14,152.5
2013-03-15,145.55
2013-03-18,143.15
2013-03-19,143.0
2013-03-20,141.65
2013-03-21,141.35
2013-03-22,141.6
2013-03-25,139.75
2013-03-26,140.1
2013-03-28,143.3
2013-04-01,148.3
2013-04-02,144.6
2013-04-03,146.5
2013-04-04,145.35
2013-04-05,145.0
2013-04-08,142.25
2013-04-09,140.75
2013-04-10,142.4
2013-04-11,139.1
2013-04-12,140.55
2013-04-15,137.75
2013-04-16,138.05
2013-04-17,133.75
2013-04-18,137.35
2013-04-22,135.15
2013-04-23,142.05
2013-04-25,146.15
2013-04-26,144.15
2013-04-29,144.3
2013-04-30,142.1
2013-05-02,140.95
2013-05-03,137.05
2013-05-06,134.2
2013-05-07,140.1
2013-05-08,135.65
2013-05-09,136.0
2013-05-10,135.4
2013-05-11,136.15
2013-05-13,134.95
2013-05-14,134.45
2013-05-15,134.45
2013-05-16,131.35
2013-05-17,131.2
2013-05-20,129.95
2013-05-21,129.0
2013-05-22,128.15
2013-05-23,127.05
2013-05-24,124.25
2013-05-27,124.2
2013-05-28,123.2
2013-05-29,120.9
2013-05-30,120.75
2013-05-31,122.4
2013-06-03,124.2
2013-06-04,124.25
2013-06-05,124.4
2013-06-06,122.85
2013-06-07,123.95
2013-06-10,125.4
2013-06-11,123.35
2013-06-12,122.35
2013-06-13,121.75
2013-06-14,124.0
2013-06-17,123.2
2013-06-18,123.35
2013-06-19,123.25
2013-06-20,122.8
2013-06-21,123.3
2013-06-24,118.7
2013-06-25,114.25
2013-06-26,111.35
2013-06-27,109.95
2013-06-28,109.4
2013-07-01,117.35
2013-07-02,117.9
2013-07-03,117.55
2013-07-04,120.8
2013-07-05,124.1
2013-07-08,124.05
2013-07-09,121.8
2013-07-10,121.2
2013-07-11,122.05
2013-07-12,118.35
2013-07-15,115.95
2013-07-16,117.55
2013-07-17,115.3
2013-07-18,116.3
2013-07-19,116.0
2013-07-22,114.9
2013-07-23,114.7
2013-07-24,111.75
2013-07-25,110.75
2013-07-26,108.75
2013-07-29,106.2
2013-07-30,105.3
2013-07-31,99.75
2013-08-01,93.45
2013-08-02,84.8
2013-08-05,86.4
2013-08-06,81.45
2013-08-07,74.75
2013-08-08,74.85
2013-08-12,82.9
2013-08-13,79.95
2013-08-14,79.35
2013-08-16,79.4
2013-08-19,78.0
2013-08-20,76.5
2013-08-21,70.35
2013-08-22,66.35
2013-08-23,71.15
2013-08-26,73.55
2013-08-27,70.5
2013-08-28,67.35
2013-08-29,67.25
2013-08-30,68.55
2013-09-02,68.2
2013-09-03,68.85
2013-09-04,69.95
2013-09-05,69.55
2013-09-06,69.7
2013-09-10,70.2
2013-09-11,70.8
2013-09-12,69.4
2013-09-13,69.8
2013-09-16,69.8
2013-09-17,68.9
2013-09-18,68.95
2013-09-19,70.65
2013-09-20,68.65
2013-09-23,69.4
2013-09-24,68.25
2013-09-25,68.05
2013-09-26,66.3
2013-09-27,67.45
2013-09-30,65.55
2013-10-01,65.2
2013-10-03,64.5
2013-10-04,64.35
2013-10-07,63.5
2013-10-08,63.35
2013-10-09,63.6
2013-10-10,64.35
2013-10-11,66.2
2013-10-14,65.15
2013-10-15,64.0
2013-10-17,64.0
2013-10-18,64.4
2013-10-21,64.9
2013-10-22,64.65
2013-10-23,64.95
2013-10-24,63.95
2013-10-25,63.15
2013-10-28,63.25
2013-10-29,64.8
2013-10-30,64.45
2013-10-31,62.85
2013-11-01,63.6
2013-11-03,63.9
2013-11-05,76.45
2013-11-06,73.4
2013-11-07,71.35
2013-11-08,72.55
2013-11-11,70.0
2013-11-12,65.4
2013-11-13,66.0
2013-11-14,69.0
2013-11-18,68.5
2013-11-19,69.25
2013-11-20,68.7
2013-11-21,67.0
2013-11-22,67.95
2013-11-25,69.95
2013-11-26,68.25
2013-11-27,69.7
2013-11-28,69.4
2013-11-29,69.0
2013-12-02,80.4
2013-12-03,79.8
2013-12-04,77.3
2013-12-05,71.3
2013-12-06,79.45
2013-12-09,83.8
2013-12-10,82.8
2013-12-11,83.65
2013-12-12,82.9
2013-12-13,79.85
2013-12-16,78.95
2013-12-17,75.5
2013-12-18,76.45
2013-12-19,77.25
2013-12-20,79.4
2013-12-23,77.65
2013-12-24,79.15
2013-12-26,80.0
2013-12-27,80.3
2013-12-30,78.5
2013-12-31,79.1
