Date,HONAUT
2013-01-01,2732.1
2013-01-02,2713.3
2013-01-03,2740.05
2013-01-04,2714.55
2013-01-07,2684.2
2013-01-08,2668.95
2013-01-09,2681.3
2013-01-10,2651.15
2013-01-11,2621.95
2013-01-14,2579.75
2013-01-15,2609.0
2013-01-16,2562.75
2013-01-17,2574.9
2013-01-18,2558.35
2013-01-21,2557.55
2013-01-22,2570.15
2013-01-23,2547.45
2013-01-24,2492.4
2013-01-25,2526.9
2013-01-28,2573.65
2013-01-29,2591.75
2013-01-30,2573.75
2013-01-31,2555.1
2013-02-01,2522.35
2013-02-04,2541.25
2013-02-05,2530.4
2013-02-06,2533.7
2013-02-07,2617.05
2013-02-08,2610.95
2013-02-11,2575.5
2013-02-12,2643.9
2013-02-13,2645.5
2013-02-14,2618.75
2013-02-15,2561.0
2013-02-18,2563.65
2013-02-19,2622.85
2013-02-20,2608.4
2013-02-21,2626.0
2013-02-22,2616.05
2013-02-25,2603.4
2013-02-26,2613.05
2013-02-27,2627.6
2013-02-28,2602.85
2013-03-01,2578.95
2013-03-04,2546.6
2013-03-05,2527.8
2013-03-06,2515.2
2013-03-07,2521.7
2013-03-08,2544.8
2013-03-11,2532.7
2013-03-12,2538.25
2013-03-13,2533.75
2013-03-14,2539.6
2013-03-15,2510.25
2013-03-18,2500.45
2013-03-19,2522.45
2013-03-20,2512.15
2013-03-21,2490.15
2013-03-22,2526.45
2013-03-25,2535.55
2013-03-26,2556.75
2013-03-28,2594.35
2013-04-01,2556.95
2013-04-02,2549.1
2013-04-03,2515.5
2013-04-04,2493.35
2013-04-05,2498.8
2013-04-08,2465.3
2013-04-09,2454.5
2013-04-10,2462.5
2013-04-11,2489.5
2013-04-12,2435.6
2013-04-15,2436.15
2013-04-16,2410.9
2013-04-17,2411.9
2013-04-18,2413.35
2013-04-22,2452.55
2013-04-23,2418.65
2013-04-25,2413.2
2013-04-26,2409.25
2013-04-29,2401.95
2013-04-30,2451.7
2013-05-02,2456.65
2013-05-03,2474.5
2013-05-06,2402.65
2013-05-07,2450.65
2013-05-08,2454.35
2013-05-09,2501.05
2013-05-10,2447.3
2013-05-11,2428.0
2013-05-13,2447.1
2013-05-14,2435.05
2013-05-15,2449.35
2013-05-16,2468.25
2013-05-17,2543.05
2013-05-20,2492.3
2013-05-21,2499.85
2013-05-22,2499.55
2013-05-23,2463.15
2013-05-24,2442.85
2013-05-27,2445.25
2013-05-28,2429.65
2013-05-29,2427.75
2013-05-30,2423.25
2013-05-31,2401.25
2013-06-03,2384.8
2013-06-04,2384.4
2013-06-05,2429.3
2013-06-06,2431.8
2013-06-07,2460.35
2013-06-10,2455.85
2013-06-11,2428.85
2013-06-12,2473.0
2013-06-13,2448.2
2013-06-14,2463.4
2013-06-17,2489.9
2013-06-18,2486.05
2013-06-19,2485.35
2013-06-20,2483.7
2013-06-21,2447.45
2013-06-24,2421.45
2013-06-25,2377.65
2013-06-26,2368.75
2013-06-27,2380.0
2013-06-28,2579.8
2013-07-01,2486.2
2013-07-02,2459.3
2013-07-03,2391.65
2013-07-04,2401.65
2013-07-05,2371.95
2013-07-08,2357.2
2013-07-09,2353.9
2013-07-10,2374.0
2013-07-11,2406.2
2013-07-12,2458.4
2013-07-15,2434.0
2013-07-16,2420.8
2013-07-17,2402.7
2013-07-18,2423.35
2013-07-19,2528.2
2013-07-22,2490.7
2013-07-23,2498.9
2013-07-24,2444.3
2013-07-25,2433.9
2013-07-26,2415.65
2013-07-29,2406.35
2013-07-30,2389.35
2013-07-31,2457.9
2013-08-01,2402.5
2013-08-02,2375.85
2013-08-05,2321.5
2013-08-06,2297.7
2013-08-07,2333.0
2013-08-08,2329.4
2013-08-12,2385.15
2013-08-13,2341.05
2013-08-14,2346.05
2013-08-16,2328.0
2013-08-19,2346.0
2013-08-20,2354.65
2013-08-21,2323.05
2013-08-22,2291.1
2013-08-23,2324.9
2013-08-26,2313.05
2013-08-27,2278.9
2013-08-28,2261.4
2013-08-29,2349.5
2013-08-30,2396.55
2013-09-02,2430.7
2013-09-03,2377.4
2013-09-04,2423.7
2013-09-05,2423.2
2013-09-06,2447.0
2013-09-10,2555.7
2013-09-11,2577.7
2013-09-12,2511.5
2013-09-13,2565.15
2013-09-16,2530.2
2013-09-17,2515.85
2013-09-18,2488.8
2013-09-19,2510.15
2013-09-20,2532.85
2013-09-23,2551.9
2013-09-24,2503.1
2013-09-25,2513.65
2013-09-26,2524.55
2013-09-27,2499.0
2013-09-30,2540.55
2013-10-01,2522.9
2013-10-03,2496.95
2013-10-04,2478.05
2013-10-07,2462.85
2013-10-08,2491.05
2013-10-09,2511.15
2013-10-10,2542.45
2013-10-11,2501.8
2013-10-14,2486.5
2013-10-15,2480.85
2013-10-17,2514.9
2013-10-18,2493.25
2013-10-21,2518.85
2013-10-22,2490.9
2013-10-23,2524.2
2013-10-24,2519.5
2013-10-25,2494.85
2013-10-28,2506.35
2013-10-29,2503.2
2013-10-30,2523.0
2013-10-31,2523.25
2013-11-01,2523.3
2013-11-03,2507.25
2013-11-05,2500.45
2013-11-06,2499.35
2013-11-07,2550.85
2013-11-08,2518.4
2013-11-11,2500.65
2013-11-12,2436.85
2013-11-13,2379.05
2013-11-14,2396.8
2013-11-18,2388.0
2013-11-19,2401.45
2013-11-20,2420.25
2013-11-21,2394.4
2013-11-22,2385.0
2013-11-25,2430.8
2013-11-26,2441.6
2013-11-27,2501.95
2013-11-28,2518.75
2013-11-29,2607.25
2013-12-02,2593.25
2013-12-03,2542.05
2013-12-04,2533.5
2013-12-05,2557.3
2013-12-06,2580.9
2013-12-09,2614.1
2013-12-10,2621.65
2013-12-11,2571.15
2013-12-12,2558.15
2013-12-13,2606.2
2013-12-16,2574.85
2013-12-17,2562.8
2013-12-18,2578.75
2013-12-19,2533.5
2013-12-20,2609.75
2013-12-23,2599.7
2013-12-24,2588.05
2013-12-26,2631.3
2013-12-27,2683.8
2013-12-30,2684.75
2013-12-31,2773.85
