Date,DREDGECORP
2013-01-01,237.6
2013-01-02,237.1
2013-01-03,242.15
2013-01-04,240.35
2013-01-07,242.3
2013-01-08,243.95
2013-01-09,240.5
2013-01-10,241.85
2013-01-11,238.25
2013-01-14,237.6
2013-01-15,234.2
2013-01-16,232.55
2013-01-17,232.85
2013-01-18,231.65
2013-01-21,233.7
2013-01-22,232.4
2013-01-23,228.15
2013-01-24,223.55
2013-01-25,220.1
2013-01-28,221.25
2013-01-29,219.1
2013-01-30,217.4
2013-01-31,215.4
2013-02-01,211.0
2013-02-04,212.95
2013-02-05,212.2
2013-02-06,215.9
2013-02-07,214.2
2013-02-08,220.0
2013-02-11,245.9
2013-02-12,240.2
2013-02-13,227.3
2013-02-14,216.25
2013-02-15,212.2
2013-02-18,225.2
2013-02-19,220.05
2013-02-20,219.6
2013-02-21,216.3
2013-02-22,215.85
2013-02-25,213.0
2013-02-26,209.65
2013-02-27,209.4
2013-02-28,204.4
2013-03-01,205.85
2013-03-04,203.8
2013-03-05,203.85
2013-03-06,221.4
2013-03-07,231.65
2013-03-08,234.2
2013-03-11,222.7
2013-03-12,236.3
2013-03-13,236.3
2013-03-14,228.2
2013-03-15,226.3
2013-03-18,221.0
2013-03-19,215.55
2013-03-20,203.55
2013-03-21,204.15
2013-03-22,197.7
2013-03-25,192.7
2013-03-26,195.3
2013-03-28,195.0
2013-04-01,230.6
2013-04-02,242.35
2013-04-03,229.95
2013-04-04,236.25
2013-04-05,229.6
2013-04-08,229.1
2013-04-09,224.8
2013-04-10,221.3
2013-04-11,221.25
2013-04-12,211.3
2013-04-15,212.7
2013-04-16,221.35
2013-04-17,220.5
2013-04-18,218.7
2013-04-22,221.25
2013-04-23,219.95
2013-04-25,216.55
2013-04-26,215.45
2013-04-29,216.75
2013-04-30,216.15
2013-05-02,210.95
2013-05-03,212.5
2013-05-06,215.8
2013-05-07,221.95
2013-05-08,226.85
2013-05-09,228.4
2013-05-10,242.65
2013-05-11,249.1
2013-05-13,236.25
2013-05-14,233.45
2013-05-15,231.55
2013-05-16,232.7
2013-05-17,230.95
2013-05-20,225.6
2013-05-21,224.05
2013-05-22,221.15
2013-05-23,214.05
2013-05-24,218.0
2013-05-27,219.6
2013-05-28,221.15
2013-05-29,216.4
2013-05-30,214.85
2013-05-31,215.75
2013-06-03,213.15
2013-06-04,213.85
2013-06-05,213.85
2013-06-06,212.55
2013-06-07,211.15
2013-06-10,206.1
2013-06-11,202.05
2013-06-12,202.0
2013-06-13,186.7
2013-06-14,184.75
2013-06-17,191.25
2013-06-18,190.55
2013-06-19,188.4
2013-06-20,185.85
2013-06-21,184.0
2013-06-24,177.7
2013-06-25,176.1
2013-06-26,174.6
2013-06-27,173.8
2013-06-28,178.1
2013-07-01,182.7
2013-07-02,183.45
2013-07-03,180.5
2013-07-04,180.0
2013-07-05,177.5
2013-07-08,190.1
2013-07-09,184.25
2013-07-10,184.85
2013-07-11,180.35
2013-07-12,178.35
2013-07-15,180.55
2013-07-16,179.05
2013-07-17,175.7
2013-07-18,174.55
2013-07-19,176.25
2013-07-22,176.05
2013-07-23,174.2
2013-07-24,170.55
2013-07-25,169.7
2013-07-26,166.75
2013-07-29,170.05
2013-07-30,162.15
2013-07-31,166.4
2013-08-01,170.4
2013-08-02,161.6
2013-08-05,162.8
2013-08-06,180.85
2013-08-07,205.25
2013-08-08,245.45
2013-08-12,264.75
2013-08-13,280.3
2013-08-14,308.3
2013-08-16,302.45
2013-08-19,316.6
2013-08-20,325.45
2013-08-21,309.2
2013-08-22,301.4
2013-08-23,292.1
2013-08-26,285.5
2013-08-27,271.65
2013-08-28,259.8
2013-08-29,254.05
2013-08-30,247.45
2013-09-02,249.15
2013-09-03,243.25
2013-09-04,243.7
2013-09-05,255.85
2013-09-06,268.6
2013-09-10,262.3
2013-09-11,259.3
2013-09-12,253.95
2013-09-13,248.95
2013-09-16,249.2
2013-09-17,242.95
2013-09-18,242.3
2013-09-19,249.15
2013-09-20,245.65
2013-09-23,245.25
2013-09-24,242.5
2013-09-25,242.6
2013-09-26,243.6
2013-09-27,255.75
2013-09-30,245.5
2013-10-01,244.7
2013-10-03,246.4
2013-10-04,248.6
2013-10-07,246.85
2013-10-08,247.75
2013-10-09,250.75
2013-10-10,248.15
2013-10-11,256.95
2013-10-14,252.65
2013-10-15,246.1
2013-10-17,243.95
2013-10-18,246.3
2013-10-21,246.45
2013-10-22,249.1
2013-10-23,261.55
2013-10-24,255.7
2013-10-25,251.95
2013-10-28,251.25
2013-10-29,251.3
2013-10-30,254.65
2013-10-31,254.3
2013-11-01,260.95
2013-11-03,258.7
2013-11-05,260.95
2013-11-06,273.95
2013-11-07,270.6
2013-11-08,264.7
2013-11-11,261.95
2013-11-12,257.55
2013-11-13,259.35
2013-11-14,259.25
2013-11-18,258.55
2013-11-19,274.0
2013-11-20,267.2
2013-11-21,263.85
2013-11-22,259.0
2013-11-25,276.2
2013-11-26,264.95
2013-11-27,263.3
2013-11-28,265.6
2013-11-29,265.1
2013-12-02,269.95
2013-12-03,266.75
2013-12-04,272.45
2013-12-05,273.2
2013-12-06,279.95
2013-12-09,276.85
2013-12-10,276.6
2013-12-11,273.5
2013-12-12,275.2
2013-12-13,270.55
2013-12-16,267.6
2013-12-17,268.45
2013-12-18,269.2
2013-12-19,267.4
2013-12-20,269.9
2013-12-23,272.5
2013-12-24,274.65
2013-12-26,287.75
2013-12-27,280.55
2013-12-30,285.9
2013-12-31,283.55
