Date,RSWM
2013-01-01,104.15
2013-01-02,104.2
2013-01-03,104.95
2013-01-04,106.2
2013-01-07,108.7
2013-01-08,116.05
2013-01-09,116.45
2013-01-10,118.4
2013-01-11,116.55
2013-01-14,121.4
2013-01-15,123.35
2013-01-16,119.1
2013-01-17,118.65
2013-01-18,116.0
2013-01-21,118.8
2013-01-22,115.1
2013-01-23,113.1
2013-01-24,110.0
2013-01-25,114.8
2013-01-28,111.0
2013-01-29,110.95
2013-01-30,109.9
2013-01-31,109.9
2013-02-01,111.65
2013-02-04,109.75
2013-02-05,109.65
2013-02-06,109.65
2013-02-07,112.7
2013-02-08,111.75
2013-02-11,111.85
2013-02-12,113.25
2013-02-13,108.65
2013-02-14,105.7
2013-02-15,108.6
2013-02-18,114.4
2013-02-19,116.25
2013-02-20,117.65
2013-02-21,111.7
2013-02-22,111.75
2013-02-25,112.0
2013-02-26,108.25
2013-02-27,107.7
2013-02-28,105.15
2013-03-01,106.45
2013-03-04,102.15
2013-03-05,104.95
2013-03-06,103.9
2013-03-07,102.4
2013-03-08,104.35
2013-03-11,106.1
2013-03-12,103.95
2013-03-13,102.4
2013-03-14,102.65
2013-03-15,102.1
2013-03-18,101.0
2013-03-19,100.05
2013-03-20,97.15
2013-03-21,97.55
2013-03-22,93.5
2013-03-25,91.55
2013-03-26,90.05
2013-03-28,91.1
2013-04-01,94.4
2013-04-02,97.7
2013-04-03,99.4
2013-04-04,95.15
2013-04-05,98.2
2013-04-08,99.3
2013-04-09,95.2
2013-04-10,91.95
2013-04-11,90.1
2013-04-12,90.05
2013-04-15,89.0
2013-04-16,92.0
2013-04-17,92.5
2013-04-18,95.3
2013-04-22,100.45
2013-04-23,100.8
2013-04-25,103.35
2013-04-26,102.6
2013-04-29,104.75
2013-04-30,106.35
2013-05-02,127.6
2013-05-03,126.2
2013-05-06,131.35
2013-05-07,133.05
2013-05-08,133.2
2013-05-09,132.0
2013-05-10,131.55
2013-05-11,133.2
2013-05-13,127.85
2013-05-14,127.7
2013-05-15,129.0
2013-05-16,130.5
2013-05-17,130.75
2013-05-20,130.05
2013-05-21,129.15
2013-05-22,129.45
2013-05-23,125.45
2013-05-24,126.7
2013-05-27,128.6
2013-05-28,130.0
2013-05-29,129.15
2013-05-30,129.95
2013-05-31,126.9
2013-06-03,129.4
2013-06-04,128.5
2013-06-05,129.05
2013-06-06,130.25
2013-06-07,134.5
2013-06-10,132.9
2013-06-11,128.75
2013-06-12,129.0
2013-06-13,127.75
2013-06-14,128.55
2013-06-17,128.5
2013-06-18,128.55
2013-06-19,129.95
2013-06-20,128.9
2013-06-21,126.25
2013-06-24,121.65
2013-06-25,122.65
2013-06-26,123.05
2013-06-27,122.95
2013-06-28,123.55
2013-07-01,129.2
2013-07-02,129.25
2013-07-03,127.05
2013-07-04,127.0
2013-07-05,128.55
2013-07-08,129.45
2013-07-09,129.85
2013-07-10,128.4
2013-07-11,129.15
2013-07-12,133.95
2013-07-15,137.9
2013-07-16,135.95
2013-07-17,130.5
2013-07-18,127.85
2013-07-19,127.15
2013-07-22,130.65
2013-07-23,127.0
2013-07-24,126.15
2013-07-25,132.55
2013-07-26,131.45
2013-07-29,130.2
2013-07-30,125.95
2013-07-31,125.25
2013-08-01,120.75
2013-08-02,118.85
2013-08-05,121.1
2013-08-06,117.1
2013-08-07,119.55
2013-08-08,120.65
2013-08-12,124.2
2013-08-13,125.65
2013-08-14,125.85
2013-08-16,122.35
2013-08-19,120.2
2013-08-20,121.4
2013-08-21,117.8
2013-08-22,120.0
2013-08-23,128.0
2013-08-26,130.85
2013-08-27,127.55
2013-08-28,128.0
2013-08-29,129.8
2013-08-30,129.8
2013-09-02,130.45
2013-09-03,133.85
2013-09-04,132.55
2013-09-05,125.95
2013-09-06,122.45
2013-09-10,120.7
2013-09-11,119.4
2013-09-12,119.6
2013-09-13,120.3
2013-09-16,118.85
2013-09-17,117.5
2013-09-18,116.85
2013-09-19,118.1
2013-09-20,116.2
2013-09-23,117.0
2013-09-24,121.2
2013-09-25,120.5
2013-09-26,125.45
2013-09-27,125.5
2013-09-30,127.8
2013-10-01,127.9
2013-10-03,128.05
2013-10-04,127.3
2013-10-07,130.75
2013-10-08,136.1
2013-10-09,135.85
2013-10-10,138.5
2013-10-11,148.1
2013-10-14,158.6
2013-10-15,156.6
2013-10-17,157.05
2013-10-18,157.15
2013-10-21,154.3
2013-10-22,152.7
2013-10-23,150.2
2013-10-24,150.95
2013-10-25,149.9
2013-10-28,155.3
2013-10-29,154.85
2013-10-30,154.2
2013-10-31,153.7
2013-11-01,154.8
2013-11-03,159.35
2013-11-05,164.15
2013-11-06,167.9
2013-11-07,166.6
2013-11-08,156.9
2013-11-11,154.95
2013-11-12,153.75
2013-11-13,152.65
2013-11-14,143.5
2013-11-18,147.65
2013-11-19,141.15
2013-11-20,146.45
2013-11-21,144.45
2013-11-22,142.25
2013-11-25,142.9
2013-11-26,140.45
2013-11-27,140.35
2013-11-28,141.25
2013-11-29,141.3
2013-12-02,141.95
2013-12-03,142.75
2013-12-04,140.9
2013-12-05,141.6
2013-12-06,140.5
2013-12-09,137.0
2013-12-10,134.95
2013-12-11,135.4
2013-12-12,136.25
2013-12-13,134.6
2013-12-16,134.85
2013-12-17,135.5
2013-12-18,135.55
2013-12-19,139.5
2013-12-20,138.3
2013-12-23,143.35
2013-12-24,142.05
2013-12-26,145.35
2013-12-27,143.8
2013-12-30,144.5
2013-12-31,144.75
