Date,COALINDIA
2013-01-01,359.95
2013-01-02,358.7
2013-01-03,360.45
2013-01-04,363.8
2013-01-07,360.2
2013-01-08,360.25
2013-01-09,363.7
2013-01-10,365.65
2013-01-11,360.65
2013-01-14,359.15
2013-01-15,355.05
2013-01-16,352.6
2013-01-17,352.55
2013-01-18,354.8
2013-01-21,351.6
2013-01-22,350.45
2013-01-23,350.5
2013-01-24,343.65
2013-01-25,341.05
2013-01-28,342.25
2013-01-29,347.65
2013-01-30,350.25
2013-01-31,353.35
2013-02-01,356.7
2013-02-04,350.55
2013-02-05,349.4
2013-02-06,342.35
2013-02-07,343.8
2013-02-08,338.75
2013-02-11,338.45
2013-02-12,345.1
2013-02-13,347.65
2013-02-14,350.9
2013-02-15,349.85
2013-02-18,343.1
2013-02-19,338.8
2013-02-20,342.6
2013-02-21,340.3
2013-02-22,331.7
2013-02-25,325.8
2013-02-26,314.6
2013-02-27,311.5
2013-02-28,309.8
2013-03-01,314.0
2013-03-04,316.1
2013-03-05,318.15
2013-03-06,317.0
2013-03-07,313.0
2013-03-08,321.35
2013-03-11,320.4
2013-03-12,319.15
2013-03-13,319.05
2013-03-14,319.2
2013-03-15,320.0
2013-03-18,302.3
2013-03-19,297.85
2013-03-20,297.9
2013-03-21,298.15
2013-03-22,296.7
2013-03-25,297.4
2013-03-26,301.35
2013-03-28,309.1
2013-04-01,305.1
2013-04-02,308.9
2013-04-03,301.7
2013-04-04,310.75
2013-04-05,309.25
2013-04-08,308.9
2013-04-09,306.5
2013-04-10,308.65
2013-04-11,305.65
2013-04-12,299.9
2013-04-15,293.95
2013-04-16,294.8
2013-04-17,296.85
2013-04-18,299.6
2013-04-22,312.5
2013-04-23,311.8
2013-04-25,317.1
2013-04-26,319.0
2013-04-29,313.45
2013-04-30,319.2
2013-05-02,317.3
2013-05-03,318.75
2013-05-06,316.45
2013-05-07,309.95
2013-05-08,312.25
2013-05-09,308.85
2013-05-10,299.7
2013-05-11,303.65
2013-05-13,296.8
2013-05-14,294.8
2013-05-15,300.15
2013-05-16,298.6
2013-05-17,297.5
2013-05-20,301.3
2013-05-21,307.5
2013-05-22,309.95
2013-05-23,308.1
2013-05-24,310.15
2013-05-27,313.8
2013-05-28,323.4
2013-05-29,327.4
2013-05-30,327.7
2013-05-31,324.7
2013-06-03,326.15
2013-06-04,325.0
2013-06-05,323.55
2013-06-06,323.3
2013-06-07,319.7
2013-06-10,319.95
2013-06-11,311.9
2013-06-12,303.05
2013-06-13,298.9
2013-06-14,300.95
2013-06-17,301.9
2013-06-18,303.05
2013-06-19,299.55
2013-06-20,295.9
2013-06-21,298.6
2013-06-24,297.0
2013-06-25,294.2
2013-06-26,288.45
2013-06-27,287.3
2013-06-28,302.55
2013-07-01,305.0
2013-07-02,299.45
2013-07-03,297.4
2013-07-04,299.5
2013-07-05,296.85
2013-07-08,290.0
2013-07-09,291.4
2013-07-10,289.9
2013-07-11,298.45
2013-07-12,299.95
2013-07-15,292.3
2013-07-16,294.45
2013-07-17,291.2
2013-07-18,291.1
2013-07-19,297.0
2013-07-22,300.2
2013-07-23,298.55
2013-07-24,298.35
2013-07-25,294.35
2013-07-26,282.25
2013-07-29,273.35
2013-07-30,274.8
2013-07-31,281.55
2013-08-01,270.1
2013-08-02,254.6
2013-08-05,263.1
2013-08-06,256.8
2013-08-07,262.5
2013-08-08,269.15
2013-08-12,274.35
2013-08-13,268.7
2013-08-14,270.75
2013-08-16,258.3
2013-08-19,257.05
2013-08-20,262.65
2013-08-21,260.45
2013-08-22,267.85
2013-08-23,269.75
2013-08-26,271.25
2013-08-27,260.3
2013-08-28,253.9
2013-08-29,250.3
2013-08-30,251.4
2013-09-02,258.05
2013-09-03,261.1
2013-09-04,264.95
2013-09-05,283.4
2013-09-06,277.35
2013-09-10,288.2
2013-09-11,293.05
2013-09-12,284.95
2013-09-13,293.0
2013-09-16,289.55
2013-09-17,293.7
2013-09-18,297.4
2013-09-19,297.45
2013-09-20,301.7
2013-09-23,304.75
2013-09-24,297.0
2013-09-25,295.05
2013-09-26,303.85
2013-09-27,306.9
2013-09-30,294.45
2013-10-01,297.5
2013-10-03,302.35
2013-10-04,310.05
2013-10-07,299.75
2013-10-08,296.35
2013-10-09,296.25
2013-10-10,293.95
2013-10-11,282.55
2013-10-14,285.25
2013-10-15,283.45
2013-10-17,283.95
2013-10-18,286.1
2013-10-21,287.9
2013-10-22,292.95
2013-10-23,289.85
2013-10-24,279.3
2013-10-25,278.95
2013-10-28,276.55
2013-10-29,281.15
2013-10-30,282.25
2013-10-31,287.95
2013-11-01,292.05
2013-11-03,291.9
2013-11-05,296.4
2013-11-06,298.8
2013-11-07,295.95
2013-11-08,291.3
2013-11-11,289.25
2013-11-12,284.7
2013-11-13,285.1
2013-11-14,274.45
2013-11-18,270.75
2013-11-19,267.55
2013-11-20,272.5
2013-11-21,269.2
2013-11-22,267.85
2013-11-25,269.85
2013-11-26,263.05
2013-11-27,265.65
2013-11-28,269.9
2013-11-29,271.95
2013-12-02,273.95
2013-12-03,270.4
2013-12-04,271.8
2013-12-05,279.95
2013-12-06,289.55
2013-12-09,290.6
2013-12-10,285.85
2013-12-11,288.9
2013-12-12,281.0
2013-12-13,283.1
2013-12-16,286.85
2013-12-17,278.45
2013-12-18,283.05
2013-12-19,281.0
2013-12-20,284.4
2013-12-23,283.6
2013-12-24,283.2
2013-12-26,282.1
2013-12-27,283.1
2013-12-30,289.75
2013-12-31,290.0
