Date,BHARATFIN
2013-01-01,169.05
2013-01-02,171.8
2013-01-03,168.25
2013-01-04,171.65
2013-01-07,176.4
2013-01-08,178.8
2013-01-09,184.0
2013-01-10,186.05
2013-01-11,178.95
2013-01-14,180.6
2013-01-15,173.6
2013-01-16,167.35
2013-01-17,168.4
2013-01-18,173.5
2013-01-21,178.65
2013-01-22,175.6
2013-01-23,172.65
2013-01-24,163.8
2013-01-25,170.0
2013-01-28,164.9
2013-01-29,155.85
2013-01-30,161.2
2013-01-31,155.6
2013-02-01,154.7
2013-02-04,151.75
2013-02-05,149.4
2013-02-06,147.0
2013-02-07,141.45
2013-02-08,132.45
2013-02-11,145.65
2013-02-12,144.6
2013-02-13,139.95
2013-02-14,138.3
2013-02-15,135.8
2013-02-18,141.55
2013-02-19,144.8
2013-02-20,146.8
2013-02-21,140.2
2013-02-22,140.85
2013-02-25,139.7
2013-02-26,133.85
2013-02-27,136.4
2013-02-28,131.7
2013-03-01,132.95
2013-03-04,132.6
2013-03-05,136.55
2013-03-06,144.9
2013-03-07,148.0
2013-03-08,146.65
2013-03-11,143.4
2013-03-12,142.75
2013-03-13,138.4
2013-03-14,139.1
2013-03-15,137.45
2013-03-18,141.7
2013-03-19,141.45
2013-03-20,134.25
2013-03-21,120.3
2013-03-22,124.0
2013-03-25,121.85
2013-03-26,120.25
2013-03-28,122.0
2013-04-01,126.4
2013-04-02,131.9
2013-04-03,129.25
2013-04-04,123.5
2013-04-05,122.2
2013-04-08,120.55
2013-04-09,119.9
2013-04-10,119.4
2013-04-11,122.0
2013-04-12,120.45
2013-04-15,122.25
2013-04-16,123.85
2013-04-17,122.6
2013-04-18,122.8
2013-04-22,125.35
2013-04-23,130.75
2013-04-25,128.85
2013-04-26,131.3
2013-04-29,132.9
2013-04-30,127.35
2013-05-02,128.65
2013-05-03,124.35
2013-05-06,131.35
2013-05-07,126.75
2013-05-08,127.9
2013-05-09,130.05
2013-05-10,126.4
2013-05-11,128.8
2013-05-13,125.85
2013-05-14,123.2
2013-05-15,123.9
2013-05-16,121.6
2013-05-17,119.7
2013-05-20,118.55
2013-05-21,114.4
2013-05-22,108.25
2013-05-23,97.8
2013-05-24,99.3
2013-05-27,102.3
2013-05-28,114.6
2013-05-29,110.95
2013-05-30,107.95
2013-05-31,108.85
2013-06-03,112.1
2013-06-04,117.8
2013-06-05,121.95
2013-06-06,121.7
2013-06-07,124.2
2013-06-10,126.4
2013-06-11,117.35
2013-06-12,109.9
2013-06-13,105.5
2013-06-14,109.45
2013-06-17,108.6
2013-06-18,110.0
2013-06-19,109.9
2013-06-20,106.4
2013-06-21,106.6
2013-06-24,101.3
2013-06-25,98.55
2013-06-26,98.85
2013-06-27,101.7
2013-06-28,105.15
2013-07-01,110.2
2013-07-02,106.5
2013-07-03,108.25
2013-07-04,107.15
2013-07-05,109.45
2013-07-08,107.3
2013-07-09,108.15
2013-07-10,106.4
2013-07-11,107.15
2013-07-12,106.7
2013-07-15,106.7
2013-07-16,104.95
2013-07-17,100.4
2013-07-18,101.8
2013-07-19,99.65
2013-07-22,98.85
2013-07-23,99.25
2013-07-24,99.45
2013-07-25,99.85
2013-07-26,104.55
2013-07-29,102.6
2013-07-30,105.2
2013-07-31,108.55
2013-08-01,115.4
2013-08-02,117.1
2013-08-05,125.6
2013-08-06,116.8
2013-08-07,125.1
2013-08-08,122.4
2013-08-12,130.1
2013-08-13,127.05
2013-08-14,123.25
2013-08-16,114.1
2013-08-19,111.9
2013-08-20,112.9
2013-08-21,111.65
2013-08-22,113.0
2013-08-23,113.9
2013-08-26,113.1
2013-08-27,108.85
2013-08-28,111.4
2013-08-29,114.7
2013-08-30,113.85
2013-09-02,118.1
2013-09-03,129.25
2013-09-04,124.0
2013-09-05,129.65
2013-09-06,129.55
2013-09-10,142.65
2013-09-11,140.05
2013-09-12,134.85
2013-09-13,129.25
2013-09-16,126.7
2013-09-17,123.55
2013-09-18,133.45
2013-09-19,139.7
2013-09-20,135.85
2013-09-23,133.6
2013-09-24,132.9
2013-09-25,129.8
2013-09-26,129.65
2013-09-27,127.85
2013-09-30,128.25
2013-10-01,131.05
2013-10-03,137.05
2013-10-04,139.0
2013-10-07,137.0
2013-10-08,138.75
2013-10-09,143.05
2013-10-10,144.65
2013-10-11,148.4
2013-10-14,150.45
2013-10-15,146.7
2013-10-17,145.65
2013-10-18,145.75
2013-10-21,150.1
2013-10-22,160.45
2013-10-23,155.4
2013-10-24,159.6
2013-10-25,156.45
2013-10-28,155.1
2013-10-29,154.5
2013-10-30,151.05
2013-10-31,155.7
2013-11-01,153.65
2013-11-03,154.05
2013-11-05,152.7
2013-11-06,155.0
2013-11-07,150.6
2013-11-08,152.1
2013-11-11,148.6
2013-11-12,141.9
2013-11-13,145.9
2013-11-14,158.6
2013-11-18,183.55
2013-11-19,175.45
2013-11-20,169.9
2013-11-21,172.6
2013-11-22,171.15
2013-11-25,168.25
2013-11-26,173.45
2013-11-27,170.7
2013-11-28,169.7
2013-11-29,170.15
2013-12-02,172.1
2013-12-03,180.8
2013-12-04,171.45
2013-12-05,173.8
2013-12-06,171.75
2013-12-09,174.75
2013-12-10,171.5
2013-12-11,171.75
2013-12-12,176.5
2013-12-13,170.4
2013-12-16,170.1
2013-12-17,172.85
2013-12-18,176.25
2013-12-19,176.65
2013-12-20,184.25
2013-12-23,201.85
2013-12-24,206.3
2013-12-26,198.3
2013-12-27,191.1
2013-12-30,194.7
2013-12-31,189.6
