Date,JINDRILL
2013-01-01,254.85
2013-01-02,260.2
2013-01-03,259.8
2013-01-04,259.5
2013-01-07,258.1
2013-01-08,254.5
2013-01-09,254.0
2013-01-10,255.1
2013-01-11,252.65
2013-01-14,254.25
2013-01-15,251.25
2013-01-16,249.75
2013-01-17,249.25
2013-01-18,247.4
2013-01-21,244.05
2013-01-22,243.65
2013-01-23,241.2
2013-01-24,230.3
2013-01-25,237.3
2013-01-28,238.65
2013-01-29,239.2
2013-01-30,241.25
2013-01-31,239.3
2013-02-01,238.5
2013-02-04,236.95
2013-02-05,236.0
2013-02-06,235.25
2013-02-07,235.35
2013-02-08,236.9
2013-02-11,235.05
2013-02-12,232.0
2013-02-13,225.9
2013-02-14,219.2
2013-02-15,215.4
2013-02-18,221.8
2013-02-19,243.2
2013-02-20,233.3
2013-02-21,223.45
2013-02-22,231.35
2013-02-25,222.0
2013-02-26,212.95
2013-02-27,211.8
2013-02-28,214.15
2013-03-01,210.95
2013-03-04,211.2
2013-03-05,215.15
2013-03-06,217.85
2013-03-07,226.4
2013-03-08,226.3
2013-03-11,223.8
2013-03-12,216.0
2013-03-13,212.45
2013-03-14,211.9
2013-03-15,208.95
2013-03-18,210.1
2013-03-19,206.85
2013-03-20,202.8
2013-03-21,200.1
2013-03-22,200.0
2013-03-25,195.5
2013-03-26,195.4
2013-03-28,195.45
2013-04-01,201.25
2013-04-02,231.5
2013-04-03,213.2
2013-04-04,209.65
2013-04-05,207.25
2013-04-08,206.55
2013-04-09,207.65
2013-04-10,200.5
2013-04-11,207.3
2013-04-12,201.8
2013-04-15,199.35
2013-04-16,197.5
2013-04-17,200.75
2013-04-18,204.6
2013-04-22,206.95
2013-04-23,208.25
2013-04-25,210.0
2013-04-26,210.55
2013-04-29,209.55
2013-04-30,211.25
2013-05-02,212.1
2013-05-03,207.35
2013-05-06,211.2
2013-05-07,212.4
2013-05-08,213.4
2013-05-09,212.0
2013-05-10,212.05
2013-05-11,212.65
2013-05-13,212.15
2013-05-14,212.05
2013-05-15,212.1
2013-05-16,214.1
2013-05-17,216.45
2013-05-20,222.4
2013-05-21,221.75
2013-05-22,220.8
2013-05-23,211.85
2013-05-24,206.25
2013-05-27,204.25
2013-05-28,205.8
2013-05-29,203.3
2013-05-30,204.05
2013-05-31,199.75
2013-06-03,198.15
2013-06-04,193.8
2013-06-05,192.9
2013-06-06,193.4
2013-06-07,190.7
2013-06-10,190.95
2013-06-11,190.1
2013-06-12,185.1
2013-06-13,183.05
2013-06-14,187.55
2013-06-17,184.9
2013-06-18,183.1
2013-06-19,187.15
2013-06-20,181.75
2013-06-21,179.75
2013-06-24,175.7
2013-06-25,175.85
2013-06-26,174.4
2013-06-27,171.35
2013-06-28,178.1
2013-07-01,183.85
2013-07-02,179.1
2013-07-03,174.2
2013-07-04,175.95
2013-07-05,172.55
2013-07-08,176.3
2013-07-09,176.4
2013-07-10,179.95
2013-07-11,174.75
2013-07-12,173.1
2013-07-15,176.65
2013-07-16,176.0
2013-07-17,174.95
2013-07-18,173.65
2013-07-19,179.6
2013-07-22,172.85
2013-07-23,162.45
2013-07-24,169.15
2013-07-25,163.35
2013-07-26,161.3
2013-07-29,165.6
2013-07-30,165.0
2013-07-31,167.0
2013-08-01,166.0
2013-08-02,157.3
2013-08-05,158.1
2013-08-06,153.65
2013-08-07,153.6
2013-08-08,156.5
2013-08-12,157.0
2013-08-13,158.85
2013-08-14,156.1
2013-08-16,152.2
2013-08-19,150.95
2013-08-20,149.05
2013-08-21,148.1
2013-08-22,153.5
2013-08-23,150.3
2013-08-26,147.15
2013-08-27,145.55
2013-08-28,147.4
2013-08-29,148.0
2013-08-30,149.75
2013-09-02,151.75
2013-09-03,150.35
2013-09-04,149.65
2013-09-05,153.65
2013-09-06,152.45
2013-09-10,155.75
2013-09-11,153.5
2013-09-12,157.25
2013-09-13,150.45
2013-09-16,152.2
2013-09-17,151.9
2013-09-18,149.75
2013-09-19,149.1
2013-09-20,146.7
2013-09-23,148.75
2013-09-24,145.05
2013-09-25,145.9
2013-09-26,160.55
2013-09-27,159.15
2013-09-30,154.9
2013-10-01,157.0
2013-10-03,160.15
2013-10-04,155.7
2013-10-07,157.55
2013-10-08,158.0
2013-10-09,158.0
2013-10-10,159.7
2013-10-11,162.15
2013-10-14,162.55
2013-10-15,156.45
2013-10-17,156.3
2013-10-18,154.8
2013-10-21,163.65
2013-10-22,161.45
2013-10-23,167.9
2013-10-24,179.3
2013-10-25,174.3
2013-10-28,169.95
2013-10-29,168.55
2013-10-30,169.7
2013-10-31,171.85
2013-11-01,175.9
2013-11-03,176.5
2013-11-05,176.5
2013-11-06,189.95
2013-11-07,183.65
2013-11-08,183.1
2013-11-11,182.8
2013-11-12,178.2
2013-11-13,176.15
2013-11-14,179.2
2013-11-18,176.95
2013-11-19,174.45
2013-11-20,181.25
2013-11-21,174.9
2013-11-22,176.45
2013-11-25,193.25
2013-11-26,198.5
2013-11-27,195.05
2013-11-28,196.25
2013-11-29,191.55
2013-12-02,204.2
2013-12-03,204.0
2013-12-04,197.3
2013-12-05,199.25
2013-12-06,194.2
2013-12-09,192.75
2013-12-10,188.45
2013-12-11,186.0
2013-12-12,191.2
2013-12-13,183.85
2013-12-16,181.75
2013-12-17,187.95
2013-12-18,187.0
2013-12-19,184.35
2013-12-20,182.65
2013-12-23,185.1
2013-12-24,195.3
2013-12-26,196.0
2013-12-27,196.7
2013-12-30,196.05
2013-12-31,195.9
