Date,SUNPHARMA
2013-01-01,739.5
2013-01-02,740.9
2013-01-03,733.85
2013-01-04,735.15
2013-01-07,744.15
2013-01-08,754.45
2013-01-09,761.2
2013-01-10,754.25
2013-01-11,739.25
2013-01-14,735.3
2013-01-15,730.2
2013-01-16,719.35
2013-01-17,717.0
2013-01-18,712.05
2013-01-21,699.85
2013-01-22,710.7
2013-01-23,709.75
2013-01-24,710.25
2013-01-25,728.7
2013-01-28,720.55
2013-01-29,711.35
2013-01-30,708.85
2013-01-31,718.0
2013-02-01,719.9
2013-02-04,719.7
2013-02-05,749.5
2013-02-06,748.5
2013-02-07,749.5
2013-02-08,746.1
2013-02-11,749.35
2013-02-12,771.7
2013-02-13,775.45
2013-02-14,778.95
2013-02-15,786.2
2013-02-18,788.05
2013-02-19,792.65
2013-02-20,799.3
2013-02-21,797.5
2013-02-22,811.55
2013-02-25,822.05
2013-02-26,799.4
2013-02-27,798.85
2013-02-28,802.15
2013-03-01,799.35
2013-03-04,799.1
2013-03-05,798.95
2013-03-06,797.5
2013-03-07,810.25
2013-03-08,817.95
2013-03-11,833.4
2013-03-12,827.35
2013-03-13,837.4
2013-03-14,830.15
2013-03-15,833.6
2013-03-18,832.45
2013-03-19,839.05
2013-03-20,838.25
2013-03-21,831.3
2013-03-22,820.5
2013-03-25,820.45
2013-03-26,823.7
2013-03-28,818.95
2013-04-01,812.65
2013-04-02,851.3
2013-04-03,864.3
2013-04-04,859.95
2013-04-05,859.35
2013-04-08,865.45
2013-04-09,867.8
2013-04-10,857.45
2013-04-11,872.35
2013-04-12,869.75
2013-04-15,873.0
2013-04-16,889.4
2013-04-17,914.25
2013-04-18,916.25
2013-04-22,927.05
2013-04-23,949.95
2013-04-25,979.6
2013-04-26,956.1
2013-04-29,940.5
2013-04-30,951.05
2013-05-02,967.05
2013-05-03,984.7
2013-05-06,982.15
2013-05-07,990.95
2013-05-08,985.55
2013-05-09,948.25
2013-05-10,935.05
2013-05-11,952.75
2013-05-13,943.9
2013-05-14,963.7
2013-05-15,974.05
2013-05-16,968.85
2013-05-17,966.15
2013-05-20,965.95
2013-05-21,973.95
2013-05-22,1001.9
2013-05-23,1006.0
2013-05-24,968.85
2013-05-27,1013.7
2013-05-28,996.25
2013-05-29,1065.75
2013-05-30,1074.2
2013-05-31,1044.1
2013-06-03,1017.65
2013-06-04,1018.25
2013-06-05,1037.0
2013-06-06,1018.1
2013-06-07,1012.45
2013-06-10,998.65
2013-06-11,982.4
2013-06-12,980.7
2013-06-13,949.4
2013-06-14,953.55
2013-06-17,972.7
2013-06-18,971.9
2013-06-19,961.25
2013-06-20,969.35
2013-06-21,948.5
2013-06-24,947.15
2013-06-25,948.75
2013-06-26,939.2
2013-06-27,971.6
2013-06-28,1011.55
2013-07-01,1005.0
2013-07-02,1007.85
2013-07-03,1019.75
2013-07-04,1030.7
2013-07-05,1035.75
2013-07-08,1042.65
2013-07-09,1079.7
2013-07-10,1081.45
2013-07-11,1095.35
2013-07-12,1108.7
2013-07-15,1110.95
2013-07-16,1119.6
2013-07-17,1112.8
2013-07-18,1118.4
2013-07-19,1080.15
2013-07-22,1110.0
2013-07-23,1106.5
2013-07-24,1127.25
2013-07-25,1095.3
2013-07-26,1117.3
2013-07-29,569.25
2013-07-30,575.65
2013-07-31,565.3
2013-08-01,568.25
2013-08-02,555.2
2013-08-05,549.5
2013-08-06,538.3
2013-08-07,522.05
2013-08-08,505.7
2013-08-12,541.7
2013-08-13,547.45
2013-08-14,550.55
2013-08-16,542.45
2013-08-19,520.1
2013-08-20,507.35
2013-08-21,482.45
2013-08-22,502.2
2013-08-23,507.35
2013-08-26,517.0
2013-08-27,496.85
2013-08-28,505.4
2013-08-29,510.65
2013-08-30,521.2
2013-09-02,528.45
2013-09-03,512.8
2013-09-04,519.8
2013-09-05,518.6
2013-09-06,528.55
2013-09-10,549.7
2013-09-11,561.35
2013-09-12,556.85
2013-09-13,563.75
2013-09-16,563.6
2013-09-17,544.5
2013-09-18,549.3
2013-09-19,557.9
2013-09-20,566.1
2013-09-23,557.95
2013-09-24,556.15
2013-09-25,569.0
2013-09-26,581.3
2013-09-27,589.85
2013-09-30,593.3
2013-10-01,590.0
2013-10-03,600.9
2013-10-04,600.45
2013-10-07,604.5
2013-10-08,614.15
2013-10-09,645.35
2013-10-10,639.55
2013-10-11,625.95
2013-10-14,626.1
2013-10-15,623.65
2013-10-17,620.3
2013-10-18,632.15
2013-10-21,630.95
2013-10-22,638.45
2013-10-23,621.35
2013-10-24,621.5
2013-10-25,610.85
2013-10-28,603.85
2013-10-29,617.95
2013-10-30,618.5
2013-10-31,608.8
2013-11-01,604.6
2013-11-03,609.9
2013-11-05,591.85
2013-11-06,602.4
2013-11-07,605.8
2013-11-08,601.45
2013-11-11,596.1
2013-11-12,597.95
2013-11-13,608.1
2013-11-14,598.75
2013-11-18,610.75
2013-11-19,606.15
2013-11-20,597.15
2013-11-21,581.15
2013-11-22,574.95
2013-11-25,580.85
2013-11-26,572.9
2013-11-27,570.15
2013-11-28,570.8
2013-11-29,572.0
2013-12-02,595.35
2013-12-03,592.9
2013-12-04,590.85
2013-12-05,576.6
2013-12-06,581.3
2013-12-09,586.45
2013-12-10,585.9
2013-12-11,583.35
2013-12-12,574.35
2013-12-13,571.15
2013-12-16,556.15
2013-12-17,568.15
2013-12-18,573.15
2013-12-19,582.9
2013-12-20,578.9
2013-12-23,576.25
2013-12-24,567.3
2013-12-26,569.9
2013-12-27,575.95
2013-12-30,569.5
2013-12-31,567.45
