Date,BANKINDIA
2013-01-01,359.6
2013-01-02,360.3
2013-01-03,362.1
2013-01-04,364.6
2013-01-07,364.3
2013-01-08,365.05
2013-01-09,368.8
2013-01-10,365.8
2013-01-11,363.9
2013-01-14,381.05
2013-01-15,384.85
2013-01-16,379.45
2013-01-17,381.85
2013-01-18,385.5
2013-01-21,381.15
2013-01-22,372.55
2013-01-23,359.2
2013-01-24,348.0
2013-01-25,363.75
2013-01-28,355.25
2013-01-29,340.95
2013-01-30,334.0
2013-01-31,353.0
2013-02-01,353.75
2013-02-04,340.65
2013-02-05,341.75
2013-02-06,349.05
2013-02-07,343.7
2013-02-08,341.8
2013-02-11,346.9
2013-02-12,341.05
2013-02-13,336.9
2013-02-14,337.95
2013-02-15,339.4
2013-02-18,343.6
2013-02-19,349.2
2013-02-20,344.55
2013-02-21,340.1
2013-02-22,343.45
2013-02-25,338.8
2013-02-26,327.9
2013-02-27,337.35
2013-02-28,318.0
2013-03-01,317.9
2013-03-04,309.2
2013-03-05,315.2
2013-03-06,314.65
2013-03-07,314.0
2013-03-08,319.4
2013-03-11,323.2
2013-03-12,322.2
2013-03-13,313.15
2013-03-14,321.05
2013-03-15,322.95
2013-03-18,326.7
2013-03-19,312.7
2013-03-20,299.0
2013-03-21,285.0
2013-03-22,292.85
2013-03-25,288.75
2013-03-26,290.3
2013-03-28,302.85
2013-04-01,308.75
2013-04-02,318.9
2013-04-03,306.55
2013-04-04,305.85
2013-04-05,307.15
2013-04-08,300.05
2013-04-09,295.65
2013-04-10,300.35
2013-04-11,296.5
2013-04-12,302.75
2013-04-15,313.85
2013-04-16,319.5
2013-04-17,316.1
2013-04-18,330.35
2013-04-22,342.15
2013-04-23,335.25
2013-04-25,337.35
2013-04-26,325.85
2013-04-29,327.65
2013-04-30,328.0
2013-05-02,334.35
2013-05-03,327.6
2013-05-06,330.75
2013-05-07,332.35
2013-05-08,325.7
2013-05-09,333.15
2013-05-10,337.2
2013-05-11,339.35
2013-05-13,324.25
2013-05-14,321.35
2013-05-15,328.45
2013-05-16,321.7
2013-05-17,324.75
2013-05-20,321.6
2013-05-21,324.85
2013-05-22,316.4
2013-05-23,307.55
2013-05-24,299.3
2013-05-27,298.2
2013-05-28,301.1
2013-05-29,296.15
2013-05-30,297.15
2013-05-31,287.75
2013-06-03,290.5
2013-06-04,289.65
2013-06-05,290.1
2013-06-06,293.7
2013-06-07,290.4
2013-06-10,286.85
2013-06-11,285.4
2013-06-12,285.65
2013-06-13,280.1
2013-06-14,283.65
2013-06-17,281.25
2013-06-18,279.65
2013-06-19,280.1
2013-06-20,260.35
2013-06-21,243.8
2013-06-24,228.95
2013-06-25,222.55
2013-06-26,222.2
2013-06-27,221.1
2013-06-28,232.4
2013-07-01,242.05
2013-07-02,234.9
2013-07-03,220.2
2013-07-04,224.6
2013-07-05,225.3
2013-07-08,225.65
2013-07-09,230.55
2013-07-10,226.7
2013-07-11,231.05
2013-07-12,227.85
2013-07-15,231.25
2013-07-16,220.9
2013-07-17,213.9
2013-07-18,218.3
2013-07-19,211.5
2013-07-22,211.15
2013-07-23,215.2
2013-07-24,196.6
2013-07-25,191.6
2013-07-26,183.0
2013-07-29,180.1
2013-07-30,174.15
2013-07-31,184.7
2013-08-01,179.15
2013-08-02,169.65
2013-08-05,175.65
2013-08-06,165.85
2013-08-07,172.2
2013-08-08,169.25
2013-08-12,176.55
2013-08-13,179.5
2013-08-14,180.2
2013-08-16,162.65
2013-08-19,153.8
2013-08-20,151.4
2013-08-21,145.25
2013-08-22,146.95
2013-08-23,147.5
2013-08-26,146.85
2013-08-27,137.3
2013-08-28,131.05
2013-08-29,133.05
2013-08-30,142.3
2013-09-02,144.5
2013-09-03,134.65
2013-09-04,136.6
2013-09-05,145.3
2013-09-06,145.25
2013-09-10,151.55
2013-09-11,167.35
2013-09-12,165.75
2013-09-13,170.4
2013-09-16,172.45
2013-09-17,171.95
2013-09-18,176.9
2013-09-19,191.9
2013-09-20,184.3
2013-09-23,171.1
2013-09-24,163.35
2013-09-25,163.7
2013-09-26,164.8
2013-09-27,163.25
2013-09-30,157.95
2013-10-01,166.3
2013-10-03,174.3
2013-10-04,174.5
2013-10-07,176.3
2013-10-08,177.05
2013-10-09,184.15
2013-10-10,186.05
2013-10-11,185.3
2013-10-14,186.6
2013-10-15,174.4
2013-10-17,168.2
2013-10-18,172.45
2013-10-21,175.25
2013-10-22,176.85
2013-10-23,186.05
2013-10-24,186.15
2013-10-25,181.8
2013-10-28,176.65
2013-10-29,179.9
2013-10-30,172.8
2013-10-31,209.9
2013-11-01,221.45
2013-11-03,223.85
2013-11-05,238.05
2013-11-06,230.7
2013-11-07,220.75
2013-11-08,219.9
2013-11-11,216.05
2013-11-12,212.3
2013-11-13,212.05
2013-11-14,223.15
2013-11-18,240.75
2013-11-19,234.95
2013-11-20,225.4
2013-11-21,213.2
2013-11-22,209.6
2013-11-25,217.05
2013-11-26,205.85
2013-11-27,209.55
2013-11-28,208.5
2013-11-29,217.15
2013-12-02,219.45
2013-12-03,210.95
2013-12-04,211.6
2013-12-05,217.25
2013-12-06,220.4
2013-12-09,226.3
2013-12-10,220.2
2013-12-11,215.95
2013-12-12,215.2
2013-12-13,209.35
2013-12-16,206.8
2013-12-17,205.75
2013-12-18,216.7
2013-12-19,210.85
2013-12-20,215.6
2013-12-23,220.05
2013-12-24,226.6
2013-12-26,228.85
2013-12-27,236.2
2013-12-30,235.6
2013-12-31,237.95
