Date,GOLDSHARE
2013-01-01,2927.9
2013-01-02,2933.9
2013-01-03,2960.15
2013-01-04,2914.55
2013-01-07,2934.2
2013-01-08,2916.65
2013-01-09,2921.45
2013-01-10,2915.35
2013-01-11,2917.9
2013-01-14,2905.25
2013-01-15,2910.35
2013-01-16,2916.5
2013-01-17,2902.3
2013-01-18,2901.25
2013-01-21,2900.25
2013-01-22,2927.2
2013-01-23,2920.55
2013-01-24,2904.05
2013-01-25,2905.65
2013-01-28,2902.25
2013-01-29,2901.5
2013-01-30,2879.2
2013-01-31,2891.0
2013-02-01,2884.0
2013-02-04,2884.95
2013-02-05,2891.9
2013-02-06,2891.2
2013-02-07,2897.25
2013-02-08,2885.7
2013-02-11,2882.3
2013-02-12,2873.85
2013-02-13,2871.35
2013-02-14,2866.3
2013-02-15,2863.65
2013-02-18,2839.8
2013-02-19,2827.7
2013-02-20,2813.0
2013-02-21,2780.05
2013-02-22,2794.2
2013-02-25,2779.8
2013-02-26,2793.4
2013-02-27,2799.6
2013-02-28,2798.75
2013-03-01,2782.05
2013-03-04,2792.1
2013-03-05,2785.9
2013-03-06,2779.6
2013-03-07,2780.95
2013-03-08,2768.7
2013-03-11,2763.9
2013-03-12,2762.05
2013-03-13,2770.8
2013-03-14,2761.55
2013-03-15,2768.05
2013-03-18,2788.8
2013-03-19,2796.95
2013-03-20,2808.4
2013-03-21,2795.45
2013-03-22,2796.5
2013-03-25,2776.05
2013-03-26,2781.25
2013-03-28,2784.85
2013-04-01,2794.2
2013-04-02,2776.65
2013-04-03,2741.0
2013-04-04,2720.2
2013-04-05,2734.65
2013-04-08,2768.4
2013-04-09,2757.55
2013-04-10,2771.0
2013-04-11,2750.7
2013-04-12,2722.45
2013-04-15,2507.5
2013-04-16,2447.15
2013-04-17,2454.1
2013-04-18,2463.65
2013-04-22,2523.85
2013-04-23,2526.7
2013-04-25,2574.55
2013-04-26,2591.7
2013-04-29,2589.2
2013-04-30,2575.55
2013-05-02,2557.75
2013-05-03,2578.6
2013-05-06,2569.95
2013-05-07,2543.75
2013-05-08,2535.95
2013-05-09,2565.2
2013-05-10,2560.85
2013-05-11,2573.3
2013-05-13,2587.6
2013-05-14,2563.05
2013-05-15,2552.7
2013-05-16,2512.1
2013-05-17,2493.05
2013-05-20,2446.95
2013-05-21,2476.5
2013-05-22,2480.5
2013-05-23,2480.4
2013-05-24,2477.7
2013-05-27,2484.45
2013-05-28,2474.6
2013-05-29,2490.2
2013-05-30,2519.85
2013-05-31,2553.3
2013-06-03,2532.9
2013-06-04,2541.05
2013-06-05,2533.5
2013-06-06,2569.0
2013-06-07,2597.3
2013-06-10,2587.55
2013-06-11,2571.45
2013-06-12,2566.05
2013-06-13,2578.85
2013-06-14,2555.8
2013-06-17,2577.9
2013-06-18,2608.9
2013-06-19,2604.9
2013-06-20,2537.2
2013-06-21,2508.25
2013-06-24,2506.45
2013-06-25,2501.8
2013-06-26,2432.55
2013-06-27,2433.25
2013-06-28,2379.95
2013-07-01,2440.65
2013-07-02,2463.85
2013-07-03,2454.15
2013-07-04,2458.55
2013-07-05,2445.45
2013-07-08,2438.65
2013-07-09,2457.8
2013-07-10,2454.45
2013-07-11,2496.1
2013-07-12,2495.2
2013-07-15,2499.85
2013-07-16,2485.65
2013-07-17,2494.15
2013-07-18,2488.75
2013-07-19,2505.55
2013-07-22,2550.0
2013-07-23,2590.75
2013-07-24,2587.35
2013-07-25,2559.55
2013-07-26,2584.8
2013-07-29,2612.0
2013-07-30,2628.4
2013-07-31,2657.95
2013-08-01,2640.95
2013-08-02,2594.3
2013-08-05,2657.95
2013-08-06,2644.6
2013-08-07,2609.55
2013-08-08,2633.0
2013-08-12,2701.95
2013-08-13,2752.75
2013-08-14,2749.0
2013-08-16,2852.05
2013-08-19,2898.5
2013-08-20,2890.0
2013-08-21,2913.5
2013-08-22,2924.45
2013-08-23,2902.25
2013-08-26,2950.05
2013-08-27,2977.7
2013-08-28,3005.2
2013-08-29,2992.45
2013-08-30,2900.25
2013-09-02,2891.35
2013-09-03,2997.2
