Date,PFIZER
2013-01-01,1196.05
2013-01-02,1174.1
2013-01-03,1169.85
2013-01-04,1167.75
2013-01-07,1166.75
2013-01-08,1169.45
2013-01-09,1169.65
2013-01-10,1172.95
2013-01-11,1170.55
2013-01-14,1178.75
2013-01-15,1174.25
2013-01-16,1168.5
2013-01-17,1161.5
2013-01-18,1177.85
2013-01-21,1167.6
2013-01-22,1167.7
2013-01-23,1161.95
2013-01-24,1147.8
2013-01-25,1150.85
2013-01-28,1150.95
2013-01-29,1148.2
2013-01-30,1149.9
2013-01-31,1152.45
2013-02-01,1155.2
2013-02-04,1145.4
2013-02-05,1145.1
2013-02-06,1145.35
2013-02-07,1144.75
2013-02-08,1137.6
2013-02-11,1121.9
2013-02-12,1119.2
2013-02-13,1114.25
2013-02-14,1104.6
2013-02-15,1094.15
2013-02-18,1090.85
2013-02-19,1084.5
2013-02-20,1087.7
2013-02-21,1087.7
2013-02-22,1089.25
2013-02-25,1092.55
2013-02-26,1088.4
2013-02-27,1066.75
2013-02-28,1053.8
2013-03-01,1057.05
2013-03-04,1049.6
2013-03-05,1030.4
2013-03-06,1029.55
2013-03-07,1039.05
2013-03-08,1056.2
2013-03-11,1059.15
2013-03-12,1041.95
2013-03-13,1036.65
2013-03-14,1039.4
2013-03-15,1038.95
2013-03-18,1034.4
2013-03-19,1033.0
2013-03-20,1031.35
2013-03-21,1024.35
2013-03-22,1023.25
2013-03-25,1010.3
2013-03-26,1055.95
2013-03-28,1060.05
2013-04-01,1077.4
2013-04-02,1045.2
2013-04-03,1049.4
2013-04-04,1034.4
2013-04-05,1037.3
2013-04-08,1025.2
2013-04-09,1012.6
2013-04-10,1005.5
2013-04-11,999.85
2013-04-12,1002.2
2013-04-15,1004.15
2013-04-16,999.65
2013-04-17,1001.1
2013-04-18,1000.5
2013-04-22,1001.25
2013-04-23,999.9
2013-04-25,1020.55
2013-04-26,1016.75
2013-04-29,1027.15
2013-04-30,1037.6
2013-05-02,1052.45
2013-05-03,1039.2
2013-05-06,1047.8
2013-05-07,1047.5
2013-05-08,1049.85
2013-05-09,1032.1
2013-05-10,1058.5
2013-05-11,1072.75
2013-05-13,1085.15
2013-05-14,1083.9
2013-05-15,1113.6
2013-05-16,1093.35
2013-05-17,1063.15
2013-05-20,1077.85
2013-05-21,1061.75
2013-05-22,1055.9
2013-05-23,1044.2
2013-05-24,1043.3
2013-05-27,1042.95
2013-05-28,1040.6
2013-05-29,1035.75
2013-05-30,1029.6
2013-05-31,1049.0
2013-06-03,1036.45
2013-06-04,1051.4
2013-06-05,1049.15
2013-06-06,1047.05
2013-06-07,1071.75
2013-06-10,1058.0
2013-06-11,1062.8
2013-06-12,1061.15
2013-06-13,1087.9
2013-06-14,1086.3
2013-06-17,1087.35
2013-06-18,1085.25
2013-06-19,1085.15
2013-06-20,1079.0
2013-06-21,1071.75
2013-06-24,1078.2
2013-06-25,1081.05
2013-06-26,1085.75
2013-06-27,1079.6
2013-06-28,1084.15
2013-07-01,1075.9
2013-07-02,1066.7
2013-07-03,1070.0
2013-07-04,1069.65
2013-07-05,1071.1
2013-07-08,1070.55
2013-07-09,1059.8
2013-07-10,1061.25
2013-07-11,1052.9
2013-07-12,1074.9
2013-07-15,1075.85
2013-07-16,1077.45
2013-07-17,1061.4
2013-07-18,1066.2
2013-07-19,1075.7
2013-07-22,1066.5
2013-07-23,1071.6
2013-07-24,1055.8
2013-07-25,1050.65
2013-07-26,1030.5
2013-07-29,1069.85
2013-07-30,1050.45
2013-07-31,1059.25
2013-08-01,1058.95
2013-08-02,1050.35
2013-08-05,1049.7
2013-08-06,1049.85
2013-08-07,1064.05
2013-08-08,1062.7
2013-08-12,1053.35
2013-08-13,1050.75
2013-08-14,1054.05
2013-08-16,1047.25
2013-08-19,1050.7
2013-08-20,1058.25
2013-08-21,1064.3
2013-08-22,1075.1
2013-08-23,1096.35
2013-08-26,1101.2
2013-08-27,1084.2
2013-08-28,1029.2
2013-08-29,1030.0
2013-08-30,1041.05
2013-09-02,1033.1
2013-09-03,1028.2
2013-09-04,1043.4
2013-09-05,1032.55
2013-09-06,1026.05
2013-09-10,1051.55
2013-09-11,1048.95
2013-09-12,1076.55
2013-09-13,1067.9
2013-09-16,1056.05
2013-09-17,1046.3
2013-09-18,1045.1
2013-09-19,1048.3
2013-09-20,1050.15
2013-09-23,1049.0
2013-09-24,1049.65
2013-09-25,1049.3
2013-09-26,1049.2
2013-09-27,1054.55
2013-09-30,1085.75
