Date,MRF
2013-01-01,13243.25
2013-01-02,13316.2
2013-01-03,13279.1
2013-01-04,13361.1
2013-01-07,13288.8
2013-01-08,13346.2
2013-01-09,13786.45
2013-01-10,13647.3
2013-01-11,13473.4
2013-01-14,13509.05
2013-01-15,13557.85
2013-01-16,13404.25
2013-01-17,13283.35
2013-01-18,13336.4
2013-01-21,13450.0
2013-01-22,13419.8
2013-01-23,13234.05
2013-01-24,13064.05
2013-01-25,13286.1
2013-01-28,13260.45
2013-01-29,13060.5
2013-01-30,13098.75
2013-01-31,13138.85
2013-02-01,13220.7
2013-02-04,13233.75
2013-02-05,13146.7
2013-02-06,13245.6
2013-02-07,13169.75
2013-02-08,13408.9
2013-02-11,13313.1
2013-02-12,13206.3
2013-02-13,12907.75
2013-02-14,12313.7
2013-02-15,12486.8
2013-02-18,12463.35
2013-02-19,12620.45
2013-02-20,12689.5
2013-02-21,12353.6
2013-02-22,12388.85
2013-02-25,12294.9
2013-02-26,12220.45
2013-02-27,12200.8
2013-02-28,11427.75
2013-03-01,11572.7
2013-03-04,11593.0
2013-03-05,11902.85
2013-03-06,12181.3
2013-03-07,12597.2
2013-03-08,12977.25
2013-03-11,12909.65
2013-03-12,12785.8
2013-03-13,12657.55
2013-03-14,12923.9
2013-03-15,12711.9
2013-03-18,12602.05
2013-03-19,12394.6
2013-03-20,11966.5
2013-03-21,11674.0
2013-03-22,11610.05
2013-03-25,11676.15
2013-03-26,11617.95
2013-03-28,11971.8
2013-04-01,12073.8
2013-04-02,12190.85
2013-04-03,11985.4
2013-04-04,11772.8
2013-04-05,11886.6
2013-04-08,11827.8
2013-04-09,11547.35
2013-04-10,11694.95
2013-04-11,11675.85
2013-04-12,11713.3
2013-04-15,11865.65
2013-04-16,12349.75
2013-04-17,12303.6
2013-04-18,12901.45
2013-04-22,13224.55
2013-04-23,13827.7
2013-04-25,13672.65
2013-04-26,13592.7
2013-04-29,13663.45
2013-04-30,13379.35
2013-05-02,13395.3
2013-05-03,13567.5
2013-05-06,14118.8
2013-05-07,14183.95
2013-05-08,14616.7
2013-05-09,14739.95
2013-05-10,14837.5
2013-05-11,14832.1
2013-05-13,14652.85
2013-05-14,14850.15
2013-05-15,15152.4
2013-05-16,15178.65
2013-05-17,14992.4
2013-05-20,15001.35
2013-05-21,15182.7
2013-05-22,15373.4
2013-05-23,14916.4
2013-05-24,15267.75
2013-05-27,15397.25
2013-05-28,15382.15
2013-05-29,15141.05
2013-05-30,15005.45
2013-05-31,14895.1
2013-06-03,15032.8
2013-06-04,15169.35
2013-06-05,15274.7
2013-06-06,15200.6
2013-06-07,14992.35
2013-06-10,14752.35
2013-06-11,14460.2
2013-06-12,14677.7
2013-06-13,14331.35
2013-06-14,14311.9
2013-06-17,14298.1
2013-06-18,14164.75
2013-06-19,14109.15
2013-06-20,13769.25
2013-06-21,12933.15
2013-06-24,12305.9
2013-06-25,12652.55
2013-06-26,12355.3
2013-06-27,12524.1
2013-06-28,12926.15
2013-07-01,12918.45
2013-07-02,12804.7
2013-07-03,12305.7
2013-07-04,12431.9
2013-07-05,12269.95
2013-07-08,12207.9
2013-07-09,12475.95
2013-07-10,12501.15
2013-07-11,12661.4
2013-07-12,12605.2
