Date,MARUTI
2013-01-01,1514.4
2013-01-02,1557.4
2013-01-03,1543.3
2013-01-04,1545.45
2013-01-07,1584.6
2013-01-08,1574.85
2013-01-09,1569.6
2013-01-10,1572.3
2013-01-11,1565.25
2013-01-14,1539.1
2013-01-15,1546.0
2013-01-16,1493.2
2013-01-17,1494.1
2013-01-18,1547.45
2013-01-21,1574.6
2013-01-22,1570.1
2013-01-23,1573.7
2013-01-24,1538.8
2013-01-25,1599.45
2013-01-28,1608.15
2013-01-29,1593.05
2013-01-30,1601.9
2013-01-31,1581.6
2013-02-01,1609.7
2013-02-04,1599.4
2013-02-05,1600.35
2013-02-06,1627.85
2013-02-07,1622.35
2013-02-08,1587.7
2013-02-11,1558.8
2013-02-12,1558.95
2013-02-13,1532.45
2013-02-14,1485.25
2013-02-15,1475.05
2013-02-18,1479.8
2013-02-19,1511.25
2013-02-20,1508.3
2013-02-21,1467.5
2013-02-22,1438.4
2013-02-25,1444.1
2013-02-26,1404.3
2013-02-27,1408.55
2013-02-28,1354.35
2013-03-01,1424.4
2013-03-04,1398.75
2013-03-05,1430.75
2013-03-06,1424.45
2013-03-07,1449.35
2013-03-08,1428.95
2013-03-11,1417.95
2013-03-12,1417.0
2013-03-13,1374.25
2013-03-14,1418.8
2013-03-15,1406.7
2013-03-18,1361.05
2013-03-19,1364.65
2013-03-20,1342.6
2013-03-21,1306.95
2013-03-22,1305.55
2013-03-25,1285.2
2013-03-26,1293.25
2013-03-28,1281.2
2013-04-01,1283.8
2013-04-02,1307.8
2013-04-03,1303.5
2013-04-04,1311.1
2013-04-05,1406.3
2013-04-08,1420.15
2013-04-09,1407.4
2013-04-10,1412.6
2013-04-11,1428.05
2013-04-12,1408.45
2013-04-15,1422.9
2013-04-16,1482.05
2013-04-17,1494.5
2013-04-18,1524.6
2013-04-22,1540.45
2013-04-23,1536.35
2013-04-25,1590.95
2013-04-26,1673.15
2013-04-29,1683.5
2013-04-30,1669.6
2013-05-02,1679.8
2013-05-03,1665.4
2013-05-06,1692.4
2013-05-07,1692.8
2013-05-08,1680.85
2013-05-09,1660.15
2013-05-10,1727.95
2013-05-11,1734.65
2013-05-13,1705.0
2013-05-14,1703.9
2013-05-15,1739.05
2013-05-16,1728.2
2013-05-17,1708.7
2013-05-20,1742.25
2013-05-21,1697.4
2013-05-22,1687.6
2013-05-23,1647.5
2013-05-24,1674.9
2013-05-27,1648.75
2013-05-28,1655.1
2013-05-29,1634.15
2013-05-30,1637.5
2013-05-31,1605.6
2013-06-03,1568.55
2013-06-04,1546.8
2013-06-05,1568.25
2013-06-06,1587.1
2013-06-07,1554.9
2013-06-10,1521.85
2013-06-11,1490.45
2013-06-12,1479.65
2013-06-13,1456.6
2013-06-14,1514.15
2013-06-17,1535.25
2013-06-18,1538.55
2013-06-19,1543.75
2013-06-20,1525.15
2013-06-21,1554.65
2013-06-24,1544.45
2013-06-25,1545.2
2013-06-26,1544.75
2013-06-27,1521.2
2013-06-28,1537.75
2013-07-01,1605.45
2013-07-02,1578.65
2013-07-03,1560.95
2013-07-04,1557.35
2013-07-05,1554.55
2013-07-08,1551.05
2013-07-09,1543.85
2013-07-10,1543.5
2013-07-11,1505.55
2013-07-12,1447.95
2013-07-15,1446.6
2013-07-16,1411.25
2013-07-17,1421.15
2013-07-18,1445.55
2013-07-19,1451.5
2013-07-22,1448.45
2013-07-23,1448.7
2013-07-24,1416.05
2013-07-25,1414.0
2013-07-26,1375.4
2013-07-29,1348.2
2013-07-30,1342.4
2013-07-31,1326.3
2013-08-01,1340.3
2013-08-02,1337.7
2013-08-05,1343.9
2013-08-06,1331.95
2013-08-07,1330.85
2013-08-08,1385.05
2013-08-12,1380.2
2013-08-13,1396.95
2013-08-14,1391.2
2013-08-16,1325.1
2013-08-19,1308.45
2013-08-20,1297.9
2013-08-21,1284.45
2013-08-22,1285.7
2013-08-23,1293.0
2013-08-26,1308.15
2013-08-27,1260.25
2013-08-28,1236.35
2013-08-29,1250.6
2013-08-30,1243.55
2013-09-02,1300.0
2013-09-03,1276.05
2013-09-04,1276.5
2013-09-05,1299.6
2013-09-06,1288.4
2013-09-10,1336.65
2013-09-11,1360.8
2013-09-12,1320.9
2013-09-13,1315.9
2013-09-16,1359.9
