Date,TTML
2013-01-01,12.1
2013-01-02,12.35
2013-01-03,12.5
2013-01-04,12.3
2013-01-07,12.6
2013-01-08,12.8
2013-01-09,12.65
2013-01-10,12.4
2013-01-11,12.05
2013-01-14,12.25
2013-01-15,12.85
2013-01-16,12.35
2013-01-17,12.6
2013-01-18,12.65
2013-01-21,12.55
2013-01-22,12.3
2013-01-23,12.75
2013-01-24,12.3
2013-01-25,12.3
2013-01-28,12.3
2013-01-29,12.1
2013-01-30,11.75
2013-01-31,11.7
2013-02-01,11.75
2013-02-04,11.7
2013-02-05,11.45
2013-02-06,11.7
2013-02-07,11.45
2013-02-08,11.2
2013-02-11,11.35
2013-02-12,11.15
2013-02-13,11.05
2013-02-14,10.6
2013-02-15,10.6
2013-02-18,10.7
2013-02-19,10.85
2013-02-20,11.0
2013-02-21,10.7
2013-02-22,10.75
2013-02-25,10.6
2013-02-26,9.85
2013-02-27,9.95
2013-02-28,9.75
2013-03-01,9.75
2013-03-04,9.2
2013-03-05,9.0
2013-03-06,8.8
2013-03-07,9.1
2013-03-08,9.1
2013-03-11,9.55
2013-03-12,9.3
2013-03-13,9.15
2013-03-14,9.3
2013-03-15,9.05
2013-03-18,9.05
2013-03-19,8.85
2013-03-20,8.55
2013-03-21,8.55
2013-03-22,8.35
2013-03-25,7.65
2013-03-26,7.5
2013-03-28,7.85
2013-04-01,8.7
2013-04-02,8.85
2013-04-03,8.75
2013-04-04,8.5
2013-04-05,8.45
2013-04-08,8.45
2013-04-09,8.45
2013-04-10,8.5
2013-04-11,8.45
2013-04-12,8.15
2013-04-15,8.2
2013-04-16,8.3
2013-04-17,8.35
2013-04-18,8.35
2013-04-22,8.5
2013-04-23,8.4
2013-04-25,8.45
2013-04-26,8.7
2013-04-29,8.6
2013-04-30,8.5
2013-05-02,8.55
2013-05-03,8.7
2013-05-06,8.85
2013-05-07,9.15
2013-05-08,9.2
2013-05-09,9.15
2013-05-10,9.1
2013-05-11,9.1
2013-05-13,8.85
2013-05-14,8.9
2013-05-15,8.9
2013-05-16,8.85
2013-05-17,8.05
2013-05-20,9.65
2013-05-21,10.1
2013-05-22,9.2
2013-05-23,8.5
2013-05-24,8.1
2013-05-27,8.15
2013-05-28,8.0
2013-05-29,8.0
2013-05-30,7.55
2013-05-31,7.5
2013-06-03,7.4
2013-06-04,7.35
2013-06-05,7.2
2013-06-06,7.35
2013-06-07,7.3
2013-06-10,7.15
2013-06-11,6.9
2013-06-12,5.55
2013-06-13,5.8
2013-06-14,5.9
2013-06-17,5.9
2013-06-18,6.05
2013-06-19,6.65
2013-06-20,7.3
2013-06-21,6.95
2013-06-24,6.65
2013-06-25,6.4
2013-06-26,6.25
2013-06-27,6.35
2013-06-28,6.3
2013-07-01,6.6
2013-07-02,6.9
2013-07-03,7.05
2013-07-04,7.0
2013-07-05,7.0
2013-07-08,7.15
2013-07-09,7.05
2013-07-10,7.1
2013-07-11,7.35
2013-07-12,7.1
2013-07-15,6.95
2013-07-16,7.05
2013-07-17,7.4
2013-07-18,7.2
2013-07-19,7.15
2013-07-22,7.05
2013-07-23,7.1
2013-07-24,6.95
2013-07-25,7.0
2013-07-26,6.85
2013-07-29,6.3
2013-07-30,6.45
2013-07-31,6.6
2013-08-01,6.5
2013-08-02,6.25
2013-08-05,6.45
2013-08-06,6.4
2013-08-07,6.2
2013-08-08,6.35
2013-08-12,6.4
2013-08-13,6.4
2013-08-14,6.4
2013-08-16,6.25
2013-08-19,6.05
2013-08-20,6.35
2013-08-21,6.2
2013-08-22,6.2
2013-08-23,6.2
2013-08-26,6.3
2013-08-27,6.05
2013-08-28,6.0
2013-08-29,5.65
2013-08-30,5.85
2013-09-02,5.95
2013-09-03,5.75
2013-09-04,5.9
2013-09-05,6.2
2013-09-06,6.5
2013-09-10,6.4
2013-09-11,6.3
2013-09-12,6.45
2013-09-13,6.35
2013-09-16,6.3
2013-09-17,6.2
2013-09-18,6.25
2013-09-19,6.25
2013-09-20,6.25
2013-09-23,6.2
2013-09-24,6.15
2013-09-25,6.25
2013-09-26,6.25
2013-09-27,7.45
2013-09-30,6.8
2013-10-01,6.85
2013-10-03,6.7
2013-10-04,6.7
2013-10-07,6.75
2013-10-08,6.7
2013-10-09,6.95
2013-10-10,6.9
2013-10-11,6.95
2013-10-14,7.2
2013-10-15,7.05
2013-10-17,6.9
2013-10-18,6.95
2013-10-21,7.05
2013-10-22,8.1
2013-10-23,7.85
2013-10-24,7.6
2013-10-25,7.45
2013-10-28,7.1
2013-10-29,7.15
2013-10-30,7.15
2013-10-31,7.0
2013-11-01,7.1
2013-11-03,7.25
2013-11-05,7.2
2013-11-06,7.7
2013-11-07,7.35
2013-11-08,7.55
2013-11-11,7.4
2013-11-12,7.25
2013-11-13,7.2
2013-11-14,7.25
2013-11-18,7.35
2013-11-19,7.4
2013-11-20,7.3
2013-11-21,7.25
2013-11-22,7.2
2013-11-25,7.2
2013-11-26,6.55
2013-11-27,6.6
2013-11-28,6.7
2013-11-29,6.8
2013-12-02,6.9
2013-12-03,6.9
2013-12-04,7.0
2013-12-05,6.95
2013-12-06,7.0
2013-12-09,6.95
2013-12-10,6.95
2013-12-11,6.85
2013-12-12,7.35
2013-12-13,7.15
2013-12-16,6.95
2013-12-17,6.85
2013-12-18,6.95
2013-12-19,6.85
2013-12-20,7.05
2013-12-23,7.05
2013-12-24,7.2
2013-12-26,7.25
2013-12-27,7.15
2013-12-30,7.35
2013-12-31,7.4
