Date,BAYERCROP
2013-01-01,1292.95
2013-01-02,1283.4
2013-01-03,1267.45
2013-01-04,1250.9
2013-01-07,1254.0
2013-01-08,1242.55
2013-01-09,1238.05
2013-01-10,1230.2
2013-01-11,1212.3
2013-01-14,1228.05
2013-01-15,1229.65
2013-01-16,1233.65
2013-01-17,1211.95
2013-01-18,1218.65
2013-01-21,1206.7
2013-01-22,1203.15
2013-01-23,1198.55
2013-01-24,1196.6
2013-01-25,1198.25
2013-01-28,1179.95
2013-01-29,1180.3
2013-01-30,1212.9
2013-01-31,1199.45
2013-02-01,1199.5
2013-02-04,1190.5
2013-02-05,1188.6
2013-02-06,1168.75
2013-02-07,1133.05
2013-02-08,1139.25
2013-02-11,1140.1
2013-02-12,1129.7
2013-02-13,1110.1
2013-02-14,1101.85
2013-02-15,1112.6
2013-02-18,1114.65
2013-02-19,1127.05
2013-02-20,1142.9
2013-02-21,1133.4
2013-02-22,1131.8
2013-02-25,1128.4
2013-02-26,1121.95
2013-02-27,1124.5
2013-02-28,1099.55
2013-03-01,1100.35
2013-03-04,1098.55
2013-03-05,1112.7
2013-03-06,1104.4
2013-03-07,1105.8
2013-03-08,1117.5
2013-03-11,1133.45
2013-03-12,1128.15
2013-03-13,1110.95
2013-03-14,1110.55
2013-03-15,1110.6
2013-03-18,1104.35
2013-03-19,1086.95
2013-03-20,1078.45
2013-03-21,1101.3
2013-03-22,1111.3
2013-03-25,1150.9
2013-03-26,1174.85
2013-03-28,1205.25
2013-04-01,1168.25
2013-04-02,1166.45
2013-04-03,1161.5
2013-04-04,1148.55
2013-04-05,1144.1
2013-04-08,1131.9
2013-04-09,1099.35
2013-04-10,1123.9
2013-04-11,1119.5
2013-04-12,1110.5
2013-04-15,1100.0
2013-04-16,1108.5
2013-04-17,1113.85
2013-04-18,1110.05
2013-04-22,1110.05
2013-04-23,1111.35
2013-04-25,1105.45
2013-04-26,1104.0
2013-04-29,1106.4
2013-04-30,1148.45
2013-05-02,1155.85
2013-05-03,1159.0
2013-05-06,1164.75
2013-05-07,1172.25
2013-05-08,1180.75
2013-05-09,1176.55
2013-05-10,1183.9
2013-05-11,1213.05
2013-05-13,1255.15
2013-05-14,1290.65
2013-05-15,1304.6
2013-05-16,1288.95
2013-05-17,1265.35
2013-05-20,1310.15
2013-05-21,1296.25
2013-05-22,1287.85
2013-05-23,1276.6
2013-05-24,1264.8
2013-05-27,1309.65
2013-05-28,1343.7
2013-05-29,1371.15
2013-05-30,1363.75
2013-05-31,1395.0
2013-06-03,1421.6
2013-06-04,1389.45
2013-06-05,1414.45
2013-06-06,1396.6
2013-06-07,1388.55
2013-06-10,1394.65
2013-06-11,1364.05
2013-06-12,1329.95
2013-06-13,1323.05
2013-06-14,1383.05
2013-06-17,1364.9
2013-06-18,1411.25
2013-06-19,1447.05
2013-06-20,1442.95
2013-06-21,1413.55
2013-06-24,1380.55
2013-06-25,1379.3
2013-06-26,1410.3
2013-06-27,1389.95
2013-06-28,1393.15
2013-07-01,1438.95
2013-07-02,1463.35
2013-07-03,1460.9
2013-07-04,1460.55
2013-07-05,1478.6
2013-07-08,1464.5
2013-07-09,1477.1
2013-07-10,1496.5
2013-07-11,1516.8
2013-07-12,1543.9
2013-07-15,1578.15
2013-07-16,1589.4
2013-07-17,1607.25
2013-07-18,1647.95
2013-07-19,1731.95
2013-07-22,1753.3
2013-07-23,1608.2
2013-07-24,1588.75
2013-07-25,1578.55
2013-07-26,1578.6
2013-07-29,1530.85
2013-07-30,1509.6
2013-07-31,1497.55
2013-08-01,1440.35
2013-08-02,1485.8
2013-08-05,1468.2
2013-08-06,1447.75
2013-08-07,1458.9
2013-08-08,1511.25
2013-08-12,1532.4
2013-08-13,1556.15
2013-08-14,1560.1
2013-08-16,1536.85
2013-08-19,1495.9
2013-08-20,1519.25
2013-08-21,1514.7
2013-08-22,1530.5
2013-08-23,1550.0
2013-08-26,1548.5
2013-08-27,1527.8
2013-08-28,1524.5
2013-08-29,1531.0
2013-08-30,1535.1
2013-09-02,1539.9
2013-09-03,1532.8
2013-09-04,1533.0
2013-09-05,1548.7
2013-09-06,1561.75
2013-09-10,1549.85
2013-09-11,1547.15
2013-09-12,1524.4
2013-09-13,1520.65
2013-09-16,1509.6
2013-09-17,1530.85
2013-09-18,1555.9
2013-09-19,1543.05
2013-09-20,1514.35
2013-09-23,1518.7
2013-09-24,1533.9
2013-09-25,1538.4
2013-09-26,1537.3
2013-09-27,1540.4
2013-09-30,1546.0
2013-10-01,1538.45
2013-10-03,1536.75
2013-10-04,1539.85
2013-10-07,1534.95
2013-10-08,1541.2
2013-10-09,1600.4
2013-10-10,1631.3
2013-10-11,1599.05
2013-10-14,1604.25
2013-10-15,1600.9
2013-10-17,1607.45
2013-10-18,1610.3
2013-10-21,1612.7
2013-10-22,1619.05
2013-10-23,1622.6
2013-10-24,1661.05
2013-10-25,1683.65
2013-10-28,1683.65
2013-10-29,1691.7
2013-10-30,1741.75
2013-10-31,1799.2
