Date,ASTRAL
2013-01-01,382.7
2013-01-02,384.25
2013-01-03,382.8
2013-01-04,381.7
2013-01-07,377.15
2013-01-08,372.35
2013-01-09,375.35
2013-01-10,384.6
2013-01-11,382.05
2013-01-14,383.05
2013-01-15,378.25
2013-01-16,374.6
2013-01-17,369.4
2013-01-18,368.05
2013-01-21,360.45
2013-01-22,358.9
2013-01-23,357.85
2013-01-24,364.85
2013-01-25,362.1
2013-01-28,376.75
2013-01-29,362.95
2013-01-30,360.05
2013-01-31,353.45
2013-02-01,351.05
2013-02-04,351.05
2013-02-05,350.85
2013-02-06,365.95
2013-02-07,369.8
2013-02-08,385.7
2013-02-11,383.25
2013-02-12,385.1
2013-02-13,383.95
2013-02-14,383.5
2013-02-15,386.05
2013-02-18,389.9
2013-02-19,407.4
2013-02-20,402.9
2013-02-21,400.3
2013-02-22,399.4
2013-02-25,400.1
2013-02-26,399.7
2013-02-27,400.1
2013-02-28,399.75
2013-03-01,400.1
2013-03-04,403.1
2013-03-05,400.45
2013-03-06,400.25
2013-03-07,402.95
2013-03-08,400.1
2013-03-11,400.7
2013-03-12,400.1
2013-03-13,400.0
2013-03-14,400.35
2013-03-15,400.05
2013-03-18,400.0
2013-03-19,405.95
2013-03-20,388.8
2013-03-21,375.25
2013-03-22,357.75
2013-03-25,375.5
2013-03-26,360.55
2013-03-28,364.45
2013-04-01,380.15
2013-04-02,387.15
2013-04-03,383.6
2013-04-04,383.6
2013-04-05,380.15
2013-04-08,370.05
2013-04-09,378.15
2013-04-10,370.95
2013-04-11,369.4
2013-04-12,370.95
2013-04-15,370.55
2013-04-16,371.15
2013-04-17,371.0
2013-04-18,376.45
2013-04-22,382.75
2013-04-23,380.2
2013-04-25,375.0
2013-04-26,379.5
2013-04-29,379.65
2013-04-30,380.15
2013-05-02,391.3
2013-05-03,384.8
2013-05-06,385.0
2013-05-07,386.0
2013-05-08,399.75
2013-05-09,400.95
2013-05-10,400.05
2013-05-11,400.0
2013-05-13,406.05
2013-05-14,404.05
2013-05-15,400.9
2013-05-16,425.8
2013-05-17,425.4
2013-05-20,438.7
2013-05-21,515.75
2013-05-22,542.9
2013-05-23,544.5
2013-05-24,537.7
2013-05-27,522.25
2013-05-28,521.25
2013-05-29,530.55
2013-05-30,526.45
2013-05-31,525.0
2013-06-03,531.5
2013-06-04,535.7
2013-06-05,534.0
2013-06-06,529.45
2013-06-07,537.4
2013-06-10,585.75
2013-06-11,564.4
2013-06-12,561.85
2013-06-13,557.95
2013-06-14,569.9
2013-06-17,572.45
2013-06-18,560.8
2013-06-19,562.7
2013-06-20,556.4
2013-06-21,551.0
2013-06-24,546.9
2013-06-25,540.4
2013-06-26,549.25
2013-06-27,555.65
2013-06-28,556.05
2013-07-01,568.95
2013-07-02,567.4
2013-07-03,570.8
2013-07-04,568.8
2013-07-05,566.75
2013-07-08,561.4
2013-07-09,556.5
2013-07-10,571.55
2013-07-11,566.8
2013-07-12,580.45
2013-07-15,579.3
2013-07-16,596.9
2013-07-17,580.65
2013-07-18,589.95
2013-07-19,588.05
2013-07-22,603.25
2013-07-23,611.15
2013-07-24,611.85
2013-07-25,615.05
2013-07-26,601.2
2013-07-29,590.1
2013-07-30,580.1
2013-07-31,543.95
2013-08-01,550.25
2013-08-02,553.85
2013-08-05,549.35
2013-08-06,562.8
2013-08-07,568.35
2013-08-08,556.15
2013-08-12,563.05
2013-08-13,560.0
2013-08-14,550.2
2013-08-16,547.5
2013-08-19,518.05
2013-08-20,505.05
2013-08-21,485.05
2013-08-22,485.1
2013-08-23,505.05
2013-08-26,521.1
2013-08-27,519.5
2013-08-28,503.6
2013-08-29,503.65
2013-08-30,514.4
2013-09-02,509.0
2013-09-03,495.4
2013-09-04,493.85
2013-09-05,218.9
2013-09-06,209.65
2013-09-10,214.1
2013-09-11,203.25
2013-09-12,205.9
2013-09-13,209.95
2013-09-16,204.7
2013-09-17,210.7
2013-09-18,211.55
2013-09-19,215.4
2013-09-20,219.25
2013-09-23,216.8
2013-09-24,212.8
2013-09-25,210.2
2013-09-26,209.55
2013-09-27,206.9
2013-09-30,214.95
2013-10-01,220.1
2013-10-03,230.2
2013-10-04,237.25
2013-10-07,239.25
2013-10-08,245.55
2013-10-09,247.65
2013-10-10,250.15
2013-10-11,250.9
2013-10-14,252.2
2013-10-15,258.35
2013-10-17,268.65
2013-10-18,264.95
2013-10-21,279.45
2013-10-22,264.95
2013-10-23,262.55
2013-10-24,253.1
2013-10-25,250.0
2013-10-28,246.2
2013-10-29,241.95
2013-10-30,254.75
2013-10-31,252.75
2013-11-01,257.25
2013-11-03,278.9
2013-11-05,265.65
2013-11-06,269.75
2013-11-07,268.25
2013-11-08,259.7
2013-11-11,251.75
2013-11-12,247.95
2013-11-13,249.95
2013-11-14,256.95
2013-11-18,255.7
2013-11-19,255.95
2013-11-20,254.1
2013-11-21,253.55
2013-11-22,249.65
2013-11-25,250.3
2013-11-26,251.55
2013-11-27,251.0
2013-11-28,251.0
2013-11-29,252.0
2013-12-02,263.0
2013-12-03,263.1
2013-12-04,272.55
2013-12-05,268.5
2013-12-06,264.1
2013-12-09,263.9
2013-12-10,264.5
2013-12-11,265.35
2013-12-12,269.05
2013-12-13,274.5
2013-12-16,283.05
2013-12-17,294.6
2013-12-18,329.5
2013-12-19,316.1
2013-12-20,315.65
2013-12-23,319.7
2013-12-24,325.75
2013-12-26,327.8
2013-12-27,326.45
2013-12-30,339.25
2013-12-31,330.05
