Date,CONCOR
2013-01-01,919.2
2013-01-02,915.2
2013-01-03,922.1
2013-01-04,936.8
2013-01-07,960.55
2013-01-08,959.65
2013-01-09,954.95
2013-01-10,938.65
2013-01-11,942.65
2013-01-14,949.8
2013-01-15,936.8
2013-01-16,941.1
2013-01-17,931.85
2013-01-18,934.35
2013-01-21,941.45
2013-01-22,942.05
2013-01-23,931.55
2013-01-24,925.05
2013-01-25,928.95
2013-01-28,928.2
2013-01-29,931.15
2013-01-30,930.95
2013-01-31,934.7
2013-02-01,917.75
2013-02-04,931.65
2013-02-05,941.9
2013-02-06,949.25
2013-02-07,951.7
2013-02-08,962.75
2013-02-11,970.0
2013-02-12,978.95
2013-02-13,1006.05
2013-02-14,980.8
2013-02-15,999.95
2013-02-18,1022.0
2013-02-19,1018.3
2013-02-20,1009.95
2013-02-21,998.75
2013-02-22,1000.7
2013-02-25,1010.6
2013-02-26,1022.3
2013-02-27,1043.5
2013-02-28,1038.0
2013-03-01,1043.15
2013-03-04,1040.3
2013-03-05,1042.3
2013-03-06,1063.15
2013-03-07,1057.5
2013-03-08,1055.05
2013-03-11,1059.95
2013-03-12,1065.0
2013-03-13,1054.25
2013-03-14,1066.25
2013-03-15,1037.3
2013-03-18,1051.1
2013-03-19,1025.9
2013-03-20,1030.0
2013-03-21,1024.75
2013-03-22,1029.85
2013-03-25,1025.55
2013-03-26,1029.5
2013-03-28,1030.55
2013-04-01,1057.85
2013-04-02,1090.35
2013-04-03,1093.0
2013-04-04,1048.1
2013-04-05,1064.4
2013-04-08,1100.2
2013-04-09,1078.4
2013-04-10,1069.9
2013-04-11,1076.65
2013-04-12,1070.65
2013-04-15,1083.0
2013-04-16,1076.95
2013-04-17,1074.85
2013-04-18,1074.25
2013-04-22,1077.35
2013-04-23,1080.0
2013-04-25,1105.85
2013-04-26,1144.3
2013-04-29,1129.55
2013-04-30,1124.6
2013-05-02,1120.85
2013-05-03,1115.0
2013-05-06,1114.15
2013-05-07,1119.75
2013-05-08,1131.8
2013-05-09,1114.9
2013-05-10,1124.05
2013-05-11,1114.55
2013-05-13,1113.7
2013-05-14,1128.3
2013-05-15,1143.55
