Date,AKZOINDIA
2013-01-01,955.7
2013-01-02,973.15
2013-01-03,983.2
2013-01-04,988.05
2013-01-07,975.9
2013-01-08,973.8
2013-01-09,969.25
2013-01-10,969.15
2013-01-11,961.05
2013-01-14,958.4
2013-01-15,983.35
2013-01-16,977.65
2013-01-17,990.0
2013-01-18,985.15
2013-01-21,975.35
2013-01-22,973.75
2013-01-23,969.25
2013-01-24,969.95
2013-01-25,964.85
2013-01-28,954.75
2013-01-29,969.1
2013-01-30,960.3
2013-01-31,960.45
2013-02-01,947.75
2013-02-04,963.35
2013-02-05,964.7
2013-02-06,974.5
2013-02-07,964.55
2013-02-08,987.95
2013-02-11,980.0
2013-02-12,984.7
2013-02-13,987.8
2013-02-14,988.1
2013-02-15,1003.75
2013-02-18,1005.35
2013-02-19,1007.65
2013-02-20,1007.1
2013-02-21,1003.9
2013-02-22,1004.9
2013-02-25,1001.5
2013-02-26,1000.4
2013-02-27,999.1
2013-02-28,993.4
2013-03-01,984.8
2013-03-04,963.85
2013-03-05,960.05
2013-03-06,952.25
2013-03-07,981.9
2013-03-08,993.65
2013-03-11,990.55
2013-03-12,990.2
2013-03-13,1010.9
2013-03-14,998.35
2013-03-15,995.2
2013-03-18,1014.3
2013-03-19,1013.85
2013-03-20,996.15
2013-03-21,998.75
2013-03-22,992.2
2013-03-25,1010.3
2013-03-26,1016.9
2013-03-28,1022.05
2013-04-01,1020.3
2013-04-02,1008.9
2013-04-03,1064.15
2013-04-04,1032.95
2013-04-05,1016.6
2013-04-08,1001.05
2013-04-09,1000.15
2013-04-10,999.45
2013-04-11,989.1
2013-04-12,1000.45
2013-04-15,985.5
2013-04-16,978.85
2013-04-17,991.9
2013-04-18,1015.2
2013-04-22,1009.8
2013-04-23,999.25
2013-04-25,984.05
2013-04-26,983.35
2013-04-29,992.9
2013-04-30,991.65
2013-05-02,985.2
2013-05-03,985.05
2013-05-06,982.6
2013-05-07,994.25
2013-05-08,995.7
2013-05-09,1022.95
2013-05-10,1018.45
2013-05-11,1021.6
2013-05-13,1020.0
2013-05-14,1025.1
2013-05-15,1029.5
2013-05-16,1036.6
2013-05-17,1041.85
2013-05-20,1034.5
2013-05-21,1129.0
2013-05-22,1142.65
2013-05-23,1135.5
2013-05-24,1137.4
2013-05-27,1150.75
2013-05-28,1148.2
2013-05-29,1143.05
2013-05-30,1127.5
2013-05-31,1136.6
2013-06-03,1142.0
2013-06-04,1132.45
2013-06-05,1139.3
2013-06-06,1146.4
2013-06-07,1141.0
2013-06-10,1159.35
2013-06-11,1154.5
2013-06-12,1143.2
2013-06-13,1120.9
2013-06-14,1133.1
2013-06-17,1136.7
2013-06-18,1135.8
2013-06-19,1146.05
2013-06-20,1139.35
2013-06-21,1144.5
2013-06-24,1140.3
2013-06-25,1122.85
2013-06-26,1124.9
2013-06-27,1123.3
2013-06-28,1142.05
2013-07-01,1146.85
2013-07-02,1129.65
2013-07-03,1124.3
2013-07-04,1106.45
2013-07-05,1094.35
2013-07-08,1098.4
2013-07-09,1100.8
2013-07-10,1099.9
2013-07-11,1101.8
2013-07-12,1101.5
2013-07-15,1104.95
2013-07-16,1099.7
2013-07-17,1101.0
2013-07-18,1125.65
2013-07-19,1156.05
2013-07-22,1166.15
2013-07-23,1176.0
2013-07-24,1171.05
2013-07-25,1150.0
2013-07-26,1139.6
2013-07-29,1149.7
2013-07-30,1036.05
2013-07-31,1004.15
2013-08-01,970.15
2013-08-02,923.7
2013-08-05,914.75
2013-08-06,879.35
2013-08-07,880.65
2013-08-08,863.8
2013-08-12,853.85
2013-08-13,856.4
2013-08-14,849.1
2013-08-16,848.15
2013-08-19,827.15
2013-08-20,838.8
2013-08-21,836.7
2013-08-22,837.05
2013-08-23,829.75
2013-08-26,820.25
2013-08-27,798.5
2013-08-28,772.75
2013-08-29,778.0
2013-08-30,744.05
2013-09-02,758.2
2013-09-03,770.05
2013-09-04,770.0
2013-09-05,775.1
2013-09-06,770.7
2013-09-10,782.15
2013-09-11,775.05
2013-09-12,780.6
2013-09-13,778.7
2013-09-16,784.75
2013-09-17,781.8
2013-09-18,812.9
2013-09-19,845.1
2013-09-20,817.0
2013-09-23,807.5
2013-09-24,805.8
2013-09-25,811.7
2013-09-26,823.75
2013-09-27,829.8
2013-09-30,820.9
2013-10-01,822.05
2013-10-03,836.6
2013-10-04,827.1
2013-10-07,847.9
2013-10-08,826.95
2013-10-09,825.8
2013-10-10,842.45
2013-10-11,852.2
2013-10-14,866.3
2013-10-15,855.6
2013-10-17,881.55
2013-10-18,894.1
2013-10-21,895.15
2013-10-22,904.4
2013-10-23,900.9
2013-10-24,902.25
2013-10-25,901.1
2013-10-28,891.5
2013-10-29,874.55
2013-10-30,842.9
2013-10-31,842.9
2013-11-01,859.85
2013-11-03,868.7
2013-11-05,856.3
2013-11-06,845.65
2013-11-07,843.35
2013-11-08,843.7
2013-11-11,832.9
2013-11-12,838.35
2013-11-13,835.65
2013-11-14,844.05
2013-11-18,841.95
2013-11-19,844.8
2013-11-20,840.2
2013-11-21,847.2
2013-11-22,844.65
2013-11-25,842.9
2013-11-26,836.9
2013-11-27,828.35
2013-11-28,841.95
2013-11-29,833.0
2013-12-02,841.4
2013-12-03,832.8
2013-12-04,832.25
2013-12-05,836.4
2013-12-06,834.65
2013-12-09,830.4
2013-12-10,829.4
2013-12-11,828.2
2013-12-12,824.8
2013-12-13,822.45
2013-12-16,820.95
2013-12-17,824.25
2013-12-18,822.25
2013-12-19,822.95
2013-12-20,820.3
2013-12-23,822.25
2013-12-24,820.9
2013-12-26,820.05
2013-12-27,825.85
2013-12-30,849.4
2013-12-31,858.7
