Date,AMARAJABAT
2013-01-01,245.15
2013-01-02,258.5
2013-01-03,259.25
2013-01-04,257.45
2013-01-07,257.25
2013-01-08,260.0
2013-01-09,270.15
2013-01-10,284.55
2013-01-11,282.65
2013-01-14,286.65
2013-01-15,298.0
2013-01-16,294.45
2013-01-17,296.45
2013-01-18,293.45
2013-01-21,289.25
2013-01-22,295.1
2013-01-23,284.7
2013-01-24,291.15
2013-01-25,299.0
2013-01-28,301.2
2013-01-29,321.8
2013-01-30,312.5
2013-01-31,308.3
2013-02-01,300.55
2013-02-04,299.8
2013-02-05,302.1
2013-02-06,300.75
2013-02-07,299.6
2013-02-08,294.4
2013-02-11,290.9
2013-02-12,287.05
2013-02-13,294.3
2013-02-14,294.7
2013-02-15,290.7
2013-02-18,289.35
2013-02-19,289.45
2013-02-20,288.2
2013-02-21,284.35
2013-02-22,280.5
2013-02-25,269.8
2013-02-26,259.8
2013-02-27,262.85
2013-02-28,272.25
2013-03-01,277.3
2013-03-04,288.9
2013-03-05,291.3
2013-03-06,284.1
2013-03-07,283.5
2013-03-08,284.45
2013-03-11,281.8
2013-03-12,275.95
2013-03-13,272.9
2013-03-14,269.6
2013-03-15,265.6
2013-03-18,267.3
2013-03-19,273.15
2013-03-20,267.05
2013-03-21,265.3
2013-03-22,262.8
2013-03-25,264.8
2013-03-26,266.15
2013-03-28,274.55
2013-04-01,282.6
2013-04-02,284.1
2013-04-03,271.05
2013-04-04,268.7
2013-04-05,266.35
2013-04-08,260.6
2013-04-09,251.95
2013-04-10,253.45
2013-04-11,247.1
2013-04-12,244.05
2013-04-15,243.75
2013-04-16,243.4
2013-04-17,243.05
2013-04-18,248.3
2013-04-22,259.2
2013-04-23,270.75
2013-04-25,266.5
2013-04-26,268.7
2013-04-29,266.3
2013-04-30,259.5
2013-05-02,254.85
2013-05-03,261.0
2013-05-06,269.35
2013-05-07,270.25
2013-05-08,280.8
2013-05-09,286.4
2013-05-10,283.8
2013-05-11,290.45
2013-05-13,279.8
2013-05-14,265.4
2013-05-15,258.5
2013-05-16,248.35
2013-05-17,247.9
2013-05-20,250.4
2013-05-21,245.2
2013-05-22,244.15
2013-05-23,244.2
2013-05-24,258.85
2013-05-27,266.2
2013-05-28,271.4
2013-05-29,278.25
2013-05-30,282.4
2013-05-31,266.6
2013-06-03,259.1
2013-06-04,255.55
2013-06-05,254.8
2013-06-06,253.3
2013-06-07,250.15
2013-06-10,245.8
2013-06-11,251.5
2013-06-12,250.9
2013-06-13,247.4
2013-06-14,250.25
2013-06-17,249.8
2013-06-18,253.05
2013-06-19,255.05
2013-06-20,253.4
2013-06-21,249.45
2013-06-24,249.25
2013-06-25,254.0
2013-06-26,261.25
2013-06-27,256.9
2013-06-28,256.8
2013-07-01,257.3
2013-07-02,265.75
2013-07-03,268.3
2013-07-04,275.45
2013-07-05,266.55
2013-07-08,264.7
2013-07-09,261.1
2013-07-10,257.75
2013-07-11,258.4
2013-07-12,258.7
2013-07-15,256.5
2013-07-16,252.05
2013-07-17,250.1
2013-07-18,251.45
2013-07-19,247.85
2013-07-22,254.55
2013-07-23,263.55
2013-07-24,264.25
2013-07-25,255.2
2013-07-26,255.4
2013-07-29,247.05
2013-07-30,242.85
2013-07-31,239.85
2013-08-01,239.1
2013-08-02,241.7
2013-08-05,235.4
2013-08-06,222.95
2013-08-07,217.75
2013-08-08,240.7
2013-08-12,257.85
2013-08-13,257.0
2013-08-14,275.85
2013-08-16,260.15
2013-08-19,258.4
2013-08-20,255.8
2013-08-21,255.4
2013-08-22,247.75
2013-08-23,248.5
2013-08-26,247.25
2013-08-27,241.2
2013-08-28,244.75
2013-08-29,258.9
2013-08-30,257.05
2013-09-02,252.9
2013-09-03,256.65
2013-09-04,267.4
2013-09-05,273.15
2013-09-06,276.25
2013-09-10,291.8
2013-09-11,305.5
2013-09-12,301.5
2013-09-13,299.65
2013-09-16,299.15
2013-09-17,296.0
2013-09-18,299.2
2013-09-19,299.9
2013-09-20,305.8
2013-09-23,304.0
2013-09-24,310.7
2013-09-25,307.3
2013-09-26,305.8
2013-09-27,296.9
2013-09-30,290.8
2013-10-01,311.95
2013-10-03,307.2
2013-10-04,312.3
2013-10-07,310.55
2013-10-08,305.95
2013-10-09,318.0
2013-10-10,308.85
2013-10-11,309.0
2013-10-14,304.3
2013-10-15,309.5
2013-10-17,310.45
2013-10-18,310.7
2013-10-21,310.25
2013-10-22,314.65
2013-10-23,313.4
2013-10-24,316.85
2013-10-25,315.55
2013-10-28,312.4
2013-10-29,311.15
2013-10-30,311.3
2013-10-31,313.85
2013-11-01,314.85
2013-11-03,316.0
2013-11-05,313.15
2013-11-06,307.7
2013-11-07,306.4
2013-11-08,303.85
2013-11-11,315.35
2013-11-12,312.5
2013-11-13,311.45
2013-11-14,315.75
2013-11-18,313.05
2013-11-19,319.05
2013-11-20,330.8
2013-11-21,335.3
2013-11-22,327.3
2013-11-25,326.75
2013-11-26,320.8
2013-11-27,315.55
2013-11-28,319.7
2013-11-29,323.0
2013-12-02,324.05
2013-12-03,327.9
2013-12-04,329.15
2013-12-05,328.25
2013-12-06,345.45
2013-12-09,347.85
2013-12-10,359.25
2013-12-11,357.05
2013-12-12,355.2
2013-12-13,345.05
2013-12-16,349.9
2013-12-17,357.75
2013-12-18,362.8
2013-12-19,359.35
2013-12-20,361.2
2013-12-23,357.6
2013-12-24,350.05
2013-12-26,352.9
2013-12-27,348.4
2013-12-30,342.75
2013-12-31,336.0
