Date,PSL
2013-01-01,57.95
2013-01-02,58.1
2013-01-03,58.15
2013-01-04,59.25
2013-01-07,60.6
2013-01-08,59.4
2013-01-09,58.6
2013-01-10,58.15
2013-01-11,57.5
2013-01-14,58.3
2013-01-15,57.3
2013-01-16,56.95
2013-01-17,56.65
2013-01-18,56.95
2013-01-21,56.6
2013-01-22,56.15
2013-01-23,55.15
2013-01-24,53.6
2013-01-25,53.35
2013-01-28,53.55
2013-01-29,53.55
2013-01-30,53.25
2013-01-31,51.85
2013-02-01,51.8
2013-02-04,49.3
2013-02-05,47.95
2013-02-06,46.9
2013-02-07,47.05
2013-02-08,45.55
2013-02-11,43.25
2013-02-12,43.9
2013-02-13,43.2
2013-02-14,42.75
2013-02-15,42.1
2013-02-18,42.2
2013-02-19,42.15
2013-02-20,42.25
2013-02-21,41.6
2013-02-22,41.1
2013-02-25,39.45
2013-02-26,38.2
2013-02-27,39.05
2013-02-28,37.6
2013-03-01,40.85
2013-03-04,43.0
2013-03-05,41.45
2013-03-06,42.1
2013-03-07,41.75
2013-03-08,41.65
2013-03-11,40.0
2013-03-12,39.05
2013-03-13,37.8
2013-03-14,37.55
2013-03-15,37.7
2013-03-18,36.05
2013-03-19,34.85
2013-03-20,33.95
2013-03-21,33.25
2013-03-22,32.6
2013-03-25,31.55
2013-03-26,30.95
2013-03-28,30.95
2013-04-01,33.75
2013-04-02,36.65
2013-04-03,35.65
2013-04-04,35.0
2013-04-05,34.55
2013-04-08,33.25
2013-04-09,32.5
2013-04-10,31.95
2013-04-11,31.9
2013-04-12,31.65
2013-04-15,31.25
2013-04-16,31.5
2013-04-17,31.35
2013-04-18,32.0
2013-04-22,32.1
2013-04-23,34.2
2013-04-25,33.5
2013-04-26,33.05
2013-04-29,32.9
2013-04-30,32.65
2013-05-02,33.25
2013-05-03,33.0
2013-05-06,34.75
2013-05-07,34.65
2013-05-08,34.35
2013-05-09,34.7
2013-05-10,34.65
2013-05-11,34.7
2013-05-13,33.55
2013-05-14,31.65
2013-05-15,31.95
2013-05-16,31.4
2013-05-17,31.05
2013-05-20,30.9
2013-05-21,30.05
2013-05-22,28.9
2013-05-23,28.4
2013-05-24,29.0
2013-05-27,29.8
2013-05-28,30.1
2013-05-29,29.9
2013-05-30,28.65
2013-05-31,27.8
2013-06-03,25.75
2013-06-04,25.75
2013-06-05,25.15
2013-06-06,25.8
2013-06-07,25.15
2013-06-10,24.35
2013-06-11,23.2
2013-06-12,23.05
2013-06-13,22.25
2013-06-14,23.65
2013-06-17,23.4
2013-06-18,22.95
2013-06-19,23.8
2013-06-20,23.2
2013-06-21,22.55
2013-06-24,21.3
2013-06-25,21.35
2013-06-26,24.1
2013-06-27,25.0
2013-06-28,23.95
2013-07-01,24.95
2013-07-02,24.3
2013-07-03,23.45
2013-07-04,23.35
2013-07-05,23.55
2013-07-08,23.4
2013-07-09,24.3
2013-07-10,25.05
2013-07-11,24.9
2013-07-12,23.55
2013-07-15,24.1
2013-07-16,24.05
2013-07-17,24.15
2013-07-18,24.15
2013-07-19,24.1
2013-07-22,24.2
2013-07-23,24.15
2013-07-24,23.4
2013-07-25,23.6
2013-07-26,23.35
2013-07-29,22.55
2013-07-30,21.8
2013-07-31,21.1
2013-08-01,19.45
2013-08-02,17.65
2013-08-05,17.35
2013-08-06,17.5
2013-08-07,18.3
2013-08-08,20.5
2013-08-12,21.8
2013-08-13,21.85
2013-08-14,20.9
2013-08-16,20.0
2013-08-19,19.3
2013-08-20,19.65
2013-08-21,18.5
2013-08-22,19.05
2013-08-23,19.45
2013-08-26,20.3
2013-08-27,19.7
2013-08-28,19.0
2013-08-29,19.2
2013-08-30,19.0
2013-09-02,19.25
2013-09-03,18.85
2013-09-04,19.1
2013-09-05,19.0
2013-09-06,19.3
2013-09-10,19.85
2013-09-11,19.6
2013-09-12,19.6
2013-09-13,20.4
2013-09-16,20.1
2013-09-17,19.85
2013-09-18,20.05
2013-09-19,20.0
2013-09-20,19.7
2013-09-23,19.3
2013-09-24,19.35
2013-09-25,19.2
2013-09-26,19.1
2013-09-27,19.1
2013-09-30,18.9
2013-10-01,19.1
2013-10-03,20.9
2013-10-04,19.7
2013-10-07,19.55
2013-10-08,19.7
2013-10-09,19.2
2013-10-10,19.25
2013-10-11,18.75
2013-10-14,18.95
2013-10-15,18.75
2013-10-17,18.75
2013-10-18,20.2
2013-10-21,20.25
2013-10-22,21.25
2013-10-23,20.95
2013-10-24,20.15
2013-10-25,19.75
2013-10-28,19.2
2013-10-29,19.25
2013-10-30,19.05
2013-10-31,19.2
2013-11-01,19.1
2013-11-03,19.65
2013-11-05,19.2
2013-11-06,19.15
2013-11-07,18.8
2013-11-08,18.9
2013-11-11,18.65
2013-11-12,18.5
2013-11-13,18.05
2013-11-14,18.05
2013-11-18,18.25
2013-11-19,18.45
2013-11-20,18.25
2013-11-21,18.05
2013-11-22,18.9
2013-11-25,19.25
2013-11-26,18.35
2013-11-27,18.55
2013-11-28,18.6
2013-11-29,18.4
2013-12-02,18.45
2013-12-03,18.4
2013-12-04,18.4
2013-12-05,18.35
2013-12-06,18.6
2013-12-09,18.6
2013-12-10,18.25
2013-12-11,17.9
2013-12-12,17.8
2013-12-13,17.55
2013-12-16,17.15
2013-12-17,16.95
2013-12-18,16.7
2013-12-19,16.7
2013-12-20,17.9
2013-12-23,17.9
2013-12-24,17.65
2013-12-26,19.3
2013-12-27,20.25
2013-12-30,19.65
2013-12-31,19.7
