Date,CIPLA
2013-01-01,417.45
2013-01-02,420.45
2013-01-03,417.85
2013-01-04,416.15
2013-01-07,424.35
2013-01-08,429.5
2013-01-09,428.4
2013-01-10,425.45
2013-01-11,421.5
2013-01-14,416.3
2013-01-15,418.8
2013-01-16,416.05
2013-01-17,407.4
2013-01-18,409.8
2013-01-21,404.0
2013-01-22,405.3
2013-01-23,406.1
2013-01-24,391.05
2013-01-25,397.9
2013-01-28,399.65
2013-01-29,397.9
2013-01-30,407.75
2013-01-31,407.05
2013-02-01,414.4
2013-02-04,403.45
2013-02-05,407.3
2013-02-06,405.0
2013-02-07,394.1
2013-02-08,380.65
2013-02-11,395.0
2013-02-12,393.15
2013-02-13,387.85
2013-02-14,381.7
2013-02-15,381.7
2013-02-18,379.8
2013-02-19,387.6
2013-02-20,381.6
2013-02-21,381.8
2013-02-22,380.7
2013-02-25,370.4
2013-02-26,361.5
2013-02-27,364.15
2013-02-28,359.85
2013-03-01,370.1
2013-03-04,371.6
2013-03-05,382.3
2013-03-06,382.0
2013-03-07,386.4
2013-03-08,391.8
2013-03-11,393.35
2013-03-12,387.35
2013-03-13,383.5
2013-03-14,385.25
2013-03-15,383.75
2013-03-18,391.35
2013-03-19,383.55
2013-03-20,389.75
2013-03-21,382.55
2013-03-22,382.0
2013-03-25,380.4
2013-03-26,379.3
2013-03-28,379.75
2013-04-01,384.6
2013-04-02,392.05
2013-04-03,389.3
2013-04-04,383.4
2013-04-05,386.85
2013-04-08,395.0
2013-04-09,390.9
2013-04-10,399.0
2013-04-11,405.75
2013-04-12,405.55
2013-04-15,396.95
2013-04-16,399.95
2013-04-17,401.35
2013-04-18,401.15
2013-04-22,397.25
2013-04-23,396.0
2013-04-25,407.0
2013-04-26,409.85
2013-04-29,407.5
2013-04-30,405.3
2013-05-02,409.05
2013-05-03,400.65
2013-05-06,405.05
2013-05-07,408.05
2013-05-08,406.05
2013-05-09,400.05
2013-05-10,397.55
2013-05-11,401.8
2013-05-13,395.05
2013-05-14,398.65
2013-05-15,411.1
2013-05-16,422.1
2013-05-17,425.6
2013-05-20,417.35
2013-05-21,418.05
2013-05-22,415.7
2013-05-23,414.85
2013-05-24,408.5
2013-05-27,401.5
2013-05-28,396.3
2013-05-29,401.7
2013-05-30,383.0
2013-05-31,370.55
2013-06-03,367.55
2013-06-04,375.2
2013-06-05,375.55
2013-06-06,375.55
2013-06-07,373.3
2013-06-10,374.2
2013-06-11,379.9
2013-06-12,384.05
2013-06-13,378.5
2013-06-14,377.9
2013-06-17,380.25
2013-06-18,379.65
2013-06-19,379.5
2013-06-20,379.1
2013-06-21,381.3
2013-06-24,380.1
2013-06-25,379.4
2013-06-26,379.6
2013-06-27,387.7
2013-06-28,391.95
2013-07-01,397.75
2013-07-02,397.2
2013-07-03,396.95
2013-07-04,394.6
2013-07-05,399.05
2013-07-08,396.5
2013-07-09,400.15
2013-07-10,400.1
2013-07-11,400.0
2013-07-12,405.45
2013-07-15,407.7
2013-07-16,402.2
2013-07-17,406.8
2013-07-18,413.3
2013-07-19,415.55
2013-07-22,411.55
2013-07-23,409.15
2013-07-24,415.3
2013-07-25,409.3
2013-07-26,415.05
2013-07-29,412.25
2013-07-30,408.7
2013-07-31,400.3
2013-08-01,403.35
2013-08-02,399.9
2013-08-05,395.75
2013-08-06,391.5
2013-08-07,390.35
2013-08-08,409.4
2013-08-12,415.5
2013-08-13,424.85
2013-08-14,420.4
2013-08-16,414.7
2013-08-19,400.2
2013-08-20,402.2
2013-08-21,392.7
2013-08-22,401.4
2013-08-23,396.0
2013-08-26,399.25
2013-08-27,396.65
2013-08-28,398.6
2013-08-29,397.65
2013-08-30,416.95
2013-09-02,417.85
2013-09-03,406.15
2013-09-04,419.8
2013-09-05,418.6
2013-09-06,437.05
2013-09-10,440.9
2013-09-11,433.75
2013-09-12,438.15
2013-09-13,441.55
2013-09-16,430.55
2013-09-17,432.05
2013-09-18,437.0
2013-09-19,439.7
2013-09-20,430.05
2013-09-23,425.95
2013-09-24,431.95
2013-09-25,438.75
2013-09-26,435.8
2013-09-27,434.3
2013-09-30,432.5
2013-10-01,431.9
2013-10-03,435.9
2013-10-04,437.95
2013-10-07,439.8
2013-10-08,434.7
2013-10-09,431.6
2013-10-10,433.0
2013-10-11,429.2
2013-10-14,421.9
2013-10-15,423.1
2013-10-17,414.9
2013-10-18,415.3
2013-10-21,416.8
2013-10-22,412.25
2013-10-23,423.8
2013-10-24,420.2
2013-10-25,415.5
2013-10-28,411.75
2013-10-29,417.75
2013-10-30,419.4
2013-10-31,413.2
2013-11-01,416.3
2013-11-03,418.0
2013-11-05,420.65
2013-11-06,424.65
2013-11-07,421.6
2013-11-08,423.15
2013-11-11,421.95
2013-11-12,420.85
2013-11-13,412.3
2013-11-14,403.0
2013-11-18,402.2
2013-11-19,400.75
2013-11-20,392.85
2013-11-21,386.65
2013-11-22,385.0
2013-11-25,387.1
2013-11-26,386.2
2013-11-27,381.95
2013-11-28,379.95
2013-11-29,391.25
2013-12-02,391.9
2013-12-03,390.6
2013-12-04,390.05
2013-12-05,387.55
2013-12-06,388.75
2013-12-09,385.4
2013-12-10,388.6
2013-12-11,387.1
2013-12-12,380.95
2013-12-13,376.7
2013-12-16,375.9
2013-12-17,387.8
2013-12-18,392.75
2013-12-19,399.5
2013-12-20,401.75
2013-12-23,405.15
2013-12-24,399.65
2013-12-26,398.05
2013-12-27,405.15
2013-12-30,400.05
2013-12-31,400.8
