Date,CHOLAFIN
2013-01-01,272.9
2013-01-02,273.1
2013-01-03,287.4
2013-01-04,285.15
2013-01-07,284.95
2013-01-08,278.2
2013-01-09,284.35
2013-01-10,288.3
2013-01-11,282.05
2013-01-14,282.15
2013-01-15,285.75
2013-01-16,285.0
2013-01-17,284.15
2013-01-18,283.05
2013-01-21,284.75
2013-01-22,283.7
2013-01-23,281.95
2013-01-24,282.25
2013-01-25,273.5
2013-01-28,270.9
2013-01-29,277.85
2013-01-30,282.7
2013-01-31,283.85
2013-02-01,282.7
2013-02-04,282.1
2013-02-05,284.8
2013-02-06,288.05
2013-02-07,288.05
2013-02-08,288.0
2013-02-11,285.0
2013-02-12,285.65
2013-02-13,279.95
2013-02-14,271.7
2013-02-15,267.7
2013-02-18,269.0
2013-02-19,281.65
2013-02-20,280.25
2013-02-21,284.05
2013-02-22,286.1
2013-02-25,289.85
2013-02-26,290.0
2013-02-27,294.75
2013-02-28,306.1
2013-03-01,293.75
2013-03-04,285.1
2013-03-05,292.35
2013-03-06,296.35
2013-03-07,291.0
2013-03-08,289.05
2013-03-11,290.15
2013-03-12,290.4
2013-03-13,286.1
2013-03-14,287.0
2013-03-15,287.2
2013-03-18,285.0
2013-03-19,281.6
2013-03-20,274.3
2013-03-21,271.7
2013-03-22,269.45
2013-03-25,274.0
2013-03-26,269.85
2013-03-28,273.15
2013-04-01,280.6
2013-04-02,280.0
2013-04-03,273.85
2013-04-04,263.55
2013-04-05,267.15
2013-04-08,265.1
2013-04-09,260.2
2013-04-10,261.35
2013-04-11,260.5
2013-04-12,257.65
2013-04-15,252.85
2013-04-16,249.8
2013-04-17,248.45
2013-04-18,255.4
2013-04-22,260.5
2013-04-23,259.2
2013-04-25,266.7
2013-04-26,271.2
2013-04-29,267.65
2013-04-30,268.35
2013-05-02,268.75
2013-05-03,268.6
2013-05-06,270.35
2013-05-07,269.35
2013-05-08,269.7
2013-05-09,274.1
2013-05-10,270.2
2013-05-11,267.65
2013-05-13,269.6
2013-05-14,272.9
2013-05-15,282.05
2013-05-16,278.6
2013-05-17,282.7
2013-05-20,282.95
2013-05-21,284.7
2013-05-22,283.0
2013-05-23,279.4
2013-05-24,282.5
2013-05-27,280.45
2013-05-28,278.15
2013-05-29,277.55
2013-05-30,278.45
2013-05-31,278.65
2013-06-03,274.05
2013-06-04,270.55
2013-06-05,270.0
2013-06-06,272.5
2013-06-07,270.25
2013-06-10,266.9
2013-06-11,259.3
2013-06-12,256.15
2013-06-13,254.7
2013-06-14,255.75
2013-06-17,254.85
2013-06-18,257.9
2013-06-19,260.0
2013-06-20,251.45
2013-06-21,248.55
2013-06-24,233.6
2013-06-25,231.8
2013-06-26,233.75
2013-06-27,234.95
2013-06-28,240.35
2013-07-01,249.05
2013-07-02,247.2
2013-07-03,239.85
2013-07-04,241.6
2013-07-05,241.0
2013-07-08,242.2
2013-07-09,242.95
2013-07-10,243.5
2013-07-11,248.0
2013-07-12,245.05
2013-07-15,247.15
2013-07-16,246.4
2013-07-17,241.25
2013-07-18,241.75
2013-07-19,238.95
2013-07-22,236.95
2013-07-23,234.65
2013-07-24,221.0
2013-07-25,220.05
2013-07-26,221.2
2013-07-29,221.25
2013-07-30,220.0
2013-07-31,226.25
2013-08-01,225.2
2013-08-02,225.95
2013-08-05,221.5
2013-08-06,213.6
2013-08-07,216.45
2013-08-08,219.45
2013-08-12,222.1
2013-08-13,232.5
2013-08-14,231.35
2013-08-16,219.75
2013-08-19,217.6
2013-08-20,217.1
2013-08-21,217.1
2013-08-22,219.4
2013-08-23,214.75
2013-08-26,219.15
2013-08-27,217.75
2013-08-28,210.2
2013-08-29,213.5
2013-08-30,213.0
2013-09-02,213.6
2013-09-03,212.65
2013-09-04,210.65
2013-09-05,212.45
2013-09-06,214.1
2013-09-10,215.85
2013-09-11,216.6
2013-09-12,216.05
2013-09-13,215.15
2013-09-16,214.2
2013-09-17,220.8
2013-09-18,227.0
2013-09-19,234.4
2013-09-20,226.7
2013-09-23,223.0
2013-09-24,224.25
2013-09-25,219.3
2013-09-26,219.95
2013-09-27,219.75
2013-09-30,224.9
2013-10-01,226.0
2013-10-03,233.65
2013-10-04,229.35
2013-10-07,226.2
2013-10-08,226.75
2013-10-09,223.15
2013-10-10,218.05
2013-10-11,221.35
2013-10-14,219.6
2013-10-15,223.85
2013-10-17,220.3
2013-10-18,222.15
2013-10-21,218.75
2013-10-22,221.95
2013-10-23,222.3
2013-10-24,221.9
2013-10-25,226.5
2013-10-28,225.0
2013-10-29,230.45
2013-10-30,229.1
2013-10-31,229.45
2013-11-01,232.55
2013-11-03,238.65
2013-11-05,243.1
2013-11-06,240.2
2013-11-07,238.65
2013-11-08,235.25
2013-11-11,240.75
2013-11-12,241.9
2013-11-13,237.05
2013-11-14,240.9
2013-11-18,234.75
2013-11-19,240.5
2013-11-20,243.8
2013-11-21,238.35
2013-11-22,244.8
2013-11-25,241.55
2013-11-26,247.45
2013-11-27,248.95
2013-11-28,250.55
2013-11-29,251.3
2013-12-02,247.85
2013-12-03,253.2
2013-12-04,245.7
2013-12-05,247.3
2013-12-06,246.4
2013-12-09,250.95
2013-12-10,253.75
2013-12-11,253.9
2013-12-12,249.9
2013-12-13,248.7
2013-12-16,250.75
2013-12-17,248.1
2013-12-18,245.95
2013-12-19,241.05
2013-12-20,244.1
2013-12-23,243.0
2013-12-24,241.35
2013-12-26,245.35
2013-12-27,247.4
2013-12-30,243.8
2013-12-31,244.3
