Date,AXISBANK
2013-01-01,1362.7
2013-01-02,1386.85
2013-01-03,1389.95
2013-01-04,1378.95
2013-01-07,1372.85
2013-01-08,1360.3
2013-01-09,1349.65
2013-01-10,1368.0
2013-01-11,1364.1
2013-01-14,1386.1
2013-01-15,1424.3
2013-01-16,1409.45
2013-01-17,1406.4
2013-01-18,1388.05
2013-01-21,1385.45
2013-01-22,1393.4
2013-01-23,1398.4
2013-01-24,1396.3
2013-01-25,1386.25
2013-01-28,1412.95
2013-01-29,1475.45
2013-01-30,1501.25
2013-01-31,1505.15
2013-02-01,1509.65
2013-02-04,1477.7
2013-02-05,1459.15
2013-02-06,1460.1
2013-02-07,1460.55
2013-02-08,1450.8
2013-02-11,1494.1
2013-02-12,1482.95
2013-02-13,1477.55
2013-02-14,1432.3
2013-02-15,1449.3
2013-02-18,1432.05
2013-02-19,1439.4
2013-02-20,1439.4
2013-02-21,1404.8
2013-02-22,1411.9
2013-02-25,1401.15
2013-02-26,1367.75
2013-02-27,1400.0
2013-02-28,1344.15
2013-03-01,1363.7
2013-03-04,1368.9
2013-03-05,1403.2
2013-03-06,1402.15
2013-03-07,1403.3
2013-03-08,1407.0
2013-03-11,1401.2
2013-03-12,1384.75
2013-03-13,1346.7
2013-03-14,1352.8
2013-03-15,1339.85
2013-03-18,1325.1
2013-03-19,1321.5
2013-03-20,1299.25
2013-03-21,1311.7
2013-03-22,1300.05
2013-03-25,1309.35
2013-03-26,1294.2
2013-03-28,1300.7
2013-04-01,1314.9
2013-04-02,1301.35
2013-04-03,1278.15
2013-04-04,1243.85
2013-04-05,1229.55
2013-04-08,1203.2
2013-04-09,1203.2
2013-04-10,1239.3
2013-04-11,1252.15
2013-04-12,1264.3
2013-04-15,1294.2
2013-04-16,1363.3
2013-04-17,1377.2
2013-04-18,1429.4
2013-04-22,1441.15
2013-04-23,1444.8
2013-04-25,1503.4
2013-04-26,1486.35
2013-04-29,1475.4
2013-04-30,1492.7
2013-05-02,1516.0
2013-05-03,1474.8
2013-05-06,1459.75
2013-05-07,1503.95
2013-05-08,1489.7
2013-05-09,1454.15
2013-05-10,1469.9
2013-05-11,1472.45
2013-05-13,1452.0
2013-05-14,1467.5
2013-05-15,1508.7
2013-05-16,1530.9
2013-05-17,1535.25
2013-05-20,1529.7
2013-05-21,1520.55
2013-05-22,1512.95
2013-05-23,1455.2
2013-05-24,1461.2
2013-05-27,1478.15
2013-05-28,1468.5
2013-05-29,1459.6
2013-05-30,1432.7
2013-05-31,1430.55
2013-06-03,1430.85
2013-06-04,1395.45
2013-06-05,1382.25
2013-06-06,1418.1
2013-06-07,1378.25
2013-06-10,1355.25
2013-06-11,1322.7
2013-06-12,1274.45
2013-06-13,1270.65
2013-06-14,1298.0
2013-06-17,1316.05
2013-06-18,1286.6
2013-06-19,1285.05
2013-06-20,1239.8
2013-06-21,1259.7
2013-06-24,1243.05
2013-06-25,1231.45
2013-06-26,1248.4
2013-06-27,1275.05
2013-06-28,1325.2
2013-07-01,1348.8
2013-07-02,1308.5
2013-07-03,1277.85
2013-07-04,1264.95
2013-07-05,1288.05
2013-07-08,1252.55
2013-07-09,1264.35
2013-07-10,1256.75
