Date,SUNDRMBRAK
2013-01-01,143.65
2013-01-02,143.0
2013-01-03,142.7
2013-01-04,144.75
2013-01-07,146.0
2013-01-08,146.35
2013-01-09,146.7
2013-01-10,148.15
2013-01-11,146.65
2013-01-14,144.05
2013-01-15,147.0
2013-01-16,142.3
2013-01-17,170.2
2013-01-18,155.9
2013-01-21,154.95
2013-01-22,152.2
2013-01-23,151.1
2013-01-24,145.1
2013-01-25,147.9
2013-01-28,147.35
2013-01-29,145.9
2013-01-30,148.25
2013-01-31,144.9
2013-02-01,143.75
2013-02-04,144.7
2013-02-05,141.85
2013-02-06,144.05
2013-02-07,140.85
2013-02-08,138.8
2013-02-11,139.0
2013-02-12,137.8
2013-02-13,136.5
2013-02-14,124.85
2013-02-15,121.0
2013-02-18,120.35
2013-02-19,120.5
2013-02-20,124.85
2013-02-21,122.9
2013-02-22,124.95
2013-02-25,121.65
2013-02-26,119.05
2013-02-27,124.4
2013-02-28,121.0
2013-03-01,125.25
2013-03-04,117.3
2013-03-05,119.15
2013-03-06,119.55
2013-03-07,119.6
2013-03-08,119.3
2013-03-11,118.65
2013-03-12,122.5
2013-03-13,122.0
2013-03-14,119.0
2013-03-15,118.3
2013-03-18,121.0
2013-03-19,121.8
2013-03-20,120.0
2013-03-21,123.9
2013-03-22,124.9
2013-03-25,124.4
2013-03-26,123.35
2013-03-28,125.25
2013-04-01,128.55
2013-04-02,129.45
2013-04-03,135.0
2013-04-04,125.35
2013-04-05,131.0
2013-04-08,132.5
2013-04-09,128.05
2013-04-10,134.5
2013-04-11,138.4
2013-04-12,138.55
2013-04-15,135.0
2013-04-16,134.5
2013-04-17,133.1
2013-04-18,135.25
2013-04-22,140.25
2013-04-23,144.4
2013-04-25,150.35
2013-04-26,142.55
2013-04-29,151.05
2013-04-30,149.0
2013-05-02,145.0
2013-05-03,145.7
2013-05-06,151.05
2013-05-07,150.2
2013-05-08,148.0
2013-05-09,144.25
2013-05-10,151.35
2013-05-11,152.7
2013-05-13,155.65
2013-05-14,152.05
2013-05-15,151.5
2013-05-16,151.0
2013-05-17,153.25
2013-05-20,150.35
2013-05-21,149.0
2013-05-22,151.9
2013-05-23,151.8
2013-05-24,146.55
2013-05-27,144.1
2013-05-28,145.05
2013-05-29,145.0
2013-05-30,152.8
2013-05-31,144.7
2013-06-03,140.6
2013-06-04,149.25
2013-06-05,151.2
2013-06-06,147.25
2013-06-07,147.5
2013-06-10,149.1
2013-06-11,140.55
2013-06-12,137.0
2013-06-13,135.0
2013-06-14,139.0
2013-06-17,152.65
2013-06-18,150.0
2013-06-19,151.9
2013-06-20,149.75
2013-06-21,146.8
2013-06-24,141.55
2013-06-25,138.5
2013-06-26,149.65
2013-06-27,147.55
2013-06-28,153.2
2013-07-01,154.8
2013-07-02,148.85
2013-07-03,150.0
2013-07-04,155.0
2013-07-05,152.1
2013-07-08,154.4
2013-07-09,150.2
2013-07-10,154.5
2013-07-11,156.25
2013-07-12,155.35
2013-07-15,155.0
2013-07-16,152.95
2013-07-17,153.95
2013-07-18,154.9
2013-07-19,153.0
2013-07-22,155.0
2013-07-23,154.85
2013-07-24,151.0
2013-07-25,156.0
2013-07-26,150.65
2013-07-29,155.7
2013-07-30,154.0
2013-07-31,148.0
2013-08-01,141.55
2013-08-02,139.9
2013-08-05,146.75
2013-08-06,149.15
2013-08-07,149.9
2013-08-08,155.5
2013-08-12,154.5
2013-08-13,155.0
2013-08-14,156.15
2013-08-16,155.0
2013-08-19,155.85
2013-08-20,156.45
2013-08-21,154.95
2013-08-22,155.0
2013-08-23,155.0
2013-08-26,155.0
2013-08-27,155.5
2013-08-28,155.5
2013-08-29,155.0
2013-08-30,155.0
2013-09-02,154.85
2013-09-03,154.0
2013-09-04,157.55
2013-09-05,154.0
2013-09-06,155.05
2013-09-10,153.9
2013-09-11,157.95
2013-09-12,159.0
2013-09-13,157.0
2013-09-16,155.05
2013-09-17,155.2
2013-09-18,158.6
2013-09-19,159.0
2013-09-20,156.0
2013-09-23,156.35
2013-09-24,159.8
2013-09-25,158.0
2013-09-26,160.0
2013-09-27,159.9
2013-09-30,160.65
2013-10-01,156.5
2013-10-03,155.15
2013-10-04,156.0
2013-10-07,158.05
2013-10-08,160.95
2013-10-09,158.05
2013-10-10,158.9
2013-10-11,160.0
2013-10-14,159.95
2013-10-15,160.0
2013-10-17,159.75
2013-10-18,158.95
2013-10-21,160.95
2013-10-22,158.8
2013-10-23,158.0
2013-10-24,160.0
2013-10-25,160.0
2013-10-28,159.0
2013-10-29,159.0
2013-10-30,157.2
2013-10-31,156.4
2013-11-01,156.5
2013-11-03,155.75
2013-11-05,167.15
2013-11-06,163.9
2013-11-07,162.45
2013-11-08,159.7
2013-11-11,158.05
2013-11-12,163.0
2013-11-13,163.95
2013-11-14,161.35
2013-11-18,160.7
2013-11-19,161.6
2013-11-20,163.0
2013-11-21,160.25
2013-11-22,158.45
2013-11-25,166.15
2013-11-26,169.25
2013-11-27,165.25
2013-11-28,169.95
2013-11-29,166.0
2013-12-02,166.3
2013-12-03,164.45
2013-12-04,166.85
2013-12-05,164.7
2013-12-06,167.8
2013-12-09,160.05
2013-12-10,158.95
2013-12-11,163.45
2013-12-12,157.45
2013-12-13,164.1
2013-12-16,157.95
2013-12-17,160.0
2013-12-18,160.0
2013-12-19,160.75
2013-12-20,161.0
2013-12-23,165.05
2013-12-24,164.25
2013-12-26,169.15
2013-12-27,169.75
2013-12-30,177.7
2013-12-31,176.55
