Date,ASIANPAINT
2013-01-01,4423.05
2013-01-02,4371.95
2013-01-03,4396.7
2013-01-04,4402.0
2013-01-07,4394.35
2013-01-08,4394.1
2013-01-09,4364.15
2013-01-10,4362.7
2013-01-11,4299.45
2013-01-14,4365.55
2013-01-15,4313.1
2013-01-16,4278.3
2013-01-17,4333.2
2013-01-18,4311.05
2013-01-21,4287.9
2013-01-22,4413.05
2013-01-23,4442.5
2013-01-24,4405.1
2013-01-25,4405.7
2013-01-28,4399.2
2013-01-29,4431.6
2013-01-30,4473.75
2013-01-31,4501.15
2013-02-01,4542.55
2013-02-04,4642.95
2013-02-05,4638.9
2013-02-06,4624.15
2013-02-07,4603.85
2013-02-08,4523.5
2013-02-11,4533.5
2013-02-12,4509.5
2013-02-13,4471.05
2013-02-14,4526.1
2013-02-15,4542.4
2013-02-18,4504.1
2013-02-19,4558.9
2013-02-20,4555.5
2013-02-21,4513.65
2013-02-22,4537.3
2013-02-25,4502.15
2013-02-26,4400.1
2013-02-27,4358.05
2013-02-28,4272.2
2013-03-01,4359.1
2013-03-04,4329.9
2013-03-05,4434.9
2013-03-06,4463.2
2013-03-07,4585.45
2013-03-08,4666.6
2013-03-11,4756.75
2013-03-12,4752.4
2013-03-13,4790.8
2013-03-14,4896.45
2013-03-15,5007.3
2013-03-18,5002.5
2013-03-19,4909.35
2013-03-20,4992.6
2013-03-21,4912.7
2013-03-22,4953.7
2013-03-25,4879.05
2013-03-26,4903.25
2013-03-28,4917.25
2013-04-01,4954.95
2013-04-02,4890.35
2013-04-03,4885.1
2013-04-04,4788.6
2013-04-05,4767.55
2013-04-08,4622.45
2013-04-09,4531.6
2013-04-10,4536.2
2013-04-11,4554.65
2013-04-12,4662.0
2013-04-15,4642.1
2013-04-16,4687.7
2013-04-17,4650.35
2013-04-18,4649.5
2013-04-22,4647.15
2013-04-23,4649.45
2013-04-25,4652.15
2013-04-26,4705.55
2013-04-29,4713.75
2013-04-30,4681.25
2013-05-02,4727.35
2013-05-03,4695.25
2013-05-06,4855.95
2013-05-07,4900.0
2013-05-08,4853.55
2013-05-09,4670.95
2013-05-10,4638.75
2013-05-11,4716.25
2013-05-13,4699.5
2013-05-14,4749.0
2013-05-15,4824.45
2013-05-16,4861.5
2013-05-17,4812.8
2013-05-20,4773.6
2013-05-21,4784.95
2013-05-22,4835.65
2013-05-23,4800.0
2013-05-24,4804.95
2013-05-27,4826.05
2013-05-28,4821.7
2013-05-29,4815.3
2013-05-30,4913.6
2013-05-31,4863.1
2013-06-03,4694.3
2013-06-04,4680.3
2013-06-05,4675.25
2013-06-06,4620.05
2013-06-07,4576.8
2013-06-10,4537.25
2013-06-11,4489.7
2013-06-12,4496.1
2013-06-13,4444.2
2013-06-14,4559.5
2013-06-17,4575.35
2013-06-18,4575.25
2013-06-19,4610.55
2013-06-20,4573.65
2013-06-21,4557.7
2013-06-24,4393.2
2013-06-25,4361.5
2013-06-26,4493.0
2013-06-27,4538.1
2013-06-28,4636.5
2013-07-01,4712.5
2013-07-02,4677.6
2013-07-03,4571.3
2013-07-04,4565.2
2013-07-05,4668.8
2013-07-08,4672.95
2013-07-09,4762.55
2013-07-10,4782.8
2013-07-11,4874.5
2013-07-12,4826.7
2013-07-15,4812.65
2013-07-16,4835.85
2013-07-17,5011.55
2013-07-18,5213.1
2013-07-19,5165.4
2013-07-22,5050.3
2013-07-23,4941.05
2013-07-24,4986.05
2013-07-25,5080.4
2013-07-26,5075.55
2013-07-29,5118.2
2013-07-30,510.75
2013-07-31,507.6
2013-08-01,498.2
2013-08-02,497.45
2013-08-05,472.8
2013-08-06,437.35
2013-08-07,423.2
2013-08-08,430.8
2013-08-12,436.9
2013-08-13,439.95
2013-08-14,434.75
2013-08-16,418.7
2013-08-19,427.2
2013-08-20,417.8
2013-08-21,415.15
2013-08-22,420.3
2013-08-23,420.05
2013-08-26,427.85
2013-08-27,410.0
2013-08-28,392.0
2013-08-29,403.2
2013-08-30,420.95
2013-09-02,422.4
2013-09-03,398.15
2013-09-04,403.3
2013-09-05,405.6
2013-09-06,425.1
2013-09-10,445.8
2013-09-11,444.6
2013-09-12,438.5
2013-09-13,442.35
2013-09-16,441.35
2013-09-17,441.7
2013-09-18,445.5
2013-09-19,479.1
2013-09-20,488.15
2013-09-23,486.1
2013-09-24,485.3
2013-09-25,477.85
2013-09-26,479.8
2013-09-27,469.8
2013-09-30,459.25
2013-10-01,454.35
2013-10-03,470.8
2013-10-04,467.1
2013-10-07,463.5
2013-10-08,459.7
2013-10-09,469.9
2013-10-10,479.65
2013-10-11,485.05
2013-10-14,470.6
2013-10-15,480.8
2013-10-17,486.4
2013-10-18,486.9
2013-10-21,515.8
2013-10-22,523.2
2013-10-23,522.15
2013-10-24,521.5
2013-10-25,513.7
2013-10-28,501.55
2013-10-29,519.0
2013-10-30,528.25
2013-10-31,539.45
2013-11-01,542.8
2013-11-03,538.15
2013-11-05,548.2
2013-11-06,552.35
2013-11-07,551.4
2013-11-08,556.6
2013-11-11,546.5
2013-11-12,530.45
2013-11-13,522.85
2013-11-14,513.15
2013-11-18,526.3
2013-11-19,531.3
2013-11-20,524.3
2013-11-21,509.25
2013-11-22,508.1
2013-11-25,516.3
2013-11-26,506.7
2013-11-27,504.75
2013-11-28,504.85
2013-11-29,503.65
2013-12-02,505.1
2013-12-03,504.45
2013-12-04,502.35
2013-12-05,504.85
2013-12-06,504.75
2013-12-09,504.65
2013-12-10,504.7
2013-12-11,501.75
2013-12-12,497.8
2013-12-13,494.1
2013-12-16,485.85
2013-12-17,490.65
2013-12-18,497.15
2013-12-19,485.95
2013-12-20,489.6
2013-12-23,486.7
2013-12-24,487.4
2013-12-26,489.85
2013-12-27,485.1
2013-12-30,487.85
2013-12-31,490.0
