Date,FEDERALBNK
2013-01-01,539.6
2013-01-02,543.25
2013-01-03,537.55
2013-01-04,526.85
2013-01-07,522.45
2013-01-08,520.2
2013-01-09,524.2
2013-01-10,515.25
2013-01-11,507.15
2013-01-14,519.9
2013-01-15,524.85
2013-01-16,516.05
2013-01-17,511.8
2013-01-18,503.0
2013-01-21,499.95
2013-01-22,503.9
2013-01-23,500.3
2013-01-24,498.55
2013-01-25,506.65
2013-01-28,502.35
2013-01-29,505.95
2013-01-30,509.1
2013-01-31,505.55
2013-02-01,510.6
2013-02-04,507.9
2013-02-05,509.05
2013-02-06,512.95
2013-02-07,517.35
2013-02-08,516.15
2013-02-11,515.65
2013-02-12,514.9
2013-02-13,509.7
2013-02-14,499.75
2013-02-15,504.45
2013-02-18,501.05
2013-02-19,503.95
2013-02-20,500.3
2013-02-21,495.25
2013-02-22,496.4
2013-02-25,495.95
2013-02-26,493.8
2013-02-27,499.7
2013-02-28,493.25
2013-03-01,489.9
2013-03-04,488.9
2013-03-05,490.25
2013-03-06,496.75
2013-03-07,489.95
2013-03-08,493.25
2013-03-11,496.2
2013-03-12,492.3
2013-03-13,484.2
2013-03-14,490.6
2013-03-15,489.85
2013-03-18,486.6
2013-03-19,487.15
2013-03-20,480.9
2013-03-21,470.75
2013-03-22,482.65
2013-03-25,483.05
2013-03-26,486.0
2013-03-28,480.65
2013-04-01,484.5
2013-04-02,488.2
2013-04-03,480.8
2013-04-04,474.6
2013-04-05,465.25
2013-04-08,445.6
2013-04-09,444.15
2013-04-10,447.75
2013-04-11,445.1
2013-04-12,440.7
2013-04-15,418.95
2013-04-16,438.8
2013-04-17,436.45
2013-04-18,452.15
2013-04-22,463.7
2013-04-23,449.9
2013-04-25,453.5
2013-04-26,461.5
2013-04-29,448.55
2013-04-30,456.45
2013-05-02,451.75
2013-05-03,447.35
2013-05-06,448.05
2013-05-07,451.65
2013-05-08,450.8
2013-05-09,447.3
2013-05-10,456.0
2013-05-11,455.45
2013-05-13,446.5
2013-05-14,457.5
2013-05-15,477.7
2013-05-16,480.35
2013-05-17,476.55
2013-05-20,468.95
2013-05-21,469.5
2013-05-22,463.8
2013-05-23,449.4
2013-05-24,450.9
2013-05-27,456.4
2013-05-28,454.2
2013-05-29,449.25
2013-05-30,450.9
2013-05-31,450.35
2013-06-03,458.5
2013-06-04,457.55
2013-06-05,458.95
2013-06-06,452.9
2013-06-07,449.15
2013-06-10,442.25
2013-06-11,424.3
2013-06-12,422.65
2013-06-13,421.8
2013-06-14,424.15
2013-06-17,432.2
2013-06-18,434.6
2013-06-19,442.3
2013-06-20,430.3
2013-06-21,416.05
2013-06-24,400.65
2013-06-25,409.85
2013-06-26,403.0
2013-06-27,398.4
2013-06-28,409.25
2013-07-01,417.6
2013-07-02,415.1
2013-07-03,400.9
2013-07-04,400.45
2013-07-05,396.3
2013-07-08,397.05
2013-07-09,398.1
2013-07-10,395.7
2013-07-11,400.8
2013-07-12,395.9
2013-07-15,398.85
2013-07-16,385.6
2013-07-17,368.0
2013-07-18,379.25
2013-07-19,382.2
2013-07-22,380.15
2013-07-23,378.4
2013-07-24,349.05
2013-07-25,347.6
2013-07-26,347.65
2013-07-29,340.0
2013-07-30,337.2
2013-07-31,349.65
2013-08-01,347.6
2013-08-02,349.5
2013-08-05,356.45
2013-08-06,338.95
2013-08-07,333.4
2013-08-08,317.95
2013-08-12,330.65
2013-08-13,341.35
2013-08-14,328.05
2013-08-16,310.1
2013-08-19,295.75
2013-08-20,297.0
2013-08-21,286.9
2013-08-22,277.4
2013-08-23,285.55
2013-08-26,287.6
2013-08-27,267.4
2013-08-28,257.25
2013-08-29,270.15
2013-08-30,256.15
2013-09-02,248.05
2013-09-03,230.1
2013-09-04,244.15
2013-09-05,274.55
2013-09-06,280.75
2013-09-10,286.25
2013-09-11,298.6
2013-09-12,296.6
2013-09-13,300.7
2013-09-16,301.05
2013-09-17,295.9
2013-09-18,295.7
2013-09-19,316.35
2013-09-20,305.3
2013-09-23,296.1
2013-09-24,300.2
2013-09-25,300.05
2013-09-26,300.5
2013-09-27,296.3
2013-09-30,284.6
2013-10-01,285.6
2013-10-03,290.85
2013-10-04,289.2
2013-10-07,291.25
2013-10-08,293.9
2013-10-09,302.95
2013-10-10,312.8
2013-10-11,326.2
2013-10-14,347.65
2013-10-15,334.7
2013-10-17,68.75
2013-10-18,71.35
2013-10-21,78.4
2013-10-22,78.9
2013-10-23,78.35
2013-10-24,82.15
2013-10-25,80.3
2013-10-28,76.3
2013-10-29,79.8
2013-10-30,79.75
2013-10-31,82.1
2013-11-01,82.9
2013-11-03,83.45
2013-11-05,85.45
2013-11-06,81.3
2013-11-07,78.85
2013-11-08,78.05
2013-11-11,76.3
2013-11-12,74.8
2013-11-13,73.8
2013-11-14,75.65
2013-11-18,78.15
2013-11-19,77.5
2013-11-20,78.8
2013-11-21,77.8
2013-11-22,77.65
2013-11-25,79.05
2013-11-26,78.15
2013-11-27,77.9
2013-11-28,76.35
2013-11-29,78.85
2013-12-02,79.35
2013-12-03,79.15
2013-12-04,77.8
2013-12-05,78.35
2013-12-06,78.95
2013-12-09,82.5
2013-12-10,80.25
2013-12-11,80.55
2013-12-12,78.95
2013-12-13,77.05
2013-12-16,77.15
2013-12-17,78.4
2013-12-18,80.05
2013-12-19,78.4
2013-12-20,79.55
2013-12-23,83.65
2013-12-24,82.15
2013-12-26,84.1
2013-12-27,84.35
2013-12-30,82.5
2013-12-31,84.05
