Date,3MINDIA
2013-01-01,4180.8
2013-01-02,4196.9
2013-01-03,4187.25
2013-01-04,4149.95
2013-01-07,4152.05
2013-01-08,4100.35
2013-01-09,4080.1
2013-01-10,4090.0
2013-01-11,4100.0
2013-01-14,4076.45
2013-01-15,4050.8
2013-01-16,3976.4
2013-01-17,4035.35
2013-01-18,4021.7
2013-01-21,4000.0
2013-01-22,3974.15
2013-01-23,3942.0
2013-01-24,3952.1
2013-01-25,4020.7
2013-01-28,4044.8
2013-01-29,3950.05
2013-01-30,3953.0
2013-01-31,3961.45
2013-02-01,3931.2
2013-02-04,3942.7
2013-02-05,3917.05
2013-02-06,3936.95
2013-02-07,3895.0
2013-02-08,3865.95
2013-02-11,3822.6
2013-02-12,3840.0
2013-02-13,3850.0
2013-02-14,3832.45
2013-02-15,3815.1
2013-02-18,3845.55
2013-02-19,3820.1
2013-02-20,3832.8
2013-02-21,3795.95
2013-02-22,3735.3
2013-02-25,3794.5
2013-02-26,3648.8
2013-02-27,3579.6
2013-02-28,3521.25
2013-03-01,3587.5
2013-03-04,3600.05
2013-03-05,3606.4
2013-03-06,3537.3
2013-03-07,3656.8
2013-03-08,3742.45
2013-03-11,3579.5
2013-03-12,3596.2
2013-03-13,3585.0
2013-03-14,3501.35
2013-03-15,3383.6
2013-03-18,3391.15
2013-03-19,3410.55
2013-03-20,3446.35
2013-03-21,3499.1
2013-03-22,3521.3
2013-03-25,3613.45
2013-03-26,3686.45
2013-03-28,3756.5
2013-04-01,3698.55
2013-04-02,3700.0
2013-04-03,3637.7
2013-04-04,3461.05
2013-04-05,3494.1
2013-04-08,3450.45
2013-04-09,3417.9
2013-04-10,3375.5
2013-04-11,3415.55
2013-04-12,3393.1
2013-04-15,3393.05
2013-04-16,3354.75
2013-04-17,3405.15
2013-04-18,3401.05
2013-04-22,3497.95
2013-04-23,3554.75
2013-04-25,3463.0
2013-04-26,3477.55
2013-04-29,3553.4
2013-04-30,3531.35
2013-05-02,3509.3
2013-05-03,3530.05
2013-05-06,3546.5
2013-05-07,3582.25
2013-05-08,3599.0
2013-05-09,3627.2
2013-05-10,3678.0
2013-05-11,3610.7
2013-05-13,3650.85
2013-05-14,3650.85
2013-05-15,3728.95
2013-05-16,3718.75
2013-05-17,3670.15
2013-05-20,3735.6
2013-05-21,3710.0
2013-05-22,3720.5
2013-05-23,3643.4
