Date,AUROPHARMA
2013-01-01,193.45
2013-01-02,201.7
2013-01-03,202.2
2013-01-04,201.65
2013-01-07,201.6
2013-01-08,200.7
2013-01-09,196.5
2013-01-10,190.85
2013-01-11,184.5
2013-01-14,192.05
2013-01-15,192.85
2013-01-16,188.45
2013-01-17,188.65
2013-01-18,192.55
2013-01-21,195.3
2013-01-22,189.15
2013-01-23,188.25
2013-01-24,184.85
2013-01-25,187.4
2013-01-28,190.0
2013-01-29,183.05
2013-01-30,186.65
2013-01-31,187.4
2013-02-01,192.0
2013-02-04,188.45
2013-02-05,191.4
2013-02-06,192.65
2013-02-07,186.4
2013-02-08,183.55
2013-02-11,182.25
2013-02-12,180.8
2013-02-13,181.2
2013-02-14,181.95
2013-02-15,184.6
2013-02-18,181.5
2013-02-19,186.7
2013-02-20,186.95
2013-02-21,180.2
2013-02-22,181.25
2013-02-25,173.5
2013-02-26,172.2
2013-02-27,172.7
2013-02-28,160.9
2013-03-01,160.45
2013-03-04,155.3
2013-03-05,165.1
2013-03-06,164.55
2013-03-07,164.0
2013-03-08,164.8
2013-03-11,167.15
2013-03-12,163.6
2013-03-13,160.55
2013-03-14,164.1
2013-03-15,159.65
2013-03-18,155.95
2013-03-19,157.65
2013-03-20,151.65
2013-03-21,145.45
2013-03-22,139.75
2013-03-25,136.6
2013-03-26,130.45
2013-03-28,145.95
2013-04-01,151.95
2013-04-02,157.75
2013-04-03,159.95
2013-04-04,162.55
2013-04-05,157.55
2013-04-08,159.7
2013-04-09,158.45
2013-04-10,159.55
2013-04-11,168.4
2013-04-12,174.9
2013-04-15,176.2
2013-04-16,180.6
2013-04-17,184.75
2013-04-18,181.45
2013-04-22,189.55
2013-04-23,188.4
2013-04-25,191.6
2013-04-26,190.4
2013-04-29,192.05
2013-04-30,190.9
2013-05-02,199.45
2013-05-03,196.65
2013-05-06,197.3
2013-05-07,194.4
2013-05-08,193.75
2013-05-09,188.95
2013-05-10,194.85
2013-05-11,194.75
2013-05-13,190.65
2013-05-14,189.75
2013-05-15,194.45
2013-05-16,192.85
2013-05-17,192.15
2013-05-20,190.1
2013-05-21,180.6
2013-05-22,182.35
2013-05-23,174.7
2013-05-24,171.3
2013-05-27,177.8
2013-05-28,179.1
2013-05-29,176.45
2013-05-30,176.95
2013-05-31,170.4
2013-06-03,177.75
2013-06-04,185.55
2013-06-05,186.95
2013-06-06,185.75
2013-06-07,184.4
2013-06-10,175.85
2013-06-11,171.7
2013-06-12,174.65
2013-06-13,165.75
2013-06-14,169.65
2013-06-17,181.1
2013-06-18,181.35
2013-06-19,181.6
2013-06-20,172.15
2013-06-21,170.8
2013-06-24,172.75
2013-06-25,175.6
2013-06-26,170.65
2013-06-27,176.95
2013-06-28,180.6
2013-07-01,186.9
2013-07-02,185.75
2013-07-03,184.6
2013-07-04,185.0
2013-07-05,188.1
2013-07-08,192.6
2013-07-09,192.15
2013-07-10,191.5
2013-07-11,191.45
2013-07-12,191.5
2013-07-15,189.9
2013-07-16,182.65
2013-07-17,175.6
2013-07-18,181.2
2013-07-19,173.85
2013-07-22,174.05
2013-07-23,175.65
2013-07-24,172.95
2013-07-25,178.95
2013-07-26,179.55
2013-07-29,177.5
2013-07-30,165.25
2013-07-31,169.3
2013-08-01,163.2
2013-08-02,157.9
2013-08-05,148.65
2013-08-06,148.7
2013-08-07,158.0
2013-08-08,161.3
2013-08-12,180.7
2013-08-13,187.1
2013-08-14,190.5
2013-08-16,186.1
2013-08-19,183.7
2013-08-20,185.05
2013-08-21,172.25
2013-08-22,180.1
2013-08-23,179.75
2013-08-26,182.7
2013-08-27,171.6
2013-08-28,178.7
2013-08-29,181.6
2013-08-30,181.55
2013-09-02,182.8
2013-09-03,182.75
2013-09-04,189.5
2013-09-05,188.6
2013-09-06,190.05
2013-09-10,188.15
2013-09-11,187.15
2013-09-12,182.85
2013-09-13,183.05
2013-09-16,173.2
2013-09-17,177.65
2013-09-18,177.35
2013-09-19,185.75
2013-09-20,188.85
2013-09-23,188.3
2013-09-24,192.05
2013-09-25,192.05
2013-09-26,194.45
2013-09-27,200.7
2013-09-30,202.35
2013-10-01,209.0
2013-10-03,211.7
2013-10-04,210.25
2013-10-07,209.0
2013-10-08,206.0
2013-10-09,210.7
2013-10-10,211.05
2013-10-11,208.35
2013-10-14,209.65
2013-10-15,206.75
2013-10-17,203.75
2013-10-18,207.95
2013-10-21,218.8
2013-10-22,221.7
2013-10-23,216.1
2013-10-24,215.8
2013-10-25,215.55
2013-10-28,210.25
2013-10-29,212.8
2013-10-30,218.65
2013-10-31,216.7
2013-11-01,229.75
2013-11-03,236.85
2013-11-05,240.75
2013-11-06,242.45
2013-11-07,238.45
2013-11-08,260.4
2013-11-11,268.45
2013-11-12,271.9
2013-11-13,273.4
2013-11-14,281.95
2013-11-18,278.8
2013-11-19,278.6
2013-11-20,273.6
2013-11-21,275.1
2013-11-22,278.35
2013-11-25,284.3
2013-11-26,291.7
2013-11-27,289.2
2013-11-28,291.6
2013-11-29,293.55
2013-12-02,304.2
2013-12-03,306.7
2013-12-04,307.35
2013-12-05,302.55
2013-12-06,306.2
2013-12-09,306.3
2013-12-10,306.25
2013-12-11,304.65
2013-12-12,297.95
2013-12-13,310.0
2013-12-16,349.05
2013-12-17,354.6
2013-12-18,377.15
2013-12-19,377.7
2013-12-20,377.85
2013-12-23,383.8
2013-12-24,399.9
2013-12-26,402.8
2013-12-27,390.6
2013-12-30,392.3
2013-12-31,392.8
