Date,GOACARBON
2013-01-01,92.9
2013-01-02,93.95
2013-01-03,93.95
2013-01-04,94.75
2013-01-07,95.4
2013-01-08,94.75
2013-01-09,93.75
2013-01-10,94.15
2013-01-11,93.9
2013-01-14,86.8
2013-01-15,85.9
2013-01-16,82.95
2013-01-17,83.0
2013-01-18,81.6
2013-01-21,80.35
2013-01-22,79.25
2013-01-23,78.85
2013-01-24,76.8
2013-01-25,77.1
2013-01-28,77.65
2013-01-29,75.65
2013-01-30,76.2
2013-01-31,75.35
2013-02-01,74.75
2013-02-04,73.15
2013-02-05,72.0
2013-02-06,72.2
2013-02-07,71.5
2013-02-08,70.35
2013-02-11,69.6
2013-02-12,68.45
2013-02-13,69.95
2013-02-14,69.65
2013-02-15,70.9
2013-02-18,78.35
2013-02-19,82.55
2013-02-20,86.05
2013-02-21,80.9
2013-02-22,80.05
2013-02-25,74.2
2013-02-26,73.0
2013-02-27,72.4
2013-02-28,71.45
2013-03-01,71.55
2013-03-04,71.55
2013-03-05,71.55
2013-03-06,75.7
2013-03-07,74.85
2013-03-08,74.05
2013-03-11,76.35
2013-03-12,75.05
2013-03-13,72.75
2013-03-14,72.65
2013-03-15,72.4
2013-03-18,69.95
2013-03-19,69.75
2013-03-20,68.2
2013-03-21,68.0
2013-03-22,66.1
2013-03-25,64.95
2013-03-26,64.75
2013-03-28,66.35
2013-04-01,66.8
2013-04-02,71.2
2013-04-03,74.5
2013-04-04,73.05
2013-04-05,71.3
2013-04-08,72.85
2013-04-09,73.65
2013-04-10,69.75
2013-04-11,68.6
2013-04-12,68.45
2013-04-15,68.8
2013-04-16,70.4
2013-04-17,69.0
2013-04-18,69.4
2013-04-22,70.1
2013-04-23,70.55
2013-04-25,71.1
2013-04-26,72.8
2013-04-29,72.15
2013-04-30,70.7
2013-05-02,71.5
2013-05-03,70.75
2013-05-06,73.15
2013-05-07,75.05
2013-05-08,73.3
2013-05-09,72.75
2013-05-10,71.65
2013-05-11,71.5
2013-05-13,70.45
2013-05-14,70.3
2013-05-15,73.75
2013-05-16,84.2
2013-05-17,79.7
2013-05-20,77.8
2013-05-21,79.45
2013-05-22,78.4
2013-05-23,73.8
2013-05-24,71.6
2013-05-27,73.2
2013-05-28,72.1
2013-05-29,71.95
2013-05-30,71.9
2013-05-31,70.45
2013-06-03,70.1
2013-06-04,71.95
2013-06-05,72.05
2013-06-06,71.3
2013-06-07,71.55
2013-06-10,70.1
2013-06-11,68.5
2013-06-12,68.65
2013-06-13,68.05
2013-06-14,69.05
2013-06-17,68.4
2013-06-18,69.35
2013-06-19,71.8
2013-06-20,69.75
2013-06-21,71.4
2013-06-24,68.6
2013-06-25,66.35
2013-06-26,67.0
2013-06-27,66.2
2013-06-28,66.85
2013-07-01,68.85
2013-07-02,70.2
2013-07-03,67.9
2013-07-04,69.05
2013-07-05,69.95
2013-07-08,66.3
2013-07-09,64.4
2013-07-10,63.5
2013-07-11,63.0
2013-07-12,62.4
2013-07-15,61.4
2013-07-16,61.3
2013-07-17,61.05
2013-07-18,60.3
2013-07-19,59.2
2013-07-22,60.45
2013-07-23,60.05
2013-07-24,59.0
2013-07-25,58.45
2013-07-26,56.65
2013-07-29,56.2
2013-07-30,53.95
2013-07-31,51.65
2013-08-01,50.1
2013-08-02,49.25
2013-08-05,50.0
2013-08-06,49.7
2013-08-07,50.0
2013-08-08,50.9
2013-08-12,52.25
2013-08-13,52.05
2013-08-14,52.85
2013-08-16,51.9
2013-08-19,50.05
2013-08-20,50.35
2013-08-21,53.55
2013-08-22,51.25
2013-08-23,51.8
2013-08-26,50.3
2013-08-27,49.95
2013-08-28,49.7
2013-08-29,50.2
2013-08-30,49.8
2013-09-02,50.25
2013-09-03,49.45
2013-09-04,48.8
2013-09-05,49.8
2013-09-06,50.4
2013-09-10,51.7
2013-09-11,52.4
2013-09-12,52.85
2013-09-13,52.3
2013-09-16,54.15
2013-09-17,54.95
2013-09-18,54.45
2013-09-19,54.6
2013-09-20,53.65
2013-09-23,54.05
2013-09-24,54.0
2013-09-25,52.85
2013-09-26,53.35
2013-09-27,55.45
2013-09-30,54.1
2013-10-01,57.0
2013-10-03,56.9
2013-10-04,57.65
2013-10-07,57.7
2013-10-08,62.9
2013-10-09,60.2
2013-10-10,57.35
2013-10-11,54.75
2013-10-14,55.55
2013-10-15,55.2
2013-10-17,54.95
2013-10-18,54.95
2013-10-21,54.8
2013-10-22,55.5
2013-10-23,57.85
2013-10-24,62.55
2013-10-25,59.3
2013-10-28,57.5
2013-10-29,58.05
2013-10-30,58.1
2013-10-31,57.6
2013-11-01,57.2
2013-11-03,58.45
2013-11-05,58.95
2013-11-06,58.4
2013-11-07,57.15
2013-11-08,57.05
2013-11-11,56.8
2013-11-12,55.85
2013-11-13,54.1
2013-11-14,54.7
2013-11-18,55.9
2013-11-19,56.65
2013-11-20,61.45
2013-11-21,67.25
2013-11-22,71.85
2013-11-25,67.55
2013-11-26,64.8
2013-11-27,62.0
2013-11-28,60.3
2013-11-29,65.35
2013-12-02,65.95
2013-12-03,64.1
2013-12-04,63.5
2013-12-05,63.55
2013-12-06,65.35
2013-12-09,65.7
2013-12-10,63.55
2013-12-11,63.1
2013-12-12,62.55
2013-12-13,61.45
2013-12-16,60.25
2013-12-17,58.9
2013-12-18,58.6
2013-12-19,58.65
2013-12-20,60.7
2013-12-23,67.05
2013-12-24,63.05
2013-12-26,64.25
2013-12-27,65.9
2013-12-30,67.2
2013-12-31,67.75
