Date,INEOSSTYRO
2013-01-01,737.35
2013-01-02,756.5
2013-01-03,745.25
2013-01-04,747.6
2013-01-07,735.8
2013-01-08,725.7
2013-01-09,724.05
2013-01-10,726.1
2013-01-11,722.4
2013-01-14,727.5
2013-01-15,730.0
2013-01-16,729.95
2013-01-17,724.0
2013-01-18,718.8
2013-01-21,701.25
2013-01-22,693.0
2013-01-23,691.55
2013-01-24,681.8
2013-01-25,681.15
2013-01-28,682.3
2013-01-29,666.8
2013-01-30,669.0
2013-01-31,668.5
2013-02-01,650.5
2013-02-04,657.65
2013-02-05,632.3
2013-02-06,645.55
2013-02-07,651.3
2013-02-08,629.95
2013-02-11,616.55
2013-02-12,610.45
2013-02-13,598.5
2013-02-14,594.95
2013-02-15,593.15
2013-02-18,580.25
2013-02-19,613.95
2013-02-20,608.5
2013-02-21,606.7
2013-02-22,613.45
2013-02-25,611.8
2013-02-26,606.05
2013-02-27,634.75
2013-02-28,616.7
2013-03-01,617.2
2013-03-04,602.0
2013-03-05,603.2
2013-03-06,614.3
2013-03-07,605.6
2013-03-08,597.8
2013-03-11,604.95
2013-03-12,610.25
2013-03-13,600.2
2013-03-14,593.9
2013-03-15,608.7
2013-03-18,605.0
2013-03-19,596.65
2013-03-20,589.85
2013-03-21,585.95
2013-03-22,575.3
2013-03-25,557.85
2013-03-26,559.6
2013-03-28,553.05
2013-04-01,564.5
2013-04-02,572.95
2013-04-03,586.05
2013-04-04,586.55
2013-04-05,588.7
2013-04-08,582.45
2013-04-09,565.4
2013-04-10,508.85
2013-04-11,516.1
2013-04-12,499.8
2013-04-15,503.95
2013-04-16,510.8
2013-04-17,505.45
2013-04-18,500.0
2013-04-22,504.9
2013-04-23,501.0
2013-04-25,502.8
2013-04-26,499.95
2013-04-29,486.95
2013-04-30,491.7
2013-05-02,504.95
2013-05-03,494.15
2013-05-06,510.05
2013-05-07,539.05
2013-05-08,525.0
2013-05-09,531.0
2013-05-10,537.0
2013-05-11,534.0
2013-05-13,523.0
2013-05-14,521.5
2013-05-15,518.4
2013-05-16,527.95
2013-05-17,527.8
2013-05-20,519.15
2013-05-21,473.65
2013-05-22,433.85
2013-05-23,429.65
2013-05-24,434.25
2013-05-27,435.8
2013-05-28,437.5
2013-05-29,435.1
2013-05-30,445.5
2013-05-31,429.8
2013-06-03,435.0
2013-06-04,429.3
2013-06-05,433.05
2013-06-06,430.15
2013-06-07,427.2
2013-06-10,420.9
2013-06-11,416.0
2013-06-12,414.05
2013-06-13,415.35
2013-06-14,412.0
2013-06-17,410.0
2013-06-18,410.0
2013-06-19,426.75
2013-06-20,421.2
2013-06-21,415.15
2013-06-24,400.65
2013-06-25,395.3
2013-06-26,396.55
2013-06-27,385.6
2013-06-28,395.05
2013-07-01,400.85
2013-07-02,400.7
2013-07-03,397.15
2013-07-04,395.0
2013-07-05,406.2
2013-07-08,410.0
2013-07-09,410.0
2013-07-10,412.5
2013-07-11,413.95
2013-07-12,413.8
2013-07-15,415.0
2013-07-16,412.6
2013-07-17,413.25
2013-07-18,411.55
2013-07-19,410.35
2013-07-22,410.0
2013-07-23,410.0
2013-07-24,410.45
2013-07-25,407.55
2013-07-26,417.75
2013-07-29,402.1
2013-07-30,391.45
2013-07-31,373.85
2013-08-01,367.4
2013-08-02,363.1
2013-08-05,363.95
2013-08-06,348.9
2013-08-07,355.2
2013-08-08,356.2
2013-08-12,355.35
2013-08-13,358.9
2013-08-14,360.8
2013-08-16,350.1
2013-08-19,349.75
2013-08-20,350.85
2013-08-21,347.3
2013-08-22,347.1
2013-08-23,348.0
2013-08-26,354.1
2013-08-27,346.3
2013-08-28,343.85
2013-08-29,344.2
2013-08-30,343.5
2013-09-02,345.95
2013-09-03,348.45
2013-09-04,347.45
2013-09-05,343.9
2013-09-06,343.0
2013-09-10,347.45
2013-09-11,364.85
2013-09-12,370.05
2013-09-13,380.95
2013-09-16,390.0
2013-09-17,383.75
2013-09-18,381.05
2013-09-19,393.6
2013-09-20,394.25
2013-09-23,394.45
2013-09-24,385.5
2013-09-25,385.0
2013-09-26,391.1
2013-09-27,388.85
2013-09-30,377.25
2013-10-01,382.05
2013-10-03,387.9
2013-10-04,381.5
2013-10-07,380.0
2013-10-08,375.6
2013-10-09,373.55
2013-10-10,388.1
2013-10-11,387.35
2013-10-14,382.45
2013-10-15,383.0
2013-10-17,384.95
2013-10-18,381.6
2013-10-21,384.95
2013-10-22,385.55
2013-10-23,389.7
2013-10-24,385.45
2013-10-25,386.05
2013-10-28,380.0
2013-10-29,381.0
2013-10-30,380.15
2013-10-31,384.65
2013-11-01,384.95
2013-11-03,396.45
2013-11-05,389.95
2013-11-06,389.1
2013-11-07,409.35
2013-11-08,404.05
2013-11-11,393.5
2013-11-12,387.95
2013-11-13,386.2
2013-11-14,381.55
2013-11-18,384.45
2013-11-19,388.9
2013-11-20,388.65
2013-11-21,386.45
2013-11-22,394.45
2013-11-25,400.15
2013-11-26,409.05
2013-11-27,410.0
2013-11-28,415.05
2013-11-29,412.8
2013-12-02,413.15
2013-12-03,416.85
2013-12-04,417.75
2013-12-05,416.7
2013-12-06,411.0
2013-12-09,413.1
2013-12-10,405.9
2013-12-11,407.0
2013-12-12,410.0
2013-12-13,416.75
2013-12-16,407.85
2013-12-17,403.65
2013-12-18,403.6
2013-12-19,416.05
2013-12-20,423.2
2013-12-23,415.75
2013-12-24,414.15
2013-12-26,413.6
2013-12-27,420.3
2013-12-30,420.65
2013-12-31,419.85
