Date,LICHSGFIN
2013-01-01,297.25
2013-01-02,294.9
2013-01-03,293.9
2013-01-04,295.0
2013-01-07,291.55
2013-01-08,289.45
2013-01-09,283.6
2013-01-10,283.15
2013-01-11,281.2
2013-01-14,285.3
2013-01-15,283.15
2013-01-16,279.85
2013-01-17,278.0
2013-01-18,281.45
2013-01-21,283.8
2013-01-22,281.05
2013-01-23,284.7
2013-01-24,278.9
2013-01-25,283.05
2013-01-28,285.2
2013-01-29,286.0
2013-01-30,285.05
2013-01-31,281.5
2013-02-01,283.8
2013-02-04,285.8
2013-02-05,277.15
2013-02-06,279.05
2013-02-07,271.95
2013-02-08,266.4
2013-02-11,266.65
2013-02-12,270.95
2013-02-13,267.95
2013-02-14,252.1
2013-02-15,248.15
2013-02-18,245.75
2013-02-19,248.2
2013-02-20,245.95
2013-02-21,240.95
2013-02-22,242.1
2013-02-25,248.8
2013-02-26,240.7
2013-02-27,246.25
2013-02-28,232.4
2013-03-01,236.85
2013-03-04,233.15
2013-03-05,239.9
2013-03-06,240.45
2013-03-07,241.55
2013-03-08,249.25
2013-03-11,245.5
2013-03-12,240.5
2013-03-13,236.5
2013-03-14,244.5
2013-03-15,241.4
2013-03-18,241.5
2013-03-19,232.8
2013-03-20,220.1
2013-03-21,211.8
2013-03-22,216.45
2013-03-25,217.3
2013-03-26,221.9
2013-03-28,224.9
2013-04-01,226.55
2013-04-02,232.65
2013-04-03,225.4
2013-04-04,221.6
2013-04-05,223.05
2013-04-08,220.65
2013-04-09,216.85
2013-04-10,218.75
2013-04-11,217.1
2013-04-12,220.9
2013-04-15,224.9
2013-04-16,228.7
2013-04-17,226.25
2013-04-18,233.1
2013-04-22,234.9
2013-04-23,232.25
2013-04-25,232.35
2013-04-26,247.85
2013-04-29,252.1
2013-04-30,243.65
2013-05-02,246.5
2013-05-03,241.3
2013-05-06,244.95
2013-05-07,247.15
2013-05-08,251.7
2013-05-09,248.45
2013-05-10,249.5
2013-05-11,249.65
2013-05-13,244.05
2013-05-14,246.95
2013-05-15,259.25
2013-05-16,263.35
2013-05-17,275.6
2013-05-20,275.15
2013-05-21,276.45
2013-05-22,276.1
2013-05-23,267.5
2013-05-24,274.75
2013-05-27,274.05
2013-05-28,276.65
2013-05-29,270.25
2013-05-30,270.0
2013-05-31,255.9
2013-06-03,258.4
2013-06-04,261.75
2013-06-05,267.8
2013-06-06,265.55
2013-06-07,264.2
2013-06-10,260.1
2013-06-11,253.75
2013-06-12,255.2
2013-06-13,250.2
2013-06-14,262.3
2013-06-17,268.05
2013-06-18,267.65
2013-06-19,271.35
2013-06-20,256.4
2013-06-21,257.75
2013-06-24,253.2
2013-06-25,250.6
2013-06-26,252.7
2013-06-27,248.4
2013-06-28,254.75
2013-07-01,254.95
2013-07-02,252.85
2013-07-03,239.45
2013-07-04,235.85
2013-07-05,233.05
2013-07-08,224.75
2013-07-09,227.65
2013-07-10,228.65
2013-07-11,238.2
2013-07-12,234.7
2013-07-15,237.85
2013-07-16,220.45
2013-07-17,212.05
2013-07-18,217.05
2013-07-19,208.35
2013-07-22,208.8
2013-07-23,215.15
2013-07-24,203.3
2013-07-25,194.8
2013-07-26,189.25
2013-07-29,182.5
2013-07-30,172.1
2013-07-31,165.7
2013-08-01,168.1
2013-08-02,164.0
2013-08-05,171.45
2013-08-06,160.7
2013-08-07,165.75
2013-08-08,168.9
2013-08-12,175.7
2013-08-13,177.6
2013-08-14,181.15
2013-08-16,169.9
2013-08-19,161.95
2013-08-20,157.2
2013-08-21,159.5
2013-08-22,165.25
2013-08-23,168.4
2013-08-26,176.45
2013-08-27,165.5
2013-08-28,162.55
2013-08-29,164.45
2013-08-30,165.9
2013-09-02,168.8
2013-09-03,156.7
2013-09-04,157.9
2013-09-05,167.05
2013-09-06,173.9
2013-09-10,185.45
2013-09-11,187.35
2013-09-12,181.0
2013-09-13,183.8
2013-09-16,186.75
2013-09-17,184.05
2013-09-18,190.0
2013-09-19,204.6
2013-09-20,207.8
2013-09-23,194.3
2013-09-24,196.3
2013-09-25,198.6
2013-09-26,198.2
2013-09-27,192.5
2013-09-30,187.95
2013-10-01,192.6
2013-10-03,198.35
2013-10-04,206.15
2013-10-07,204.65
2013-10-08,205.45
2013-10-09,211.6
2013-10-10,212.45
2013-10-11,208.95
2013-10-14,207.5
2013-10-15,201.3
2013-10-17,197.35
2013-10-18,205.0
2013-10-21,208.05
2013-10-22,208.9
2013-10-23,210.1
2013-10-24,209.85
2013-10-25,207.3
2013-10-28,201.5
2013-10-29,207.55
2013-10-30,219.05
2013-10-31,224.55
2013-11-01,227.05
2013-11-03,226.15
2013-11-05,229.0
2013-11-06,223.8
2013-11-07,217.55
2013-11-08,212.1
2013-11-11,209.0
2013-11-12,210.95
2013-11-13,208.65
2013-11-14,220.35
2013-11-18,227.25
2013-11-19,227.05
2013-11-20,220.7
2013-11-21,209.7
2013-11-22,209.9
2013-11-25,210.45
2013-11-26,207.2
2013-11-27,201.95
2013-11-28,206.6
2013-11-29,208.05
2013-12-02,207.95
2013-12-03,205.8
2013-12-04,201.6
2013-12-05,202.45
2013-12-06,202.4
2013-12-09,206.5
2013-12-10,202.45
2013-12-11,201.45
2013-12-12,200.9
2013-12-13,198.25
2013-12-16,199.0
2013-12-17,198.45
2013-12-18,204.15
2013-12-19,201.65
2013-12-20,208.8
2013-12-23,215.35
2013-12-24,215.9
2013-12-26,215.45
2013-12-27,217.0
2013-12-30,216.75
2013-12-31,219.25
