Date,DRREDDY
2013-01-01,1835.75
2013-01-02,1837.7
2013-01-03,1882.3
2013-01-04,1889.35
2013-01-07,1887.6
2013-01-08,1908.15
2013-01-09,1910.9
2013-01-10,1910.05
2013-01-11,1899.85
2013-01-14,1913.05
2013-01-15,1902.35
2013-01-16,1929.9
2013-01-17,1938.5
2013-01-18,1891.15
2013-01-21,1922.8
2013-01-22,1912.45
2013-01-23,1922.3
2013-01-24,1935.2
2013-01-25,1945.15
2013-01-28,1940.75
2013-01-29,1937.85
2013-01-30,1932.7
2013-01-31,1915.9
2013-02-01,1945.3
2013-02-04,1912.35
2013-02-05,1899.85
2013-02-06,1899.25
2013-02-07,1895.2
2013-02-08,1855.4
2013-02-11,1898.85
2013-02-12,1915.05
2013-02-13,1905.2
2013-02-14,1874.35
2013-02-15,1818.9
2013-02-18,1802.2
2013-02-19,1823.5
2013-02-20,1825.8
2013-02-21,1821.2
2013-02-22,1816.2
2013-02-25,1804.35
2013-02-26,1769.15
2013-02-27,1755.85
2013-02-28,1755.45
2013-03-01,1741.85
2013-03-04,1765.1
2013-03-05,1793.95
2013-03-06,1809.8
2013-03-07,1808.7
2013-03-08,1819.2
2013-03-11,1813.15
2013-03-12,1817.15
2013-03-13,1807.95
2013-03-14,1817.0
2013-03-15,1822.65
2013-03-18,1802.9
2013-03-19,1797.85
2013-03-20,1800.0
2013-03-21,1772.25
2013-03-22,1752.1
2013-03-25,1765.9
2013-03-26,1763.15
2013-03-28,1766.5
2013-04-01,1825.9
2013-04-02,1839.35
2013-04-03,1837.85
2013-04-04,1889.75
2013-04-05,1911.55
2013-04-08,1936.7
2013-04-09,1916.5
2013-04-10,1899.7
2013-04-11,1885.15
2013-04-12,1903.8
2013-04-15,1852.65
2013-04-16,1923.7
2013-04-17,1907.9
2013-04-18,1906.1
2013-04-22,1886.35
2013-04-23,1901.5
2013-04-25,1992.5
2013-04-26,1990.85
2013-04-29,1997.35
2013-04-30,2028.2
2013-05-02,2009.65
2013-05-03,2001.45
2013-05-06,1992.95
2013-05-07,1991.9
2013-05-08,1998.75
2013-05-09,1986.95
2013-05-10,2022.25
2013-05-11,2091.7
2013-05-13,2077.3
2013-05-14,2027.9
2013-05-15,2065.3
2013-05-16,2118.95
2013-05-17,2078.3
2013-05-20,2044.8
2013-05-21,2020.85
2013-05-22,2055.75
2013-05-23,2051.45
2013-05-24,2066.1
2013-05-27,2090.95
2013-05-28,2116.85
2013-05-29,2122.75
2013-05-30,2107.65
2013-05-31,2092.0
2013-06-03,2111.85
2013-06-04,2157.1
2013-06-05,2160.65
2013-06-06,2137.85
2013-06-07,2190.3
2013-06-10,2181.5
2013-06-11,2183.95
2013-06-12,2178.45
2013-06-13,2159.05
2013-06-14,2175.85
2013-06-17,2146.45
2013-06-18,2130.95
2013-06-19,2099.7
2013-06-20,2077.65
2013-06-21,2121.4
2013-06-24,2103.05
2013-06-25,2099.65
2013-06-26,2095.85
2013-06-27,2159.25
2013-06-28,2218.85
2013-07-01,2263.8
2013-07-02,2263.4
2013-07-03,2210.85
2013-07-04,2222.8
2013-07-05,2238.85
2013-07-08,2248.75
2013-07-09,2284.2
2013-07-10,2261.5
2013-07-11,2295.85
2013-07-12,2349.45
2013-07-15,2347.65
2013-07-16,2278.4
2013-07-17,2311.15
2013-07-18,2339.5
2013-07-19,2346.1
2013-07-22,2319.45
2013-07-23,2361.25
2013-07-24,2346.2
2013-07-25,2317.95
2013-07-26,2294.45
2013-07-29,2217.7
2013-07-30,2177.25
2013-07-31,2281.2
2013-08-01,2278.45
2013-08-02,2238.7
2013-08-05,2209.95
2013-08-06,2198.2
2013-08-07,2254.65
2013-08-08,2224.0
2013-08-12,2181.15
2013-08-13,2238.25
2013-08-14,2211.1
2013-08-16,2166.15
2013-08-19,2141.1
2013-08-20,2138.75
2013-08-21,2046.6
2013-08-22,2108.55
2013-08-23,2119.75
2013-08-26,2150.85
2013-08-27,2167.45
2013-08-28,2171.8
2013-08-29,2258.45
2013-08-30,2292.9
2013-09-02,2283.2
