Date,TCS
2013-01-01,1264.15
2013-01-02,1263.3
2013-01-03,1280.6
2013-01-04,1299.2
2013-01-07,1294.85
2013-01-08,1300.25
2013-01-09,1276.6
2013-01-10,1258.4
2013-01-11,1306.35
2013-01-14,1334.5
2013-01-15,1337.45
2013-01-16,1347.75
2013-01-17,1362.0
2013-01-18,1351.0
2013-01-21,1330.0
2013-01-22,1317.5
2013-01-23,1311.95
2013-01-24,1328.55
2013-01-25,1340.5
2013-01-28,1345.05
2013-01-29,1344.95
2013-01-30,1346.15
2013-01-31,1344.15
2013-02-01,1348.1
2013-02-04,1356.35
2013-02-05,1360.05
2013-02-06,1370.55
2013-02-07,1387.15
2013-02-08,1422.6
2013-02-11,1414.7
2013-02-12,1410.05
2013-02-13,1435.4
2013-02-14,1447.7
2013-02-15,1442.15
2013-02-18,1425.35
2013-02-19,1443.55
2013-02-20,1452.8
2013-02-21,1451.05
2013-02-22,1455.1
2013-02-25,1473.7
2013-02-26,1496.4
2013-02-27,1483.2
2013-02-28,1517.0
2013-03-01,1501.85
2013-03-04,1513.2
2013-03-05,1540.15
2013-03-06,1561.2
2013-03-07,1589.9
2013-03-08,1583.15
2013-03-11,1566.2
2013-03-12,1560.5
2013-03-13,1551.7
2013-03-14,1567.7
2013-03-15,1570.25
2013-03-18,1566.95
2013-03-19,1546.75
2013-03-20,1557.65
2013-03-21,1559.95
2013-03-22,1542.15
2013-03-25,1543.35
2013-03-26,1556.35
2013-03-28,1575.75
2013-04-01,1556.85
2013-04-02,1567.35
2013-04-03,1543.4
2013-04-04,1507.8
2013-04-05,1498.35
2013-04-08,1480.75
2013-04-09,1497.4
2013-04-10,1530.45
2013-04-11,1536.9
2013-04-12,1511.75
2013-04-15,1472.45
2013-04-16,1483.15
2013-04-17,1456.65
2013-04-18,1452.75
2013-04-22,1425.3
2013-04-23,1430.55
2013-04-25,1402.3
2013-04-26,1369.35
2013-04-29,1370.75
2013-04-30,1378.4
2013-05-02,1433.9
2013-05-03,1418.5
2013-05-06,1467.2
2013-05-07,1471.6
2013-05-08,1480.1
2013-05-09,1498.45
2013-05-10,1495.9
2013-05-11,1489.65
2013-05-13,1451.6
2013-05-14,1457.95
2013-05-15,1471.55
2013-05-16,1454.05
2013-05-17,1473.8
2013-05-20,1472.4
2013-05-21,1492.85
2013-05-22,1498.4
2013-05-23,1492.7
2013-05-24,1469.55
2013-05-27,1498.0
2013-05-28,1514.1
2013-05-29,1497.35
2013-05-30,1499.4
2013-05-31,1498.45
2013-06-03,1469.4
2013-06-04,1465.35
2013-06-05,1467.8
2013-06-06,1470.75
2013-06-07,1518.95
2013-06-10,1525.05
2013-06-11,1501.55
2013-06-12,1468.1
2013-06-13,1445.65
2013-06-14,1450.7
2013-06-17,1452.45
2013-06-18,1443.8
2013-06-19,1427.7
2013-06-20,1404.5
2013-06-21,1422.25
2013-06-24,1410.7
2013-06-25,1392.3
2013-06-26,1437.7
2013-06-27,1491.9
2013-06-28,1518.15
2013-07-01,1492.35
2013-07-02,1500.55
2013-07-03,1489.8
2013-07-04,1538.3
2013-07-05,1530.2
2013-07-08,1506.65
2013-07-09,1504.9
2013-07-10,1511.95
2013-07-11,1564.55
2013-07-12,1609.85
2013-07-15,1641.75
2013-07-16,1649.35
2013-07-17,1678.5
2013-07-18,1660.4
2013-07-19,1742.8
2013-07-22,1746.5
2013-07-23,1749.8
2013-07-24,1782.8
2013-07-25,1795.75
2013-07-26,1774.5
2013-07-29,1779.2
2013-07-30,1792.3
2013-07-31,1815.5
2013-08-01,1815.4
2013-08-02,1845.85
2013-08-05,1867.2
2013-08-06,1870.1
2013-08-07,1822.7
2013-08-08,1845.4
2013-08-12,1814.0
2013-08-13,1819.8
2013-08-14,1833.5
2013-08-16,1780.9
2013-08-19,1777.45
2013-08-20,1736.4
2013-08-21,1717.8
2013-08-22,1778.95
2013-08-23,1829.45
2013-08-26,1842.0
2013-08-27,1838.8
2013-08-28,1907.9
2013-08-29,1947.1
2013-08-30,2033.2
2013-09-02,2056.85
2013-09-03,2001.1
2013-09-04,2069.1
2013-09-05,1990.75
2013-09-06,1988.8
2013-09-10,1987.9
2013-09-11,1993.8
2013-09-12,1967.9
2013-09-13,1953.75
2013-09-16,1902.55
2013-09-17,1947.45
2013-09-18,1954.5
2013-09-19,1966.3
2013-09-20,1950.3
2013-09-23,1955.1
2013-09-24,1939.5
2013-09-25,1959.05
2013-09-26,1942.9
2013-09-27,1948.1
2013-09-30,1927.8
2013-10-01,1949.05
2013-10-03,2024.6
2013-10-04,2033.6
2013-10-07,2089.75
2013-10-08,2061.45
2013-10-09,2090.85
2013-10-10,2080.0
2013-10-11,2122.05
2013-10-14,2212.75
2013-10-15,2215.4
2013-10-17,2108.45
