Date,TALWALKARS
2013-01-01,198.55
2013-01-02,198.75
2013-01-03,202.2
2013-01-04,198.65
2013-01-07,198.55
2013-01-08,194.55
2013-01-09,192.05
2013-01-10,190.8
2013-01-11,183.05
2013-01-14,184.4
2013-01-15,186.4
2013-01-16,184.15
2013-01-17,184.6
2013-01-18,185.2
2013-01-21,189.65
2013-01-22,192.4
2013-01-23,186.15
2013-01-24,181.25
2013-01-25,181.55
2013-01-28,181.35
2013-01-29,178.2
2013-01-30,181.15
2013-01-31,178.2
2013-02-01,179.3
2013-02-04,175.9
2013-02-05,172.2
2013-02-06,173.0
2013-02-07,170.55
2013-02-08,170.6
2013-02-11,168.25
2013-02-12,167.5
2013-02-13,165.35
2013-02-14,162.05
2013-02-15,163.75
2013-02-18,172.0
2013-02-19,166.8
2013-02-20,165.45
2013-02-21,161.65
2013-02-22,165.1
2013-02-25,159.5
2013-02-26,153.35
2013-02-27,157.25
2013-02-28,157.15
2013-03-01,158.2
2013-03-04,160.95
2013-03-05,159.9
2013-03-06,167.75
2013-03-07,170.0
2013-03-08,166.6
2013-03-11,167.75
2013-03-12,163.65
2013-03-13,155.25
2013-03-14,156.2
2013-03-15,156.7
2013-03-18,154.35
2013-03-19,153.4
2013-03-20,148.2
2013-03-21,149.55
2013-03-22,141.45
2013-03-25,145.2
2013-03-26,143.7
2013-03-28,142.5
2013-04-01,145.5
2013-04-02,148.3
2013-04-03,144.5
2013-04-04,140.45
2013-04-05,139.8
2013-04-08,139.15
2013-04-09,136.45
2013-04-10,134.0
2013-04-11,136.85
2013-04-12,145.55
2013-04-15,139.7
2013-04-16,138.95
2013-04-17,140.3
2013-04-18,142.0
2013-04-22,142.55
2013-04-23,145.55
2013-04-25,143.0
2013-04-26,139.25
2013-04-29,140.3
2013-04-30,139.65
2013-05-02,139.4
2013-05-03,141.55
2013-05-06,149.85
2013-05-07,153.9
2013-05-08,154.1
2013-05-09,158.0
2013-05-10,160.95
2013-05-11,166.25
2013-05-13,162.2
2013-05-14,162.95
2013-05-15,165.55
2013-05-16,162.75
2013-05-17,158.85
2013-05-20,158.25
2013-05-21,150.95
2013-05-22,147.85
2013-05-23,143.6
2013-05-24,142.95
2013-05-27,145.65
2013-05-28,144.95
2013-05-29,142.2
2013-05-30,142.7
2013-05-31,136.85
2013-06-03,136.6
2013-06-04,136.7
2013-06-05,139.3
2013-06-06,138.6
2013-06-07,138.7
2013-06-10,135.2
2013-06-11,131.85
2013-06-12,129.6
2013-06-13,123.1
2013-06-14,128.45
2013-06-17,124.45
2013-06-18,124.1
2013-06-19,125.85
2013-06-20,123.0
2013-06-21,124.35
2013-06-24,121.7
2013-06-25,123.4
2013-06-26,125.35
2013-06-27,127.35
2013-06-28,129.7
2013-07-01,136.65
2013-07-02,132.05
2013-07-03,128.35
2013-07-04,133.3
2013-07-05,133.8
2013-07-08,135.05
2013-07-09,136.85
2013-07-10,135.25
2013-07-11,140.0
2013-07-12,139.35
2013-07-15,140.05
2013-07-16,138.8
2013-07-17,133.15
2013-07-18,134.75
2013-07-19,134.5
2013-07-22,132.45
2013-07-23,135.85
2013-07-24,135.95
2013-07-25,136.95
2013-07-26,138.2
2013-07-29,135.7
2013-07-30,128.9
2013-07-31,132.2
2013-08-01,131.6
2013-08-02,128.5
2013-08-05,130.35
2013-08-06,126.4
2013-08-07,125.7
2013-08-08,127.75
2013-08-12,131.7
2013-08-13,131.6
2013-08-14,132.35
2013-08-16,128.55
2013-08-19,126.95
2013-08-20,127.6
2013-08-21,126.65
2013-08-22,125.65
2013-08-23,126.9
2013-08-26,128.8
2013-08-27,124.6
2013-08-28,117.4
2013-08-29,114.85
2013-08-30,113.3
2013-09-02,118.95
2013-09-03,114.9
2013-09-04,114.85
2013-09-05,118.25
2013-09-06,116.95
2013-09-10,118.15
2013-09-11,128.85
2013-09-12,125.85
2013-09-13,124.8
2013-09-16,126.5
2013-09-17,124.55
2013-09-18,123.95
2013-09-19,125.5
2013-09-20,125.4
2013-09-23,123.35
2013-09-24,123.35
2013-09-25,123.15
2013-09-26,121.6
2013-09-27,123.1
2013-09-30,123.45
2013-10-01,122.05
2013-10-03,120.65
2013-10-04,122.9
2013-10-07,133.0
2013-10-08,137.75
2013-10-09,134.2
2013-10-10,135.9
2013-10-11,136.6
2013-10-14,136.5
2013-10-15,135.85
2013-10-17,135.9
2013-10-18,136.0
2013-10-21,137.2
2013-10-22,138.0
2013-10-23,139.8
2013-10-24,139.65
2013-10-25,137.9
2013-10-28,135.65
2013-10-29,139.4
2013-10-30,142.0
2013-10-31,143.35
2013-11-01,147.7
2013-11-03,153.25
2013-11-05,150.7
2013-11-06,151.3
2013-11-07,145.3
2013-11-08,157.1
2013-11-11,152.3
2013-11-12,147.9
2013-11-13,135.5
2013-11-14,140.85
2013-11-18,141.7
2013-11-19,142.7
2013-11-20,143.35
2013-11-21,139.55
2013-11-22,139.1
2013-11-25,142.1
2013-11-26,138.7
2013-11-27,140.7
2013-11-28,140.15
2013-11-29,141.65
2013-12-02,147.3
2013-12-03,145.95
2013-12-04,141.25
2013-12-05,141.65
2013-12-06,143.7
2013-12-09,150.35
2013-12-10,146.55
2013-12-11,146.45
2013-12-12,147.1
2013-12-13,144.4
2013-12-16,141.2
2013-12-17,144.15
2013-12-18,147.05
2013-12-19,150.2
2013-12-20,155.7
2013-12-23,160.3
2013-12-24,163.4
2013-12-26,166.75
2013-12-27,164.35
2013-12-30,159.65
2013-12-31,156.6
