Date,RALLIS
2013-01-01,149.85
2013-01-02,154.0
2013-01-03,150.8
2013-01-04,150.25
2013-01-07,149.8
2013-01-08,148.85
2013-01-09,149.55
2013-01-10,152.55
2013-01-11,149.65
2013-01-14,151.25
2013-01-15,149.15
2013-01-16,146.85
2013-01-17,148.6
2013-01-18,145.75
2013-01-21,140.8
2013-01-22,139.9
2013-01-23,140.1
2013-01-24,135.3
2013-01-25,137.55
2013-01-28,136.85
2013-01-29,131.3
2013-01-30,131.7
2013-01-31,130.75
2013-02-01,132.3
2013-02-04,128.25
2013-02-05,127.0
2013-02-06,126.9
2013-02-07,135.8
2013-02-08,128.2
2013-02-11,129.85
2013-02-12,126.8
2013-02-13,127.3
2013-02-14,124.5
2013-02-15,127.05
2013-02-18,125.0
2013-02-19,124.8
2013-02-20,124.15
2013-02-21,121.35
2013-02-22,121.0
2013-02-25,122.0
2013-02-26,119.55
2013-02-27,115.5
2013-02-28,113.2
2013-03-01,115.85
2013-03-04,113.1
2013-03-05,119.65
2013-03-06,116.6
2013-03-07,117.25
2013-03-08,122.25
2013-03-11,124.85
2013-03-12,126.65
2013-03-13,124.25
2013-03-14,127.25
2013-03-15,123.25
2013-03-18,122.25
2013-03-19,119.75
2013-03-20,117.8
2013-03-21,115.65
2013-03-22,119.55
2013-03-25,114.7
2013-03-26,113.6
2013-03-28,115.4
2013-04-01,111.75
2013-04-02,120.2
2013-04-03,120.5
2013-04-04,115.05
2013-04-05,121.2
2013-04-08,121.25
2013-04-09,118.0
2013-04-10,118.05
2013-04-11,118.7
2013-04-12,122.05
2013-04-15,124.1
2013-04-16,124.2
2013-04-17,123.8
2013-04-18,126.45
2013-04-22,125.95
2013-04-23,125.95
2013-04-25,123.05
2013-04-26,124.75
2013-04-29,129.15
2013-04-30,134.35
2013-05-02,133.55
2013-05-03,136.9
2013-05-06,137.15
2013-05-07,139.5
2013-05-08,138.95
2013-05-09,135.05
2013-05-10,135.65
2013-05-11,134.6
2013-05-13,133.05
2013-05-14,135.1
2013-05-15,136.25
2013-05-16,136.9
2013-05-17,136.65
2013-05-20,138.75
2013-05-21,137.4
2013-05-22,140.45
2013-05-23,138.4
2013-05-24,137.95
2013-05-27,136.35
2013-05-28,134.3
2013-05-29,130.85
2013-05-30,129.25
2013-05-31,127.7
2013-06-03,132.9
2013-06-04,131.45
2013-06-05,128.2
2013-06-06,128.95
2013-06-07,133.4
2013-06-10,138.6
2013-06-11,141.7
2013-06-12,140.65
2013-06-13,138.7
2013-06-14,142.1
2013-06-17,141.4
2013-06-18,140.8
2013-06-19,139.9
2013-06-20,137.75
2013-06-21,136.85
2013-06-24,132.4
2013-06-25,129.35
2013-06-26,130.05
2013-06-27,130.15
2013-06-28,141.8
2013-07-01,143.9
2013-07-02,143.65
2013-07-03,141.75
2013-07-04,143.0
2013-07-05,139.75
2013-07-08,138.0
2013-07-09,140.6
2013-07-10,145.4
2013-07-11,147.75
2013-07-12,155.8
2013-07-15,155.7
2013-07-16,151.55
2013-07-17,156.85
2013-07-18,156.4
2013-07-19,152.0
2013-07-22,147.3
2013-07-23,145.95
2013-07-24,152.0
2013-07-25,156.6
2013-07-26,159.9
2013-07-29,150.5
2013-07-30,142.05
2013-07-31,137.9
2013-08-01,135.7
2013-08-02,136.8
2013-08-05,140.35
2013-08-06,134.35
2013-08-07,137.85
2013-08-08,141.4
2013-08-12,142.7
2013-08-13,145.05
2013-08-14,145.9
2013-08-16,144.75
2013-08-19,139.45
2013-08-20,137.0
2013-08-21,137.75
2013-08-22,146.5
2013-08-23,145.3
2013-08-26,145.05
2013-08-27,143.3
2013-08-28,136.95
2013-08-29,143.55
2013-08-30,144.1
2013-09-02,147.1
2013-09-03,142.0
2013-09-04,150.1
2013-09-05,150.15
2013-09-06,149.0
2013-09-10,149.1
2013-09-11,150.35
2013-09-12,152.55
2013-09-13,156.9
2013-09-16,154.55
2013-09-17,154.05
2013-09-18,152.0
2013-09-19,152.3
2013-09-20,151.6
2013-09-23,152.0
2013-09-24,152.3
2013-09-25,151.2
2013-09-26,150.05
2013-09-27,152.6
2013-09-30,151.65
2013-10-01,149.65
2013-10-03,149.15
2013-10-04,149.55
2013-10-07,149.65
2013-10-08,149.45
2013-10-09,150.0
2013-10-10,157.3
2013-10-11,164.4
2013-10-14,167.55
2013-10-15,166.2
2013-10-17,168.4
2013-10-18,161.5
2013-10-21,159.2
2013-10-22,161.85
2013-10-23,158.05
2013-10-24,158.1
2013-10-25,155.75
2013-10-28,153.05
2013-10-29,153.35
2013-10-30,152.4
2013-10-31,158.3
2013-11-01,157.45
2013-11-03,158.95
2013-11-05,166.95
2013-11-06,162.35
2013-11-07,159.35
2013-11-08,158.55
2013-11-11,156.7
2013-11-12,154.35
2013-11-13,157.05
2013-11-14,158.5
2013-11-18,160.95
2013-11-19,160.2
2013-11-20,161.9
2013-11-21,160.05
2013-11-22,161.8
2013-11-25,163.85
2013-11-26,172.7
2013-11-27,172.2
2013-11-28,178.55
2013-11-29,182.6
2013-12-02,179.75
2013-12-03,176.85
2013-12-04,175.85
2013-12-05,175.3
2013-12-06,172.9
2013-12-09,168.4
2013-12-10,162.25
2013-12-11,166.85
2013-12-12,171.2
2013-12-13,169.05
2013-12-16,166.9
2013-12-17,163.8
2013-12-18,169.0
2013-12-19,169.25
2013-12-20,177.5
2013-12-23,171.25
2013-12-24,172.75
2013-12-26,174.05
2013-12-27,175.75
2013-12-30,175.45
2013-12-31,178.25
