Date,JUBLFOOD
2013-01-01,1312.6
2013-01-02,1325.2
2013-01-03,1340.4
2013-01-04,1320.5
2013-01-07,1317.75
2013-01-08,1302.8
2013-01-09,1294.5
2013-01-10,1277.15
2013-01-11,1242.0
2013-01-14,1243.7
2013-01-15,1240.3
2013-01-16,1244.0
2013-01-17,1245.95
2013-01-18,1254.0
2013-01-21,1264.65
2013-01-22,1266.05
2013-01-23,1243.6
2013-01-24,1171.65
2013-01-25,1269.4
2013-01-28,1240.3
2013-01-29,1211.0
2013-01-30,1198.25
2013-01-31,1200.6
2013-02-01,1199.95
2013-02-04,1136.35
2013-02-05,1039.75
2013-02-06,1134.55
2013-02-07,1175.5
2013-02-08,1132.25
2013-02-11,1149.05
2013-02-12,1146.85
2013-02-13,1132.25
2013-02-14,1107.85
2013-02-15,1111.9
2013-02-18,1109.3
2013-02-19,1110.25
2013-02-20,1119.7
2013-02-21,1084.65
2013-02-22,1084.7
2013-02-25,1091.05
2013-02-26,1075.95
2013-02-27,1047.85
2013-02-28,1046.8
2013-03-01,1064.95
2013-03-04,1065.1
2013-03-05,1080.7
2013-03-06,1116.1
2013-03-07,1136.35
2013-03-08,1146.45
2013-03-11,1157.0
2013-03-12,1185.8
2013-03-13,1187.7
2013-03-14,1260.85
2013-03-15,1301.25
2013-03-18,1263.8
2013-03-19,1238.45
2013-03-20,1231.9
2013-03-21,1225.45
2013-03-22,1179.35
2013-03-25,1202.8
2013-03-26,1222.1
2013-03-28,1246.95
2013-04-01,1248.9
2013-04-02,1244.95
2013-04-03,1224.95
2013-04-04,1186.5
2013-04-05,1148.3
2013-04-08,1123.45
2013-04-09,1109.4
2013-04-10,1117.8
2013-04-11,1098.2
2013-04-12,1102.3
2013-04-15,1110.75
2013-04-16,1069.65
2013-04-17,1083.65
2013-04-18,1088.6
2013-04-22,1077.75
2013-04-23,1062.45
2013-04-25,1086.6
2013-04-26,1098.45
2013-04-29,1093.1
2013-04-30,1109.55
2013-05-02,1127.5
2013-05-03,1120.35
2013-05-06,1123.25
2013-05-07,1135.95
2013-05-08,1099.55
2013-05-09,1018.7
2013-05-10,1025.35
2013-05-11,1030.0
2013-05-13,1048.0
2013-05-14,1067.5
2013-05-15,1078.1
2013-05-16,1082.45
2013-05-17,1095.75
2013-05-20,1090.35
2013-05-21,1114.45
2013-05-22,1099.7
2013-05-23,1084.05
2013-05-24,1075.55
2013-05-27,1085.8
2013-05-28,1091.2
2013-05-29,1100.25
2013-05-30,1105.5
2013-05-31,1103.0
2013-06-03,1128.75
2013-06-04,1118.35
2013-06-05,1107.95
2013-06-06,1079.25
2013-06-07,1079.0
2013-06-10,1074.85
2013-06-11,1046.45
2013-06-12,1035.7
2013-06-13,985.4
2013-06-14,979.65
2013-06-17,960.2
2013-06-18,935.2
2013-06-19,965.65
2013-06-20,977.05
2013-06-21,993.8
2013-06-24,1009.05
2013-06-25,1008.5
2013-06-26,1013.15
2013-06-27,1036.15
2013-06-28,1045.2
2013-07-01,1073.4
2013-07-02,1089.2
2013-07-03,1103.8
2013-07-04,1111.3
2013-07-05,1130.95
2013-07-08,1118.95
2013-07-09,1137.4
2013-07-10,1115.4
2013-07-11,1136.2
2013-07-12,1130.5
2013-07-15,1164.9
2013-07-16,1151.9
2013-07-17,1143.3
2013-07-18,1185.25
2013-07-19,1175.3
2013-07-22,1192.4
2013-07-23,1168.3
2013-07-24,1183.05
2013-07-25,1164.45
2013-07-26,1150.2
2013-07-29,1129.7
2013-07-30,1095.3
2013-07-31,1125.7
2013-08-01,1102.65
2013-08-02,1138.95
2013-08-05,1135.4
2013-08-06,1101.5
2013-08-07,1069.05
2013-08-08,1064.95
2013-08-12,1059.15
2013-08-13,1058.2
2013-08-14,1060.1
2013-08-16,1051.15
2013-08-19,1039.95
2013-08-20,1062.45
2013-08-21,1047.25
2013-08-22,1049.8
2013-08-23,1050.45
2013-08-26,1075.95
2013-08-27,1065.2
2013-08-28,1068.45
2013-08-29,1041.0
2013-08-30,1005.25
2013-09-02,1053.5
2013-09-03,1043.3
2013-09-04,1045.25
2013-09-05,1041.2
2013-09-06,1035.45
2013-09-10,1067.55
2013-09-11,1072.85
2013-09-12,1067.1
2013-09-13,1060.4
2013-09-16,1052.2
2013-09-17,1038.8
2013-09-18,1046.6
2013-09-19,1062.95
2013-09-20,1066.9
2013-09-23,1112.35
2013-09-24,1154.9
2013-09-25,1159.0
2013-09-26,1169.9
2013-09-27,1172.9
2013-09-30,1156.25
2013-10-01,1159.15
2013-10-03,1168.65
2013-10-04,1188.4
2013-10-07,1208.25
2013-10-08,1186.25
2013-10-09,1141.85
2013-10-10,1143.35
2013-10-11,1128.75
2013-10-14,1105.6
2013-10-15,1113.4
2013-10-17,1123.2
2013-10-18,1168.3
2013-10-21,1167.45
2013-10-22,1156.05
2013-10-23,1128.8
2013-10-24,1139.5
2013-10-25,1136.5
2013-10-28,1118.95
2013-10-29,1151.65
2013-10-30,1135.45
2013-10-31,1189.9
2013-11-01,1171.9
2013-11-03,1169.75
2013-11-05,1362.0
2013-11-06,1303.25
2013-11-07,1247.8
2013-11-08,1259.65
2013-11-11,1246.7
2013-11-12,1235.55
2013-11-13,1246.55
2013-11-14,1228.7
2013-11-18,1257.3
2013-11-19,1321.95
2013-11-20,1273.05
2013-11-21,1251.15
2013-11-22,1270.05
2013-11-25,1285.4
2013-11-26,1259.65
2013-11-27,1276.15
2013-11-28,1336.35
2013-11-29,1312.9
2013-12-02,1304.7
2013-12-03,1326.9
2013-12-04,1327.25
2013-12-05,1369.1
2013-12-06,1351.3
2013-12-09,1347.05
2013-12-10,1353.5
2013-12-11,1344.75
2013-12-12,1343.9
2013-12-13,1322.2
2013-12-16,1300.15
2013-12-17,1298.45
2013-12-18,1299.5
2013-12-19,1299.1
2013-12-20,1289.75
2013-12-23,1278.35
2013-12-24,1274.05
2013-12-26,1237.1
2013-12-27,1259.9
2013-12-30,1267.5
2013-12-31,1272.05
