Date,GIPCL
2013-01-01,68.4
2013-01-02,69.85
2013-01-03,71.35
2013-01-04,73.05
2013-01-07,75.95
2013-01-08,76.6
2013-01-09,75.5
2013-01-10,73.9
2013-01-11,72.1
2013-01-14,72.4
2013-01-15,72.4
2013-01-16,71.35
2013-01-17,71.5
2013-01-18,72.0
2013-01-21,72.0
2013-01-22,71.5
2013-01-23,71.6
2013-01-24,70.65
2013-01-25,70.45
2013-01-28,70.05
2013-01-29,70.25
2013-01-30,70.1
2013-01-31,69.95
2013-02-01,69.55
2013-02-04,69.3
2013-02-05,68.75
2013-02-06,69.55
2013-02-07,68.55
2013-02-08,67.95
2013-02-11,70.5
2013-02-12,74.05
2013-02-13,75.1
2013-02-14,75.0
2013-02-15,72.9
2013-02-18,72.85
2013-02-19,73.2
2013-02-20,72.85
2013-02-21,74.0
2013-02-22,74.1
2013-02-25,71.65
2013-02-26,72.0
2013-02-27,70.8
2013-02-28,72.0
2013-03-01,71.05
2013-03-04,70.05
2013-03-05,70.65
2013-03-06,72.05
2013-03-07,72.05
2013-03-08,73.2
2013-03-11,74.4
2013-03-12,74.6
2013-03-13,75.25
2013-03-14,75.45
2013-03-15,74.95
2013-03-18,75.0
2013-03-19,74.7
2013-03-20,74.15
2013-03-21,73.0
2013-03-22,74.1
2013-03-25,74.1
2013-03-26,74.2
2013-03-28,74.1
2013-04-01,78.15
2013-04-02,80.55
2013-04-03,79.7
2013-04-04,75.85
2013-04-05,75.4
2013-04-08,74.65
2013-04-09,73.65
2013-04-10,72.35
2013-04-11,73.45
2013-04-12,73.0
2013-04-15,72.25
2013-04-16,73.0
2013-04-17,72.9
2013-04-18,72.05
2013-04-22,72.15
2013-04-23,72.1
2013-04-25,72.15
2013-04-26,71.85
2013-04-29,71.1
2013-04-30,72.0
2013-05-02,71.5
2013-05-03,72.0
2013-05-06,71.3
2013-05-07,71.8
2013-05-08,72.15
2013-05-09,72.2
2013-05-10,72.45
2013-05-11,71.65
2013-05-13,72.0
2013-05-14,71.8
2013-05-15,72.15
2013-05-16,71.95
2013-05-17,71.9
2013-05-20,71.85
2013-05-21,71.45
2013-05-22,72.6
2013-05-23,71.55
2013-05-24,74.25
2013-05-27,74.15
2013-05-28,75.95
2013-05-29,75.5
2013-05-30,74.45
2013-05-31,73.45
2013-06-03,72.5
2013-06-04,72.3
2013-06-05,72.5
2013-06-06,71.6
2013-06-07,71.1
2013-06-10,72.05
2013-06-11,72.5
2013-06-12,70.85
2013-06-13,70.05
2013-06-14,70.05
2013-06-17,70.25
2013-06-18,69.8
2013-06-19,69.5
2013-06-20,68.5
2013-06-21,68.7
2013-06-24,67.55
2013-06-25,68.0
2013-06-26,68.05
2013-06-27,68.0
2013-06-28,68.5
2013-07-01,68.8
2013-07-02,68.2
2013-07-03,67.6
2013-07-04,67.3
2013-07-05,66.4
2013-07-08,67.15
2013-07-09,66.6
2013-07-10,65.75
2013-07-11,67.9
2013-07-12,67.2
2013-07-15,68.0
2013-07-16,64.8
2013-07-17,62.8
2013-07-18,64.65
2013-07-19,64.05
2013-07-22,63.55
2013-07-23,63.25
2013-07-24,64.15
2013-07-25,63.05
2013-07-26,63.45
2013-07-29,63.05
2013-07-30,60.85
2013-07-31,61.4
2013-08-01,59.75
2013-08-02,59.8
2013-08-05,58.5
2013-08-06,54.7
2013-08-07,54.9
2013-08-08,55.8
2013-08-12,57.25
2013-08-13,57.5
2013-08-14,56.95
2013-08-16,56.95
2013-08-19,56.95
2013-08-20,57.0
2013-08-21,56.55
2013-08-22,56.7
2013-08-23,56.45
2013-08-26,58.35
2013-08-27,58.7
2013-08-28,56.95
2013-08-29,57.15
2013-08-30,55.65
2013-09-02,61.2
2013-09-03,61.75
2013-09-04,59.9
2013-09-05,59.2
2013-09-06,58.55
2013-09-10,59.15
2013-09-11,58.6
2013-09-12,58.6
2013-09-13,58.6
2013-09-16,58.7
2013-09-17,59.35
2013-09-18,57.5
2013-09-19,57.4
2013-09-20,59.6
2013-09-23,58.15
2013-09-24,57.75
2013-09-25,58.95
2013-09-26,60.05
2013-09-27,60.75
2013-09-30,61.25
2013-10-01,61.1
2013-10-03,59.45
2013-10-04,59.4
2013-10-07,59.25
2013-10-08,58.65
2013-10-09,59.0
2013-10-10,60.3
2013-10-11,59.3
2013-10-14,58.45
2013-10-15,58.25
2013-10-17,58.35
2013-10-18,59.95
2013-10-21,58.7
2013-10-22,58.9
2013-10-23,58.95
2013-10-24,59.1
2013-10-25,58.25
2013-10-28,57.95
2013-10-29,57.8
2013-10-30,57.65
2013-10-31,59.55
2013-11-01,58.95
2013-11-03,59.6
2013-11-05,59.95
2013-11-06,60.8
2013-11-07,61.1
2013-11-08,60.5
2013-11-11,60.85
2013-11-12,60.15
2013-11-13,58.9
2013-11-14,59.55
2013-11-18,59.3
2013-11-19,59.4
2013-11-20,59.05
2013-11-21,59.1
2013-11-22,59.0
2013-11-25,58.95
2013-11-26,60.05
2013-11-27,60.0
2013-11-28,59.45
2013-11-29,59.5
2013-12-02,65.3
2013-12-03,67.35
2013-12-04,64.3
2013-12-05,63.15
2013-12-06,63.5
2013-12-09,63.25
2013-12-10,58.8
2013-12-11,58.55
2013-12-12,59.1
2013-12-13,58.25
2013-12-16,57.3
2013-12-17,57.6
2013-12-18,57.85
2013-12-19,57.55
2013-12-20,57.65
2013-12-23,61.6
2013-12-24,60.75
2013-12-26,60.55
2013-12-27,60.05
2013-12-30,60.3
2013-12-31,62.0
