Date,IVZINGOLD
2013-01-01,3010.45
2013-01-02,3001.3
2013-01-03,3030.0
2013-01-04,2990.75
2013-01-07,2997.5
2013-01-08,2981.75
2013-01-09,2982.75
2013-01-10,2967.45
2013-01-11,2981.15
2013-01-14,2978.1
2013-01-15,2981.95
2013-01-16,2994.0
2013-01-17,2979.9
2013-01-18,2981.75
2013-01-21,2976.1
2013-01-22,2999.6
2013-01-23,3010.4
2013-01-24,2990.0
2013-01-25,2967.3
2013-01-28,2974.45
2013-01-29,2973.8
2013-01-30,2960.8
2013-01-31,2955.85
2013-02-01,2953.3
2013-02-04,2939.35
2013-02-05,2984.9
2013-02-06,2977.8
2013-02-07,2970.7
2013-02-08,2962.85
2013-02-11,2984.7
2013-02-12,2957.0
2013-02-13,2953.65
2013-02-14,2958.45
2013-02-15,2958.0
2013-02-18,2930.45
2013-02-19,2928.0
2013-02-20,2900.4
2013-02-21,2841.1
2013-02-22,2879.65
2013-02-25,2861.0
2013-02-26,2866.65
2013-02-27,2900.0
2013-02-28,2885.85
2013-03-01,2873.15
2013-03-04,2878.2
2013-03-05,2880.35
2013-03-06,2870.2
2013-03-07,2883.0
2013-03-08,2860.15
2013-03-11,2862.5
2013-03-12,2860.55
2013-03-13,2861.0
2013-03-14,2864.85
2013-03-15,2872.0
2013-03-18,2896.2
2013-03-19,2899.8
2013-03-20,2904.65
2013-03-21,2899.0
2013-03-22,2890.1
2013-03-25,2889.35
2013-03-26,2870.7
2013-03-28,2893.35
2013-04-01,2890.0
2013-04-02,2877.0
2013-04-03,2840.1
2013-04-04,2821.9
2013-04-05,2849.55
2013-04-08,2862.0
2013-04-09,2856.1
2013-04-10,2875.3
2013-04-11,2831.6
2013-04-12,2803.6
2013-04-15,2546.9
2013-04-16,2586.3
2013-04-17,2509.1
2013-04-18,2516.95
2013-04-22,2623.15
2013-04-23,2637.55
2013-04-25,2661.3
2013-04-26,2663.95
2013-04-29,2669.3
2013-04-30,2651.75
2013-05-02,2624.9
2013-05-03,2642.4
