Date,AUTOAXLES
2013-01-01,362.15
2013-01-02,363.3
2013-01-03,361.9
2013-01-04,368.6
2013-01-07,370.0
2013-01-08,373.05
2013-01-09,378.45
2013-01-10,373.1
2013-01-11,370.3
2013-01-14,372.0
2013-01-15,376.8
2013-01-16,383.95
2013-01-17,392.65
2013-01-18,388.55
2013-01-21,390.0
2013-01-22,384.55
2013-01-23,381.95
2013-01-24,376.65
2013-01-25,369.8
2013-01-28,371.25
2013-01-29,370.7
2013-01-30,370.8
2013-01-31,358.0
2013-02-01,352.5
2013-02-04,349.8
2013-02-05,338.6
2013-02-06,350.5
2013-02-07,364.0
2013-02-08,348.25
2013-02-11,343.05
2013-02-12,339.6
2013-02-13,334.8
2013-02-14,323.8
2013-02-15,323.4
2013-02-18,330.85
2013-02-19,343.8
2013-02-20,345.55
2013-02-21,344.2
2013-02-22,340.55
2013-02-25,334.55
2013-02-26,336.5
2013-02-27,336.0
2013-02-28,329.4
2013-03-01,326.4
2013-03-04,311.7
2013-03-05,287.0
2013-03-06,288.4
2013-03-07,290.95
2013-03-08,290.1
2013-03-11,286.95
2013-03-12,292.35
2013-03-13,292.45
2013-03-14,292.2
2013-03-15,296.35
2013-03-18,290.0
2013-03-19,298.9
2013-03-20,305.0
2013-03-21,305.0
2013-03-22,303.5
2013-03-25,304.45
2013-03-26,296.1
2013-03-28,295.0
2013-04-01,298.95
2013-04-02,297.5
2013-04-03,305.2
2013-04-04,300.0
2013-04-05,301.6
2013-04-08,300.05
2013-04-09,299.75
2013-04-10,292.4
2013-04-11,295.0
2013-04-12,291.65
2013-04-15,290.9
2013-04-16,294.95
2013-04-17,287.05
2013-04-18,290.0
2013-04-22,296.6
2013-04-23,291.2
2013-04-25,296.0
2013-04-26,291.7
2013-04-29,296.0
2013-04-30,290.25
2013-05-02,281.15
2013-05-03,272.05
2013-05-06,271.75
2013-05-07,269.9
2013-05-08,272.8
2013-05-09,269.1
2013-05-10,271.15
2013-05-11,273.0
2013-05-13,274.05
2013-05-14,270.65
2013-05-15,268.5
2013-05-16,267.2
2013-05-17,263.6
2013-05-20,264.35
2013-05-21,260.3
2013-05-22,260.3
2013-05-23,257.8
2013-05-24,253.3
2013-05-27,250.35
2013-05-28,246.3
2013-05-29,236.9
2013-05-30,248.15
2013-05-31,239.55
2013-06-03,232.8
2013-06-04,229.6
2013-06-05,230.0
2013-06-06,234.95
2013-06-07,243.7
2013-06-10,244.7
2013-06-11,235.05
2013-06-12,233.95
2013-06-13,234.0
2013-06-14,235.95
2013-06-17,236.2
2013-06-18,233.1
2013-06-19,243.7
2013-06-20,232.15
2013-06-21,227.9
2013-06-24,221.6
2013-06-25,222.15
2013-06-26,217.5
2013-06-27,220.55
2013-06-28,223.2
2013-07-01,219.0
2013-07-02,219.45
2013-07-03,217.6
2013-07-04,214.35
2013-07-05,215.2
2013-07-08,216.3
2013-07-09,238.2
2013-07-10,233.7
2013-07-11,226.15
2013-07-12,218.05
2013-07-15,219.2
2013-07-16,213.95
2013-07-17,204.85
2013-07-18,199.95
2013-07-19,198.1
2013-07-22,202.35
2013-07-23,209.05
2013-07-24,206.0
2013-07-25,209.5
2013-07-26,211.75
2013-07-29,216.8
2013-07-30,217.65
2013-07-31,218.45
2013-08-01,207.2
2013-08-02,200.65
2013-08-05,202.95
2013-08-06,194.85
2013-08-07,195.35
2013-08-08,196.75
2013-08-12,200.0
2013-08-13,200.0
2013-08-14,207.15
2013-08-16,203.5
2013-08-19,205.0
2013-08-20,205.25
2013-08-21,206.35
2013-08-22,205.2
2013-08-23,201.25
2013-08-26,199.55
2013-08-27,204.0
2013-08-28,198.5
2013-08-29,195.95
2013-08-30,199.0
2013-09-02,198.55
2013-09-03,196.85
2013-09-04,197.2
2013-09-05,199.9
2013-09-06,199.6
2013-09-10,204.5
2013-09-11,204.75
2013-09-12,200.3
2013-09-13,206.25
2013-09-16,207.05
2013-09-17,203.4
2013-09-18,203.05
2013-09-19,205.0
2013-09-20,200.4
2013-09-23,200.5
2013-09-24,202.9
2013-09-25,202.5
2013-09-26,205.05
2013-09-27,212.45
2013-09-30,204.0
2013-10-01,207.8
2013-10-03,205.45
2013-10-04,207.4
2013-10-07,207.0
2013-10-08,210.05
2013-10-09,212.55
2013-10-10,219.45
2013-10-11,220.1
2013-10-14,219.75
2013-10-15,218.9
2013-10-17,218.1
2013-10-18,224.7
2013-10-21,233.3
2013-10-22,237.1
2013-10-23,242.85
2013-10-24,241.35
2013-10-25,244.15
2013-10-28,240.05
2013-10-29,245.85
2013-10-30,240.7
2013-10-31,260.65
2013-11-01,262.75
2013-11-03,259.75
2013-11-05,256.15
2013-11-06,256.3
2013-11-07,254.45
2013-11-08,257.75
2013-11-11,249.8
2013-11-12,243.4
2013-11-13,245.0
2013-11-14,241.4
2013-11-18,240.75
2013-11-19,241.6
2013-11-20,241.9
2013-11-21,240.45
2013-11-22,241.95
2013-11-25,245.75
2013-11-26,235.1
2013-11-27,230.25
2013-11-28,220.4
2013-11-29,231.5
2013-12-02,240.75
2013-12-03,240.0
2013-12-04,228.55
2013-12-05,235.6
2013-12-06,234.95
2013-12-09,236.75
2013-12-10,228.8
2013-12-11,232.55
2013-12-12,228.7
2013-12-13,223.6
2013-12-16,217.9
2013-12-17,210.6
2013-12-18,214.05
2013-12-19,218.95
2013-12-20,219.35
2013-12-23,224.8
2013-12-24,222.25
2013-12-26,227.0
2013-12-27,233.85
2013-12-30,234.5
2013-12-31,238.3
