Date,GLENMARK
2013-01-01,538.65
2013-01-02,535.0
2013-01-03,537.3
2013-01-04,524.5
2013-01-07,521.95
2013-01-08,542.8
2013-01-09,544.5
2013-01-10,530.5
2013-01-11,511.4
2013-01-14,506.8
2013-01-15,510.6
2013-01-16,514.55
2013-01-17,515.2
2013-01-18,507.0
2013-01-21,491.8
2013-01-22,484.75
2013-01-23,484.4
2013-01-24,480.65
2013-01-25,514.95
2013-01-28,504.1
2013-01-29,502.6
2013-01-30,497.35
2013-01-31,502.5
2013-02-01,514.95
2013-02-04,514.1
2013-02-05,511.9
2013-02-06,503.3
2013-02-07,495.75
2013-02-08,494.35
2013-02-11,490.15
2013-02-12,502.65
2013-02-13,507.05
2013-02-14,501.75
2013-02-15,495.8
2013-02-18,500.4
2013-02-19,510.85
2013-02-20,499.15
2013-02-21,501.8
2013-02-22,509.0
2013-02-25,508.95
2013-02-26,509.2
2013-02-27,508.15
2013-02-28,501.65
2013-03-01,499.5
2013-03-04,498.85
2013-03-05,494.45
2013-03-06,504.95
2013-03-07,505.25
2013-03-08,507.8
2013-03-11,502.35
2013-03-12,485.4
2013-03-13,494.95
2013-03-14,497.55
2013-03-15,493.2
2013-03-18,499.85
2013-03-19,499.85
2013-03-20,494.15
2013-03-21,492.5
2013-03-22,485.5
2013-03-25,468.3
2013-03-26,470.7
2013-03-28,462.9
2013-04-01,466.2
2013-04-02,487.3
2013-04-03,474.9
2013-04-04,466.5
2013-04-05,465.55
2013-04-08,491.0
2013-04-09,488.6
2013-04-10,497.55
2013-04-11,496.5
2013-04-12,488.0
2013-04-15,491.85
2013-04-16,494.85
2013-04-17,484.5
2013-04-18,488.55
2013-04-22,484.2
2013-04-23,474.75
2013-04-25,476.65
2013-04-26,469.6
2013-04-29,479.6
2013-04-30,487.1
2013-05-02,493.15
2013-05-03,499.75
2013-05-06,515.6
2013-05-07,521.35
2013-05-08,526.75
2013-05-09,524.45
2013-05-10,541.45
2013-05-11,539.2
2013-05-13,534.65
2013-05-14,548.6
2013-05-15,561.6
2013-05-16,577.15
2013-05-17,574.85
2013-05-20,572.05
2013-05-21,573.65
2013-05-22,564.65
2013-05-23,572.0
2013-05-24,551.2
2013-05-27,561.9
2013-05-28,560.25
2013-05-29,563.25
2013-05-30,574.95
2013-05-31,590.05
2013-06-03,584.4
2013-06-04,597.35
2013-06-05,600.15
2013-06-06,579.7
2013-06-07,576.5
2013-06-10,553.3
2013-06-11,572.45
2013-06-12,584.4
2013-06-13,571.15
2013-06-14,571.6
2013-06-17,569.95
2013-06-18,573.9
2013-06-19,571.45
2013-06-20,554.75
2013-06-21,545.15
2013-06-24,550.55
2013-06-25,557.75
2013-06-26,519.1
2013-06-27,540.25
2013-06-28,548.25
2013-07-01,570.15
2013-07-02,575.35
2013-07-03,568.3
2013-07-04,575.05
2013-07-05,585.15
2013-07-08,579.95
2013-07-09,586.75
2013-07-10,593.35
2013-07-11,604.55
2013-07-12,598.85
2013-07-15,600.25
2013-07-16,603.4
2013-07-17,595.25
2013-07-18,600.2
2013-07-19,604.9
2013-07-22,602.2
2013-07-23,602.1
2013-07-24,604.35
2013-07-25,583.4
2013-07-26,593.55
2013-07-29,587.4
2013-07-30,579.7
2013-07-31,576.6
2013-08-01,575.35
2013-08-02,560.35
2013-08-05,548.35
2013-08-06,553.55
2013-08-07,571.05
2013-08-08,569.85
2013-08-12,551.9
2013-08-13,547.85
2013-08-14,531.45
2013-08-16,536.0
2013-08-19,533.9
2013-08-20,504.7
2013-08-21,516.1
2013-08-22,515.85
2013-08-23,537.4
2013-08-26,544.6
2013-08-27,534.25
2013-08-28,514.65
2013-08-29,513.85
2013-08-30,514.95
2013-09-02,517.05
2013-09-03,513.7
2013-09-04,508.7
2013-09-05,513.8
2013-09-06,530.7
2013-09-10,523.95
2013-09-11,535.8
2013-09-12,542.9
2013-09-13,533.75
2013-09-16,532.45
2013-09-17,529.75
2013-09-18,528.85
2013-09-19,534.45
2013-09-20,526.3
2013-09-23,492.45
2013-09-24,499.9
2013-09-25,503.9
2013-09-26,522.5
2013-09-27,524.1
2013-09-30,530.95
2013-10-01,537.25
2013-10-03,539.0
2013-10-04,556.35
2013-10-07,570.55
2013-10-08,569.0
2013-10-09,579.0
2013-10-10,587.05
2013-10-11,565.1
2013-10-14,569.0
2013-10-15,561.1
2013-10-17,562.9
2013-10-18,557.4
2013-10-21,557.05
2013-10-22,559.05
2013-10-23,558.25
2013-10-24,548.35
2013-10-25,549.35
2013-10-28,531.15
2013-10-29,534.45
2013-10-30,552.65
2013-10-31,563.6
2013-11-01,539.75
2013-11-03,545.35
2013-11-05,527.15
2013-11-06,519.15
2013-11-07,523.6
2013-11-08,524.25
2013-11-11,511.05
2013-11-12,511.05
2013-11-13,495.4
2013-11-14,509.45
2013-11-18,519.7
2013-11-19,524.65
2013-11-20,513.95
2013-11-21,508.65
2013-11-22,511.5
2013-11-25,509.7
2013-11-26,502.5
2013-11-27,491.1
2013-11-28,505.65
2013-11-29,515.85
2013-12-02,522.05
2013-12-03,520.2
2013-12-04,524.7
2013-12-05,527.65
2013-12-06,525.1
2013-12-09,531.8
2013-12-10,538.1
2013-12-11,527.05
2013-12-12,523.05
2013-12-13,522.85
2013-12-16,519.95
2013-12-17,525.0
2013-12-18,521.6
2013-12-19,523.6
2013-12-20,525.9
2013-12-23,528.4
2013-12-24,542.0
2013-12-26,532.4
2013-12-27,538.65
2013-12-30,532.7
2013-12-31,533.85
